term,logit_coef,logit_p,logit_sig,nb_coef,nb_p,nb_sig
arms_tiv_in_strength_lag1,-0.013675312169499155,0.3955068746507935,,-0.014813459132819128,0.12311554277620428,
arms_tiv_pagerank_lag1,33.634562968837564,0.20354117016410056,,5.327555272557598,0.7494327318197165,
bilateral_oda_in_strength_lag1,-0.01026557231513245,0.37789053526699656,,-0.0094162708276513,0.15775910417275718,
bilateral_oda_pagerank_lag1,41.501297253573725,0.6846301322948523,,100.99998741206902,0.0461263697220478,*
colonial_tie_in_strength_lag1,-0.4017868016417542,0.22460689368420905,,-0.07301358128180059,0.7443146169007955,
colonial_tie_pagerank_lag1,82.77550415871438,0.8025740465772873,,-166.93999748946698,0.2539620694622732,
econ_neocol_score_in_strength_lag1,-0.031056603431396716,0.004718005154741232,**,-0.01175960453611292,0.08318029512609998,.
econ_neocol_score_pagerank_lag1,57.369437270715956,0.16582052000755598,,0.14888677641667836,0.9924118737209737,
