Source,Target,Year,Weight,Type,Layer
CZE,IND,2003,0.09,Directed,Arms
CZE,LKA,2003,6.44,Directed,Arms
CZE,VNM,2003,20.0,Directed,Arms
DEU,ARE,2003,4.2,Directed,Arms
DEU,AUS,2003,251.25,Directed,Arms
DEU,AUT,2003,4.3,Directed,Arms
DEU,CHE,2003,13.0,Directed,Arms
DEU,CHN,2003,7.0,Directed,Arms
DEU,COL,2003,2.9,Directed,Arms
DEU,DNK,2003,37.81,Directed,Arms
DEU,EGY,2003,132.1,Directed,Arms
DEU,ESP,2003,7.7,Directed,Arms
DEU,EST,2003,2.0,Directed,Arms
DEU,FIN,2003,208.4,Directed,Arms
DEU,FRA,2003,0.09,Directed,Arms
DEU,GBR,2003,306.0,Directed,Arms
DEU,GRC,2003,155.88,Directed,Arms
DEU,IDN,2003,4.8,Directed,Arms
DEU,IND,2003,11.6,Directed,Arms
DEU,ISR,2003,86.14,Directed,Arms
DEU,ITA,2003,29.0,Directed,Arms
DEU,JOR,2003,11.25,Directed,Arms
DEU,KOR,2003,32.56,Directed,Arms
DEU,MMR,2003,0.8,Directed,Arms
DEU,NLD,2003,63.05,Directed,Arms
DEU,POL,2003,259.81,Directed,Arms
DEU,SAU,2003,0.65,Directed,Arms
DEU,SWE,2003,15.75,Directed,Arms
DEU,TWN,2003,3.6,Directed,Arms
DNK,IDN,2003,2.4,Directed,Arms
ESP,COL,2003,34.0,Directed,Arms
ESP,FRA,2003,27.0,Directed,Arms
ESP,JOR,2003,12.5,Directed,Arms
ESP,POL,2003,25.0,Directed,Arms
FIN,EGY,2003,6.0,Directed,Arms
FIN,ITA,2003,6.0,Directed,Arms
FIN,NLD,2003,5.0,Directed,Arms
FIN,SWE,2003,17.85,Directed,Arms
FRA,ARE,2003,594.4,Directed,Arms
FRA,AUS,2003,20.0,Directed,Arms
FRA,BRA,2003,21.75,Directed,Arms
FRA,BWA,2003,4.8,Directed,Arms
FRA,CAN,2003,1.2,Directed,Arms
FRA,CHL,2003,0.9,Directed,Arms
FRA,CHN,2003,107.6,Directed,Arms
FRA,DEU,2003,12.5,Directed,Arms
FRA,DNK,2003,3.5,Directed,Arms
FRA,FIN,2003,2.5,Directed,Arms
FRA,GRC,2003,64.0,Directed,Arms
FRA,IDN,2003,2.8,Directed,Arms
FRA,IND,2003,10.55,Directed,Arms
FRA,ITA,2003,20.5,Directed,Arms
FRA,JPN,2003,9.9,Directed,Arms
FRA,KOR,2003,86.5,Directed,Arms
FRA,MYS,2003,15.2,Directed,Arms
FRA,OMN,2003,13.32,Directed,Arms
FRA,PAK,2003,295.28,Directed,Arms
FRA,ROU,2003,5.5,Directed,Arms
FRA,SAU,2003,21.5,Directed,Arms
FRA,SVN,2003,14.5,Directed,Arms
FRA,TUR,2003,14.5,Directed,Arms
GBR,AUS,2003,32.7,Directed,Arms
GBR,AUT,2003,36.96,Directed,Arms
GBR,BGD,2003,8.0,Directed,Arms
GBR,BHR,2003,0.48,Directed,Arms
GBR,CAN,2003,20.0,Directed,Arms
GBR,CHL,2003,167.0,Directed,Arms
GBR,CHN,2003,60.0,Directed,Arms
GBR,CIV,2003,2.0,Directed,Arms
GBR,CZE,2003,1.28,Directed,Arms
GBR,DEU,2003,12.0,Directed,Arms
GBR,DZA,2003,9.3,Directed,Arms
GBR,ESP,2003,6.0,Directed,Arms
GBR,ITA,2003,35.199999999999996,Directed,Arms
GBR,JOR,2003,122.3,Directed,Arms
GBR,JPN,2003,20.0,Directed,Arms
GBR,MYS,2003,67.5,Directed,Arms
GBR,NLD,2003,12.0,Directed,Arms
GBR,OMN,2003,2.7,Directed,Arms
GBR,ROU,2003,0.8,Directed,Arms
GBR,TUR,2003,14.0,Directed,Arms
GBR,TZA,2003,5.0,Directed,Arms
GBR,USA,2003,134.0,Directed,Arms
GRC,CYP,2003,6.48,Directed,Arms
IND,LKA,2003,0.1,Directed,Arms
IND,NPL,2003,3.75,Directed,Arms
IRN,SDN,2003,9.0,Directed,Arms
ISR,AUS,2003,12.5,Directed,Arms
ISR,CHL,2003,12.0,Directed,Arms
ISR,COL,2003,9.0,Directed,Arms
ISR,DEU,2003,5.0,Directed,Arms
ISR,ESP,2003,12.0,Directed,Arms
ISR,IND,2003,148.4,Directed,Arms
ISR,ITA,2003,2.0,Directed,Arms
ISR,LKA,2003,15.75,Directed,Arms
ISR,MAR,2003,12.0,Directed,Arms
ISR,MMR,2003,2.0,Directed,Arms
ISR,ROU,2003,10.8,Directed,Arms
ISR,SGP,2003,24.5,Directed,Arms
ISR,TUR,2003,48.0,Directed,Arms
ISR,USA,2003,96.8,Directed,Arms
ITA,ALB,2003,1.96,Directed,Arms
ITA,BRA,2003,14.5,Directed,Arms
ITA,CAN,2003,62.5,Directed,Arms
ITA,CZE,2003,19.0,Directed,Arms
ITA,GRC,2003,140.0,Directed,Arms
ITA,IND,2003,6.5,Directed,Arms
ITA,JPN,2003,15.5,Directed,Arms
ITA,MEX,2003,10.0,Directed,Arms
ITA,MYS,2003,12.5,Directed,Arms
ITA,NGA,2003,8.1,Directed,Arms
ITA,NLD,2003,3.47,Directed,Arms
ITA,PAK,2003,50.0,Directed,Arms
ITA,TUR,2003,15.0,Directed,Arms
KGZ,HRV,2003,16.0,Directed,Arms
KGZ,IND,2003,76.0,Directed,Arms
KOR,IDN,2003,96.25,Directed,Arms
LBY,ZWE,2003,15.6,Directed,Arms
MDA,AGO,2003,10.0,Directed,Arms
MDA,MLI,2003,3.4,Directed,Arms
NLD,GBR,2003,10.0,Directed,Arms
NLD,GRC,2003,247.25,Directed,Arms
NLD,KOR,2003,25.0,Directed,Arms
NLD,NZL,2003,43.86,Directed,Arms
NLD,POL,2003,4.75,Directed,Arms
NOR,AUS,2003,12.0,Directed,Arms
NOR,ESP,2003,30.0,Directed,Arms
NOR,GBR,2003,7.8,Directed,Arms
NOR,LVA,2003,12.0,Directed,Arms
NOR,POL,2003,29.0,Directed,Arms
PAK,MYS,2003,7.85,Directed,Arms
POL,HRV,2003,8.0,Directed,Arms
POL,IND,2003,56.0,Directed,Arms
POL,LVA,2003,1.8,Directed,Arms
POL,NGA,2003,16.75,Directed,Arms
PRK,IRN,2003,113.5,Directed,Arms
PRK,SYR,2003,15.0,Directed,Arms
ROU,CIV,2003,24.0,Directed,Arms
RUS,CHN,2003,2072.75,Directed,Arms
RUS,COG,2003,2.9,Directed,Arms
RUS,CZE,2003,59.5,Directed,Arms
RUS,DZA,2003,153.6,Directed,Arms
RUS,EGY,2003,60.0,Directed,Arms
RUS,ETH,2003,173.76,Directed,Arms
RUS,GRC,2003,20.0,Directed,Arms
RUS,IDN,2003,230.0,Directed,Arms
RUS,IND,2003,2159.2,Directed,Arms
RUS,IRN,2003,90.0,Directed,Arms
RUS,KGZ,2003,9.57,Directed,Arms
RUS,KOR,2003,10.0,Directed,Arms
RUS,LAO,2003,0.45,Directed,Arms
RUS,MYS,2003,16.0,Directed,Arms
RUS,NGA,2003,29.0,Directed,Arms
RUS,POL,2003,4.0,Directed,Arms
RUS,PRK,2003,35.0,Directed,Arms
RUS,SDN,2003,85.5,Directed,Arms
RUS,SVN,2003,0.28,Directed,Arms
RUS,SYR,2003,25.0,Directed,Arms
RUS,VNM,2003,1.75,Directed,Arms
RUS,YEM,2003,18.0,Directed,Arms
SWE,AUS,2003,255.5,Directed,Arms
SWE,BRA,2003,60.0,Directed,Arms
SWE,CHE,2003,104.0,Directed,Arms
SWE,DEU,2003,11.9,Directed,Arms
SWE,ESP,2003,1.0,Directed,Arms
SWE,EST,2003,0.6,Directed,Arms
SWE,FIN,2003,25.7,Directed,Arms
SWE,FRA,2003,15.0,Directed,Arms
SWE,GBR,2003,8.0,Directed,Arms
SWE,LVA,2003,0.6,Directed,Arms
SWE,MEX,2003,2.5,Directed,Arms
SWE,PAK,2003,6.1,Directed,Arms
SWE,POL,2003,7.5,Directed,Arms
SWE,SGP,2003,12.0,Directed,Arms
SWE,THA,2003,5.2,Directed,Arms
THA,PHL,2003,7.2,Directed,Arms
TUR,MYS,2003,43.32,Directed,Arms
UKR,AGO,2003,37.85,Directed,Arms
UKR,ARE,2003,22.8,Directed,Arms
UKR,CHN,2003,3.0,Directed,Arms
UKR,CIV,2003,0.36,Directed,Arms
UKR,DZA,2003,5.4,Directed,Arms
UKR,ERI,2003,17.0,Directed,Arms
UKR,IND,2003,77.68,Directed,Arms
UKR,MMR,2003,40.4,Directed,Arms
UKR,TKM,2003,18.0,Directed,Arms
UKR,USA,2003,50.0,Directed,Arms
UKR,YEM,2003,40.35,Directed,Arms
USA,ARE,2003,36.0,Directed,Arms
USA,ARG,2003,11.21,Directed,Arms
USA,AUS,2003,162.96,Directed,Arms
USA,BEL,2003,20.81,Directed,Arms
USA,BHR,2003,1.0,Directed,Arms
USA,BRA,2003,7.8,Directed,Arms
USA,BRN,2003,0.27,Directed,Arms
USA,CAN,2003,56.9,Directed,Arms
USA,CHL,2003,7.5,Directed,Arms
USA,COL,2003,94.38,Directed,Arms
USA,CZE,2003,14.0,Directed,Arms
USA,DEU,2003,21.55,Directed,Arms
USA,DNK,2003,8.440000000000001,Directed,Arms
USA,DOM,2003,8.969999999999999,Directed,Arms
USA,EGY,2003,345.21,Directed,Arms
USA,ESP,2003,186.47,Directed,Arms
USA,EST,2003,11.0,Directed,Arms
USA,FRA,2003,12.5,Directed,Arms
USA,GBR,2003,444.19,Directed,Arms
USA,GRC,2003,1535.46,Directed,Arms
USA,IDN,2003,5.5,Directed,Arms
USA,ISR,2003,102.65,Directed,Arms
USA,ITA,2003,486.83,Directed,Arms
USA,JOR,2003,101.51,Directed,Arms
USA,JPN,2003,406.76,Directed,Arms
USA,KOR,2003,591.25,Directed,Arms
USA,KWT,2003,18.9,Directed,Arms
USA,LKA,2003,3.0,Directed,Arms
USA,LTU,2003,1.11,Directed,Arms
USA,LUX,2003,1.0,Directed,Arms
USA,LVA,2003,11.0,Directed,Arms
USA,MEX,2003,7.2,Directed,Arms
USA,MYS,2003,27.23,Directed,Arms
USA,NGA,2003,12.0,Directed,Arms
USA,NLD,2003,44.92,Directed,Arms
USA,NOR,2003,9.0,Directed,Arms
USA,NZL,2003,17.6,Directed,Arms
USA,OMN,2003,3.71,Directed,Arms
USA,PAK,2003,27.6,Directed,Arms
USA,PER,2003,21.7,Directed,Arms
USA,PHL,2003,3.14,Directed,Arms
USA,POL,2003,14.0,Directed,Arms
USA,PRT,2003,28.5,Directed,Arms
USA,SAU,2003,117.09,Directed,Arms
USA,SGP,2003,48.7,Directed,Arms
USA,SLV,2003,10.0,Directed,Arms
USA,SWE,2003,26.4,Directed,Arms
USA,THA,2003,126.14,Directed,Arms
USA,TUN,2003,0.6,Directed,Arms
USA,TUR,2003,232.15,Directed,Arms
USA,TWN,2003,108.0,Directed,Arms
USA,VEN,2003,15.0,Directed,Arms
UZB,IND,2003,252.0,Directed,Arms
ZAF,ARE,2003,1.0,Directed,Arms
ZAF,CAN,2003,0.18,Directed,Arms
ZAF,FIN,2003,5.0,Directed,Arms
ZAF,GHA,2003,6.08,Directed,Arms
ZAF,GIN,2003,1.5,Directed,Arms
ZAF,JOR,2003,32.0,Directed,Arms
ZAF,MOZ,2003,0.88,Directed,Arms
ZAF,USA,2003,0.72,Directed,Arms
