sender_iso3,recipient_iso3,year,arms_tiv,bilateral_debt,ucdp_troops,ucdp_weapons,ucdp_training,ucdp_funding,bilateral_aid,colonial_tie,journalist_killings,oda_received,us_intervention
DEU,LBN,2005,0.0,20572788.3,0,0,0,0,25601880.0,0,2.0,173549999.304116,0
DEU,LBN,2006,0.0,19723392.0,0,0,0,0,53630922.0,0,2.0,602089992.091059,1
DEU,LBN,2009,0.0,0.0,0,0,0,0,40987946.0,0,0.0,463499999.716878,0
DEU,LBN,2010,0.0,0.0,0,0,0,0,27596488.0,0,1.0,316790002.105758,0
DEU,LBN,2011,0.0,646950.0,0,0,0,0,31461924.0,0,0.0,357920000.137761,0
DEU,LBN,2012,0.0,816708.6,0,0,0,0,26160932.0,0,1.0,599399433.186278,0
DEU,LBN,2013,0.0,4280726.4,0,0,0,0,21656536.0,0,0.0,505856539.552915,0
DEU,LBR,1992,0.0,115403961.7,0,0,0,0,,0,0.0,31219999.8404831,0
DEU,LBR,1993,0.0,107951970.0,0,0,0,0,,0,0.0,34139999.8273701,0
DEU,LBR,1994,0.0,120226262.5,0,0,0,0,,0,0.0,49560000.218451,0
DEU,LBR,1995,0.0,129827969.9,0,0,0,0,462906.0,0,0.0,43799999.7921288,0
DEU,LBR,1996,0.0,119765701.1,0,0,0,0,87126321.0,0,0.0,123429997.093976,1
DEU,LBR,1997,0.0,104019544.4,0,0,0,0,832578.0,0,0.0,47390000.8350611,0
DEU,LBR,1998,0.0,111364042.7,0,0,0,0,1885118.0,0,0.0,54730000.6132573,1
DEU,LBR,1999,0.0,95817611.5,0,0,0,0,1702192.0,0,0.0,54390001.9247085,0
DEU,LBR,2000,0.0,88812726.6,0,0,0,0,1250506.0,0,0.0,36550000.0081957,0
DEU,LBR,2001,0.0,84161715.1,0,0,0,0,1856280.0,0,0.0,24449999.2243945,0
DEU,LBR,2002,0.0,99986500.1,0,0,0,0,3484829.0,0,0.0,36189999.6995926,0
DEU,LBR,2003,0.0,120244871.4,0,0,0,0,7564052.0,0,0.0,85199998.0658293,1
DEU,LBR,2004,0.0,129613066.5,0,0,0,0,6320990.0,0,0.0,193310001.913458,0
DEU,LBR,2005,0.0,112370291.7,0,0,0,0,25214177.0,0,0.0,197040000.053123,0
DEU,LBR,2006,0.0,125349639.8,0,0,0,0,7996285.0,0,0.0,231960001.390427,0
DEU,LBR,2007,0.0,140011670.4,0,0,0,0,11393652.0,0,0.0,269050002.204255,0
DEU,LBR,2008,0.0,7017470.8,0,0,0,0,466127166.0,0,0.0,893809998.352081,0
DEU,LBR,2009,0.0,5494053.8,0,0,0,0,53457353.0,0,0.0,401120006.537065,0
DEU,LBR,2010,0.0,0.0,0,0,0,0,30380136.0,0,0.0,789879989.581183,0
DEU,LKA,1992,0.0,524173127.7,0,0,0,0,21766640.0,0,0.0,261850003.417581,0
DEU,LKA,1993,0.0,473926072.0,0,0,0,0,18003349.0,0,0.0,327209995.975718,0
DEU,LKA,1994,0.0,511019374.8,0,0,0,0,,0,0.0,347430000.159889,0
DEU,LKA,1995,0.0,540707822.4,0,0,0,0,36714492.0,0,0.0,383610011.147335,0
DEU,LKA,1996,0.0,483140943.1,0,0,0,0,10924414.0,0,0.0,286210002.453998,0
DEU,LKA,1997,0.0,415896750.7,0,0,0,0,78086558.0,0,0.0,237129997.583106,0
DEU,LKA,1998,0.0,445641347.1,0,0,0,0,33054249.0,0,0.0,303990005.651489,0
DEU,LKA,1999,0.0,375366302.6,0,0,0,0,93061426.0,0,5.0,225959998.570383,0
DEU,LKA,2000,0.0,355064169.6,0,0,0,0,58520795.0,0,1.0,256379994.761198,0
DEU,LKA,2001,0.0,353451534.1,0,0,0,0,97586851.0,0,0.0,297800002.597272,0
DEU,LKA,2002,0.0,413078735.2,0,0,0,0,16014677.0,0,0.0,211950001.638382,0
DEU,LKA,2003,0.0,492064800.0,0,0,0,0,47438373.0,0,0.0,302909992.992878,0
DEU,LKA,2004,0.0,540879013.2,0,0,0,0,7803070.0,0,3.0,357399998.601526,0
DEU,LKA,2005,0.0,490908850.8,0,0,0,0,264168100.0,0,2.0,876040009.222924,0
DEU,LKA,2006,0.0,574531698.1,0,0,0,0,25695217.0,0,3.0,534600003.460423,0
DEU,LKA,2007,0.0,604373190.9,0,0,0,0,20152241.0,0,6.0,402399999.270215,0
DEU,LKA,2008,0.0,537428984.6,0,0,0,0,12677689.0,0,2.0,520370001.532137,0
DEU,LKA,2009,0.0,512745171.7,0,0,0,0,38709818.0,0,3.0,434710002.96995,0
DEU,LKA,2010,0.0,455100956.6,0,0,0,0,18389318.0,0,0.0,436989993.887022,0
DEU,LKA,2011,0.0,417060024.0,0,0,0,0,27267442.0,0,0.0,433470003.688708,0
DEU,LKA,2012,0.0,401278461.4,0,0,0,0,53899865.0,0,0.0,402848934.359848,0
DEU,LKA,2013,0.0,398266896.6,0,0,0,0,24177391.0,0,0.0,315298633.609898,0
DEU,LSO,1992,0.0,285625.9,0,0,0,0,1741331.0,0,0.0,89040001.0738521,0
DEU,LSO,1993,0.0,0.0,0,0,0,0,15156308.0,0,0.0,91499999.3927775,0
DEU,MAR,1992,0.0,917389106.4,0,0,0,0,128441461.0,0,0.0,783460013.380274,0
DEU,MAR,1993,0.0,848753910.9,0,0,0,0,63304800.0,0,0.0,629330003.989861,0
DEU,MAR,1994,0.0,909898813.3,0,0,0,0,28592493.0,0,0.0,517000006.662681,0
DEU,MAR,1995,0.0,961941938.2,0,0,0,0,117304897.0,0,0.0,454270007.090644,0
DEU,MAR,1996,0.0,871623727.0,0,0,0,0,82197721.0,0,0.0,608690000.049769,0
DEU,MAR,1997,0.0,754672511.5,0,0,0,0,146744477.0,0,0.0,414430010.350422,0
DEU,MAR,1998,0.0,786315133.1,0,0,0,0,90846759.0,0,0.0,486369993.193075,0
DEU,MAR,1999,0.0,660725981.3,0,0,0,0,54008130.0,0,0.0,637349999.133497,0
DEU,MAR,2000,0.0,591096180.3,0,0,0,0,184693210.0,0,0.0,410390003.966168,0
DEU,MAR,2001,0.0,539259233.6,0,0,0,0,50772128.0,0,0.0,474209993.658588,0
DEU,MAR,2002,0.0,600673579.7,0,0,0,0,86487067.0,0,0.0,344189998.200164,0
DEU,MAR,2003,0.0,662446026.0,0,0,0,0,64626975.0,0,0.0,483499998.532235,0
DEU,MAR,2004,0.0,658658438.1,0,0,0,0,306036406.0,0,0.0,615939992.010594,0
DEU,MAR,2005,0.0,540026550.2,0,0,0,0,3645728.0,0,0.0,581649994.412437,0
DEU,MAR,2006,0.0,599969886.0,0,0,0,0,284077908.0,0,0.0,907810014.966875,0
DEU,MAR,2007,0.0,741349560.0,0,0,0,0,117374078.0,0,0.0,937970017.131419,0
DEU,MAR,2008,0.0,702404907.0,0,0,0,0,164430021.0,0,0.0,943870007.33614,0
DEU,MAR,2009,0.0,717234403.2,0,0,0,0,63649588.0,0,0.0,987230017.42363,0
DEU,MAR,2010,0.0,634397027.4,0,0,0,0,52452268.0,0,0.0,819859991.449862,0
DEU,MAR,2011,0.0,610713036.6,0,0,0,0,104329647.0,0,0.0,1251009978.19565,0
DEU,MAR,2012,0.0,566463279.6,0,0,0,0,597205081.0,0,0.0,1374597909.74855,0
DEU,MAR,2013,0.0,644112792.3,0,0,0,0,637421763.0,0,0.0,1695150149.25972,0
DEU,MDA,1995,0.0,0.0,0,0,0,0,,0,0.0,,0
DEU,MDA,1996,0.0,9830853.5,0,0,0,0,8754.0,0,0.0,,0
DEU,MDA,1997,0.0,16057709.8,0,0,0,0,34922.0,0,0.0,21719999.9131262,0
DEU,MDA,1998,0.0,14992229.1,0,0,0,0,206738.0,0,0.0,28599999.6308237,0
DEU,MDA,1999,0.0,15485334.8,0,0,0,0,3154390.0,0,0.0,59949998.4588474,0
DEU,MDA,2000,0.0,13077134.8,0,0,0,0,4393134.0,0,0.0,66860000.5656481,0
DEU,MDA,2001,0.0,11380842.6,0,0,0,0,9964805.0,0,0.0,83459997.4583835,0
DEU,MDA,2002,0.0,16074784.5,0,0,0,0,6326267.0,0,0.0,97660000.5179644,0
DEU,MDA,2003,0.0,20583111.0,0,0,0,0,4427135.0,0,0.0,88950000.3028661,0
DEU,MDA,2004,0.0,24295777.7,0,0,0,0,12333786.0,0,0.0,86679997.9191273,0
DEU,MDA,2005,0.0,22024999.0,0,0,0,0,3605890.0,0,0.0,126399999.722838,0
DEU,MDA,2006,0.0,30837555.0,0,0,0,0,7605011.0,0,0.0,112809999.065474,0
DEU,MDA,2007,0.0,38365870.2,0,0,0,0,10791098.0,0,0.0,165040003.225207,0
DEU,MDA,2008,0.0,39347534.1,0,0,0,0,8750721.0,0,0.0,202939999.556169,0
DEU,MDA,2009,0.0,38878912.8,0,0,0,0,11294879.0,0,0.0,206999999.625608,0
DEU,MDA,2010,0.0,34277538.6,0,0,0,0,21698623.0,0,0.0,235759999.59372,0
DEU,MDA,2011,0.0,31463766.3,0,0,0,0,9273131.0,0,0.0,276530000.144616,0
DEU,MDA,2012,0.0,30157525.8,0,0,0,0,21553316.0,0,0.0,313303331.045434,0
DEU,MDA,2013,0.0,28701829.2,0,0,0,0,17677228.0,0,0.0,274997894.965113,0
DEU,MDG,1992,0.0,86075012.6,0,0,0,0,14801315.0,0,0.0,264500001.28895,0
DEU,MDG,1993,0.0,85656667.2,0,0,0,0,2093413.0,0,0.0,270189996.54986,0
DEU,MDG,1994,0.0,96614129.4,0,0,0,0,16338567.0,0,1.0,214480002.425611,0
DEU,MDG,1995,0.0,104557331.7,0,0,0,0,,0,0.0,220960002.325475,0
DEU,MDG,1996,0.0,98436525.6,0,0,0,0,16235015.0,0,0.0,270710001.796484,0
DEU,MDG,1997,0.0,64764292.5,0,0,0,0,141901680.0,0,0.0,626270015.735179,0
DEU,MDG,1998,0.0,71100415.9,0,0,0,0,37469206.0,0,0.0,400469994.876534,0
DEU,MDG,1999,0.0,61359380.6,0,0,0,0,15889112.0,0,0.0,243240003.302693,0
DEU,MDG,2000,0.0,57586112.7,0,0,0,0,10587530.0,0,0.0,158319998.795167,0
DEU,MDG,2001,0.0,44795648.8,0,0,0,0,15589732.0,0,0.0,200759999.427944,0
DEU,MDG,2002,0.0,49516239.5,0,0,0,0,10470982.0,0,0.0,174129998.514429,0
DEU,MDG,2003,0.0,56322039.6,0,0,0,0,88097137.0,0,0.0,311979996.997863,0
DEU,MDG,2004,0.0,0.0,0,0,0,0,19665044.0,0,0.0,813520019.579679,0
DEU,MDV,1992,0.0,3076829.3,0,0,0,0,,0,0.0,15769999.768585,0
DEU,MDV,1993,0.0,2237156.2,0,0,0,0,,0,0.0,19989999.9592454,0
DEU,MDV,1994,0.0,1781378.7,0,0,0,0,3921256.0,0,0.0,19159999.6145814,0
DEU,MDV,1995,0.0,1154516.4,0,0,0,0,,0,0.0,31950000.140816,0
DEU,MDV,1996,0.0,355029.8,0,0,0,0,,0,0.0,16989999.9517948,0
DEU,MDV,1997,0.0,0.0,0,0,0,0,,0,0.0,16999999.6628612,0
DEU,MEX,1992,0.0,753574265.1,0,0,0,0,,0,0.0,308420003.186912,0
DEU,MEX,1993,0.0,738289222.5,0,0,0,0,,0,0.0,406300005.277619,0
DEU,MEX,1995,0.0,750291614.2,0,0,0,0,,0,1.0,373540007.553995,0
DEU,MEX,1996,0.0,541401850.9,0,0,0,0,30242.0,0,0.0,282819996.753708,0
DEU,MEX,1997,0.0,416331259.4,0,0,0,0,557235.0,0,3.0,96230001.4924257,0
DEU,MEX,1998,0.0,346805068.6,0,0,0,0,903021.0,0,2.0,10209998.9894778,0
DEU,MEX,1999,0.0,246286315.3,0,0,0,0,25019356.0,0,0.0,29479999.5664506,0
DEU,MEX,2000,0.0,211817582.6,0,0,0,0,20342342.0,0,2.0,-64080002.7083605,0
DEU,MEX,2001,0.0,188711205.8,0,0,0,0,35619899.0,0,1.0,61259998.8859147,0
DEU,MEX,2002,0.0,137509765.0,0,0,0,0,16907298.0,0,0.0,98640001.4236569,0
DEU,MEX,2003,0.0,98169425.0,0,0,0,0,30421732.0,0,0.0,79530000.6028266,0
DEU,MEX,2005,0.0,80200000.0,0,0,0,0,63192819.0,0,2.0,168169994.57404,0
DEU,MEX,2006,0.0,70831000.0,0,0,0,0,26086257.0,0,7.0,226570002.947003,0
DEU,MEX,2007,0.0,14332000.0,0,0,0,0,143713247.0,0,7.0,90460002.2360682,0
DEU,MEX,2008,0.0,58408000.0,0,0,0,0,108439780.0,0,6.0,127120003.145188,0
DEU,MEX,2009,0.0,100091000.0,0,0,0,0,66309434.0,0,8.0,165009994.516149,0
DEU,MEX,2010,0.0,76297000.0,0,0,0,0,116360999.0,0,10.0,428150006.82883,0
DEU,MEX,2011,0.0,95178000.0,0,0,0,0,70033313.0,0,8.0,932600000.862032,0
DEU,MEX,2012,0.0,112535356.2,0,0,0,0,130187450.0,0,6.0,367011791.268363,0
DEU,MEX,2013,0.0,163953734.2,0,0,0,0,198986194.0,0,3.0,506308176.966384,0
DEU,MKD,1993,0.0,4245499.1,0,0,0,0,,0,0.0,3279999.97138977,0
DEU,MKD,1994,0.0,4732049.5,0,0,0,0,,0,0.0,63179999.1726875,0
DEU,MKD,1995,0.0,70824341.8,0,0,0,0,8116063.0,0,0.0,35030000.5506724,0
DEU,MKD,1996,0.0,68050613.6,0,0,0,0,17508.0,0,0.0,55339999.7968227,0
DEU,MKD,1997,0.0,63857312.1,0,0,0,0,105008838.0,0,0.0,40549999.827519,0
DEU,MKD,1999,0.0,61495884.9,0,0,0,0,20255019.0,0,0.0,221930000.20273,0
DEU,MKD,2001,0.0,49557873.9,0,0,1,0,22796503.0,0,0.0,222379998.419434,0
DEU,MKD,2002,0.0,67787968.0,0,0,0,0,37829250.0,0,0.0,247360000.453889,0
DEU,MKD,2003,0.0,72166557.0,0,0,0,0,24200850.0,0,0.0,225539997.190237,0
DEU,MKD,2004,0.0,76285772.6,0,0,0,0,39616193.0,0,0.0,241670004.248619,0
DEU,MKD,2005,0.0,56945298.7,0,0,0,0,10814144.0,0,0.0,213639999.702573,0
DEU,MKD,2006,0.0,60695262.0,0,0,0,0,11264950.0,0,0.0,190219999.566674,0
DEU,MKD,2007,0.0,56593412.4,0,0,0,0,29797155.0,0,0.0,198469999.909401,0
DEU,MKD,2008,0.0,63086238.4,0,0,0,0,16556554.0,0,0.0,190810000.773519,0
DEU,MKD,2009,0.0,66813186.8,0,0,0,0,25417296.0,0,0.0,188360001.284629,0
DEU,MKD,2010,0.0,61401396.7,0,0,0,0,53603824.0,0,0.0,151079998.599365,0
DEU,MKD,2011,0.0,57621894.8,0,0,0,0,71714443.0,0,0.0,176759997.766465,0
DEU,MKD,2012,0.0,80590682.4,0,0,0,0,7756291.0,0,0.0,133282417.793758,0
DEU,MKD,2013,0.0,131841572.3,0,0,0,0,28072682.0,0,0.0,176628078.50726,0
DEU,MMR,1992,0.0,907435485.5,0,0,0,0,,0,0.0,83059997.4542857,0
DEU,MMR,1993,0.0,841970793.5,0,0,0,0,,0,0.0,77640000.5593896,0
DEU,MMR,1994,0.0,929227646.0,0,0,0,0,,0,0.0,149189997.885376,0
DEU,MMR,1995,0.0,992755225.1,0,0,0,0,307536.0,0,0.0,130530003.264547,0
DEU,MMR,1996,0.0,925969422.9,0,0,0,0,265809.0,0,0.0,47159998.7857044,0
DEU,MMR,1997,0.0,799768987.0,0,0,0,0,492860.0,0,0.0,42700000.8672477,0
DEU,MMR,1998,0.0,843878967.3,0,0,0,0,48134.0,0,0.0,43199999.9340624,0
DEU,MMR,1999,0.0,718410098.7,0,0,0,0,1961875.0,0,2.0,53680000.2697855,0
DEU,MMR,2000,0.0,668542125.0,0,0,0,0,2941857.0,0,0.0,70529998.5557795,0
DEU,MMR,2001,0.0,632648851.2,0,0,0,0,2838051.0,0,0.0,93420000.6723404,0
DEU,MMR,2002,0.0,745898926.2,0,0,0,0,2360754.0,0,0.0,95039998.9895522,0
DEU,MMR,2004,0.0,949632638.8,0,0,0,0,5584914.0,0,0.0,95529999.1890787,0
DEU,MMR,2005,0.0,814019165.0,0,0,0,0,5568075.0,0,0.0,103079998.590052,0
DEU,MMR,2006,0.0,899303815.7,0,0,0,0,5971807.0,0,0.0,111690000.075847,0
DEU,MMR,2007,0.0,991899529.4,0,0,0,0,7591230.0,0,1.0,156929998.932406,0
DEU,MMR,2008,0.0,925132896.1,0,0,0,0,17239166.0,0,0.0,481839989.745989,0
DEU,MMR,2009,0.0,944602030.7,0,0,0,0,13777771.0,0,0.0,311799994.636327,0
DEU,MMR,2010,0.0,866553662.0,0,0,0,0,20847331.0,0,0.0,305209999.946878,0
DEU,MMR,2011,0.0,849418552.1,0,0,0,0,9033068.0,0,0.0,327189998.723567,0
DEU,MMR,2012,0.0,862386977.8,0,0,0,0,29819804.0,0,0.0,388288327.544928,0
DEU,MMR,2013,0.0,950197141.8,0,0,0,0,27436161.0,0,0.0,3674152550.76997,0
DEU,MNE,2006,0.0,85648461.0,0,0,0,0,,0,0.0,78839999.3758649,0
DEU,MNE,2007,0.0,79575837.6,0,0,0,0,14500193.0,0,0.0,91919998.4781444,0
DEU,MNE,2008,0.0,77826647.4,0,0,0,0,60302519.0,0,0.0,77179999.4278699,0
DEU,MNE,2009,0.0,80997735.0,0,0,0,0,88373038.0,0,0.0,63829999.9460578,0
DEU,MNE,2010,0.0,86251933.7,0,0,0,0,8728625.0,0,0.0,57830000.2682954,0
DEU,MNE,2011,0.0,104734706.9,0,0,0,0,1559070.0,0,0.0,104130000.635982,0
DEU,MNE,2012,0.0,107367742.7,0,0,0,0,1783098.0,0,0.0,81765601.0501086,0
DEU,MNE,2013,0.0,106722777.6,0,0,0,0,89974755.0,0,0.0,96968290.1622728,0
DEU,MNG,1992,0.0,8674106.0,0,0,0,0,4353328.0,0,0.0,67959998.5778332,0
DEU,MNG,1993,0.0,11444137.1,0,0,0,0,18087086.0,0,0.0,83439999.1948158,0
DEU,MNG,1994,0.0,15822568.5,0,0,0,0,10129912.0,0,0.0,110940001.711249,0
DEU,MNG,1995,0.0,24230195.2,0,0,0,0,15236639.0,0,0.0,136850000.217557,0
DEU,MNG,1996,0.0,26129424.4,0,0,0,0,10346.0,0,0.0,140129999.859259,0
DEU,MNG,1997,0.0,27536430.7,0,0,0,0,44447.0,0,0.0,125490003.775805,0
DEU,MNG,1998,0.0,33300058.6,0,0,0,0,49038420.0,0,0.0,143949997.350574,0
DEU,MNG,1999,0.0,37378153.7,0,0,0,0,9581574.0,0,0.0,147290001.358837,0
DEU,MNG,2000,0.0,38850234.9,0,0,0,0,33173965.0,0,0.0,157710002.977401,0
DEU,MNG,2001,0.0,45913086.1,0,0,0,0,23484372.0,0,0.0,147419999.31261,0
DEU,MNG,2002,0.0,61527229.0,0,0,0,0,49945012.0,0,0.0,160840002.212673,0
DEU,MNG,2003,0.0,79830441.0,0,0,0,0,27877358.0,0,0.0,157529996.691272,0
DEU,MNG,2004,0.0,90175106.3,0,0,0,0,45537603.0,0,0.0,153310000.322759,0
DEU,MNG,2005,0.0,81736694.2,0,0,0,0,12858352.0,0,0.0,141800000.157207,0
DEU,MNG,2006,0.0,94726542.0,0,0,0,0,30507425.0,0,0.0,141419998.349622,0
DEU,MNG,2007,0.0,111761832.0,0,0,0,0,19896666.0,0,0.0,160509998.166934,0
DEU,MNG,2008,0.0,106925702.7,0,0,0,0,42517097.0,0,0.0,194730002.807453,0
DEU,MNG,2009,0.0,110530035.0,0,0,0,0,28370878.0,0,0.0,219949998.216704,0
DEU,MNG,2010,0.0,96746224.8,0,0,0,0,46815646.0,0,0.0,238130001.794547,0
DEU,MNG,2011,0.0,96446012.1,0,0,0,0,25056725.0,0,0.0,264040000.59329,0
DEU,MNG,2012,0.0,95204012.0,0,0,0,0,53048287.0,0,0.0,362290482.150391,0
DEU,MNG,2013,0.0,111857421.9,0,0,0,0,32675266.0,0,0.0,367652085.398673,0
DEU,MOZ,1992,0.0,282807424.0,0,0,0,0,129332151.0,0,0.0,1096439996.91494,0
DEU,MOZ,1993,0.0,291109656.7,0,0,0,0,46473762.0,0,0.0,895830008.452758,0
DEU,MOZ,1994,0.0,318132378.5,0,0,0,0,4329720.0,0,0.0,834479995.526374,0
DEU,MOZ,1995,0.0,263001218.9,0,0,0,0,270577067.0,0,0.0,777330004.662275,0
DEU,MOZ,1996,0.0,239193549.2,0,0,0,0,15468626.0,0,0.0,613930003.959685,0
DEU,MOZ,1997,0.0,210376541.5,0,0,0,0,175365981.0,0,0.0,692720008.162781,0
DEU,MOZ,1998,0.0,216989192.5,0,0,0,0,88137364.0,0,0.0,797149995.66786,0
DEU,MOZ,1999,0.0,181713132.8,0,0,0,0,113260075.0,0,0.0,682819997.439161,0
DEU,MOZ,2000,0.0,169614670.1,0,0,0,0,116505601.0,0,1.0,703549995.888024,0
DEU,MOZ,2001,0.0,281000.0,0,0,0,0,60939731.0,0,0.0,795189992.185682,0
DEU,MOZ,2002,0.0,211000.0,0,0,0,0,338673731.0,0,0.0,1799859981.54432,0
DEU,MOZ,2003,0.0,141000.0,0,0,0,0,61979221.0,0,0.0,788349994.160235,0
DEU,MOZ,2004,0.0,0.0,0,0,0,0,22632596.0,0,0.0,883640000.183136,0
DEU,MRT,1992,0.0,9262706.3,0,0,0,0,1741331.0,0,0.0,159400000.015274,0
DEU,MRT,1993,0.0,9796102.7,0,0,0,0,9211015.0,0,0.0,248329999.767244,0
DEU,MRT,1994,0.0,10568824.8,0,0,0,0,6976568.0,0,0.0,173159997.766837,0
DEU,MRT,1995,0.0,11234735.4,0,0,0,0,10520288.0,0,0.0,168080000.082031,0
DEU,MRT,1996,0.0,11324294.3,0,0,0,0,21949693.0,0,0.0,206130001.453683,0
DEU,MRT,1997,0.0,9836512.0,0,0,0,0,7182983.0,0,0.0,177750000.014901,0
DEU,MRT,1998,0.0,10241482.1,0,0,0,0,11536505.0,0,0.0,139269999.232143,0
DEU,MRT,1999,0.0,8892202.3,0,0,0,0,7883272.0,0,0.0,175779998.974875,0
DEU,MRT,2001,0.0,7401129.9,0,0,0,0,12248569.0,0,0.0,196490001.307801,0
DEU,MRT,2002,0.0,1892090.7,0,0,0,0,45089671.0,0,0.0,268160000.517964,0
DEU,MRT,2003,0.0,1976595.0,0,0,0,0,13696387.0,0,0.0,183879998.967052,0
DEU,MRT,2004,0.0,5193687.3,0,0,0,0,20678968.0,0,0.0,131830003.090203,0
DEU,MRT,2005,0.0,4498196.1,0,0,0,0,15062151.0,0,0.0,120159999.2048,0
DEU,MRT,2006,0.0,5021721.0,0,0,0,0,15442173.0,0,0.0,119980001.013726,0
DEU,MRT,2007,0.0,5575667.1,0,0,0,0,3152760.0,0,0.0,213949995.845556,0
DEU,MRT,2008,0.0,5094577.0,0,0,0,0,3955788.0,0,0.0,184399998.448789,0
DEU,MRT,2009,0.0,5090807.0,0,0,0,0,2209206.0,0,0.0,157890002.636239,0
DEU,MRT,2010,0.0,30375147.8,0,0,0,0,18799337.0,0,0.0,126979998.56621,0
DEU,MRT,2011,0.0,77561839.1,0,0,0,0,20912851.0,0,0.0,212640004.277229,0
DEU,MRT,2012,0.0,155597548.4,0,0,0,0,47669594.0,0,0.0,227421218.734235,0
DEU,MRT,2013,0.0,155539227.2,0,0,0,0,21451736.0,0,0.0,200664494.090713,0
DEU,MUS,1992,0.0,37996921.3,0,0,0,0,,0,0.0,44230000.2761185,0
DEU,MUS,1993,0.0,32040224.2,0,0,0,0,10207480.0,0,0.0,22900000.9354204,0
DEU,MUS,1994,0.0,38966892.1,0,0,0,0,,0,0.0,14680000.1244992,0
DEU,MUS,1995,0.0,37186251.7,0,0,0,0,,0,0.0,19290000.7534773,0
DEU,MUS,1996,0.0,30314638.0,0,0,0,0,4930988.0,0,0.0,19250000.0614672,0
DEU,MUS,1997,0.0,21203126.1,0,0,0,0,,0,0.0,27589999.2715567,0
DEU,MUS,1998,0.0,19159911.0,0,0,0,0,,0,0.0,39740000.9557605,0
DEU,MUS,1999,0.0,14379705.1,0,0,0,0,615323.0,0,0.0,34450000.4723668,0
DEU,MUS,2000,0.0,10992389.2,0,0,0,0,484779.0,0,0.0,15679999.87863,0
DEU,MUS,2001,0.0,8930443.6,0,0,0,0,176437.0,0,0.0,10209999.8760968,0
DEU,MUS,2002,0.0,8880861.1,0,0,0,0,361428.0,0,0.0,21499999.5883554,0
DEU,MUS,2003,0.0,8878177.0,0,0,0,0,338208.0,0,0.0,-17209999.7438491,0
DEU,MUS,2004,0.0,8036390.7,0,0,0,0,198020.0,0,0.0,28949999.7198582,0
DEU,MUS,2005,0.0,5728623.2,0,0,0,0,535318.0,0,0.0,27999999.2921948,0
DEU,MUS,2006,0.0,5793483.0,0,0,0,0,350537.0,0,0.0,23129999.8760223,0
DEU,MUS,2007,0.0,6346223.1,0,0,0,0,13317238.0,0,0.0,71470000.2782046,0
DEU,MUS,2008,0.0,6408778.5,0,0,0,0,2240077.0,0,0.0,111090003.931895,0
DEU,MUS,2009,0.0,6584982.6,0,0,0,0,436954.0,0,0.0,156800004.282966,0
DEU,MUS,2010,0.0,5413026.4,0,0,0,0,428184.0,0,0.0,126049997.119233,0
DEU,MUS,2011,0.0,2690305.3,0,0,0,0,471643.0,0,0.0,183779998.349026,0
DEU,MUS,2012,0.0,2224657.5,0,0,0,0,381070.0,0,0.0,173648949.036375,0
DEU,MUS,2013,0.0,1842112.1,0,0,0,0,470875.0,0,0.0,141728362.424299,0
DEU,MWI,1992,0.0,2839530.6,0,0,0,0,58247528.0,0,0.0,264729998.733848,0
DEU,MWI,1993,0.0,2260327.1,0,0,0,0,5526609.0,0,0.0,203729998.096824,0
DEU,MWI,1994,0.0,1858858.1,0,0,0,0,32391209.0,0,0.0,286859995.955601,0
DEU,MWI,1995,0.0,1294732.6,0,0,0,0,16702239.0,0,0.0,297189999.528229,0
DEU,MWI,1996,0.0,755081.6,0,0,0,0,47151577.0,0,0.0,307120003.171265,0
DEU,MWI,1997,0.0,655097.9,0,0,0,0,8360793.0,0,0.0,203189999.597147,0
DEU,MWI,1998,0.0,693962.9,0,0,0,0,37174345.0,0,0.0,279759997.854009,0
DEU,MWI,1999,0.0,596340.6,0,0,0,0,40188940.0,0,0.0,317469996.703789,0
DEU,MWI,2000,0.0,552354.0,0,0,0,0,29816656.0,0,0.0,319209999.94874,0
DEU,MWI,2001,0.0,349216.2,0,0,0,0,33511576.0,0,0.0,260049994.450062,0
DEU,MWI,2002,0.0,352278.0,0,0,0,0,37888180.0,0,0.0,278680001.106113,0
DEU,MWI,2003,0.0,350648.6,0,0,0,0,32643765.0,0,0.0,390809995.641932,0
DEU,MWI,2004,0.0,299662.0,0,0,0,0,14886666.0,0,0.0,375020001.349971,0
DEU,MWI,2005,0.0,188752.0,0,0,0,0,42812585.0,0,0.0,400310002.045706,0
DEU,MWI,2006,0.0,0.0,0,0,0,0,20841766.0,0,0.0,480579999.202862,0
DEU,NGA,1992,0.0,2631338430.5,0,0,0,0,3482662.0,0,0.0,192889998.992905,0
DEU,NGA,1993,0.0,2475735159.8,0,0,0,0,33494603.0,0,0.0,203559997.113422,0
DEU,NGA,1994,0.0,2737031370.4,0,0,0,0,7352355.0,0,0.0,74179999.5172769,0
DEU,NGA,1995,0.0,2928765795.5,0,0,0,0,157772.0,0,0.0,75640001.0474027,0
DEU,NGA,1997,0.0,2425189355.7,0,0,0,0,3202000.0,0,0.0,43289999.4291366,0
DEU,NGA,1998,0.0,2574997013.4,0,0,0,0,741221.0,0,2.0,21820000.5348773,0
DEU,NGA,1999,0.0,2253411129.1,0,0,0,0,14807397.0,0,4.0,45749999.3685633,0
DEU,NGA,2000,0.0,455107783.5,0,0,0,0,21893162.0,0,0.0,76279998.0472773,0
DEU,NGA,2001,0.0,432624099.3,0,0,0,0,29692298.0,0,0.0,117090000.884607,0
