recipient_iso3,year,arms_tiv_in_strength_lag1,arms_tiv_out_strength_lag1,arms_tiv_dependency_balance_lag1,arms_tiv_in_concentration_lag1,arms_tiv_pagerank_lag1,bilateral_oda_in_strength_lag1,bilateral_oda_out_strength_lag1,bilateral_oda_dependency_balance_lag1,bilateral_oda_in_concentration_lag1,bilateral_oda_pagerank_lag1,colonial_tie_in_strength_lag1,colonial_tie_out_strength_lag1,colonial_tie_dependency_balance_lag1,colonial_tie_in_concentration_lag1,colonial_tie_pagerank_lag1,econ_neocol_score_in_strength_lag1,econ_neocol_score_out_strength_lag1,econ_neocol_score_dependency_balance_lag1,econ_neocol_score_in_concentration_lag1,econ_neocol_score_pagerank_lag1
GIN,1999,1.534714366238164,0.0,0.9300809546545525,1.0,0.004054205178808538,24.073579454633666,0.0,3.221814680384146,0.1084577654857881,0.005014277531520382,1.0,0.0,0.6931471805599453,1.0,0.004846847303186639,60.37537445066285,0.0,4.117008687125203,0.05588420579291438,0.006172599832417223
GIN,2000,0.0,0.0,0.0,0.0,0.003995386964112471,20.47698974304401,0.0,3.066982117503425,0.12380312984439461,0.004850418993813453,1.0,0.0,0.6931471805599453,1.0,0.004869839891975298,56.534094561427594,0.0,4.052377720972962,0.062171665393954745,0.005565788839821058
GIN,2001,7.48812320407086,0.0,2.1386679162948004,0.27063254941368153,0.013326539115625879,17.88695513442693,0.0,2.9384714792371187,0.13755408674826977,0.004926128546664238,1.0,0.0,0.6931471805599453,1.0,0.0050912737304942704,61.256617932528556,0.0,4.131264841863212,0.05594792196757597,0.014988039739610076
GIN,2002,2.367998231542278,0.0,1.2143185713034217,0.6915951616769058,0.00434593217751866,25.23485802625515,0.0,3.267088985508067,0.08981944383667069,0.005173282356941572,1.0,0.0,0.6931471805599453,1.0,0.00509127373049427,60.73426364096442,0.0,4.122839103208463,0.05619977313971596,0.006284772748310778
GIN,2003,0.0,0.0,0.0,0.0,0.003931593287264144,24.302395154639182,0.0,3.2308990613963804,0.09299210219814383,0.005026622386717281,1.0,0.0,0.6931471805599453,1.0,0.005066168890808761,63.646256298800274,0.0,4.168930196330047,0.056525169451095494,0.005655357765818866
GIN,2004,0.9162907318741551,0.0,0.65039140701146,1.0,0.004461689649650466,23.30759215787206,0.0,3.190788736029346,0.1057543072861176,0.004920561505004474,1.0,0.0,0.6931471805599453,1.0,0.005087027490781047,61.99044475054375,0.0,4.14298304426209,0.05686418260528815,0.006369481123929906
GIN,2005,0.0,0.0,0.0,0.0,0.003934279276040339,24.150645227933353,0.0,3.2248835514028764,0.10895873509691632,0.00488986164814611,1.0,0.0,0.6931471805599453,1.0,0.005066168890808761,55.729014323777164,0.0,4.038285796320215,0.057721263533255136,0.005332374222782621
GIN,2006,0.0,0.0,0.0,0.0,0.0040036180610846924,24.54155708150126,0.0,3.2403068151321293,0.09875938336741254,0.004992028508310582,1.0,0.0,0.6931471805599453,1.0,0.005016694699044538,65.94733962635635,0.0,4.203906334624078,0.05653672733141902,0.005783422533970606
GIN,2007,0.0,0.0,0.0,0.0,0.003781539143973863,22.180686578940385,0.0,3.1433194569268146,0.0987547883141572,0.004824001865953041,1.0,0.0,0.6931471805599453,1.0,0.005037105852909619,69.14464662781549,0.0,4.250559490419298,0.053753054136760584,0.005673787637074782
GIN,2008,0.0,0.0,0.0,0.0,0.003927115371783898,23.589277377655513,0.0,3.202310468958378,0.0991479060868529,0.004907501283247885,1.0,0.0,0.6931471805599453,1.0,0.005041310416592948,68.24501396330103,0.0,4.237651141945336,0.05462041536252611,0.005847838707286174
