recipient_iso3,year,arms_tiv_total,oda_total,econ_neocol_score_total,colonial_tie_flag,journalist_killings,gdp_per_capita,gdp_per_capita_log,population,population_log,armed_conflict,conflict_intensity,arms_tiv_in_strength_lag1,arms_tiv_out_strength_lag1,arms_tiv_dependency_balance_lag1,arms_tiv_in_concentration_lag1,arms_tiv_pagerank_lag1,bilateral_oda_in_strength_lag1,bilateral_oda_out_strength_lag1,bilateral_oda_dependency_balance_lag1,bilateral_oda_in_concentration_lag1,bilateral_oda_pagerank_lag1,colonial_tie_in_strength_lag1,colonial_tie_out_strength_lag1,colonial_tie_dependency_balance_lag1,colonial_tie_in_concentration_lag1,colonial_tie_pagerank_lag1,econ_neocol_score_in_strength_lag1,econ_neocol_score_out_strength_lag1,econ_neocol_score_dependency_balance_lag1,econ_neocol_score_in_concentration_lag1,econ_neocol_score_pagerank_lag1,arms_tiv_total_log,oda_total_log,arms_tiv_total_log_lag1,oda_total_log_lag1,econ_neocol_score_total_lag1
CHE,2003,117.0,0.0,0.0,0,0,49335.7456291067,10.806404160769976,7339001.0,15.808713287785537,0.0,0.0,7.611661868943507,13.448685273171709,-0.5174861099116255,0.3978916506067883,0.0050235985172571,0.0,134.56382070885897,-4.909442530974741,0.0,0.0044426724949992,0.0,0.0,0.0,0.0,0.0049309593253956,0.0,201.3710792083479,-5.3101030379168455,0.0,0.0041938150749794,4.770684624465665,0.0,4.108411819433536,0.0,0.0
CHE,2004,202.8,0.0,0.0,0,0,54659.4571488233,10.908877528017142,7389625.0,15.815587547387867,0.0,0.0,7.293017679772781,13.185966396095909,-0.5368392766116452,0.5381648682434063,0.0051565474303252,0.0,148.8654551477019,-5.009737925899839,0.0,0.0044612887390627,0.0,0.0,0.0,0.0,0.0049553940596712,0.0,197.27285641530668,-5.289644144741136,0.0,0.0042705591596904,5.3171391207886245,0.0,4.770684624465665,0.0,0.0
CHE,2005,168.05,0.0,0.0,0,0,56242.8933645639,10.937434971899542,7437115.0,15.8219935627903,0.0,0.0,14.964288064981348,21.98620976618211,-0.3645402290430555,0.2570398565915988,0.0052323979690621,0.0,148.9719801415244,-5.010448477590635,0.0,0.0044435249381072,0.0,0.0,0.0,0.0,0.0049309593253956,0.0,196.94331867590265,-5.28798072039803,0.0,0.0041380959859524,5.130194529153895,0.0,5.3171391207886245,0.0,0.0
CHE,2006,83.0,0.0,0.0,0,0,59011.0324592016,10.985479696241176,7483934.0,15.828269147523764,0.0,0.0,11.917810071286493,17.145911128532667,-0.3398382682950873,0.3366830886949119,0.0049772686691589,0.0,168.61409451170007,-5.133525824337014,0.0,0.0043718866827959,0.0,0.0,0.0,0.0,0.0048828057072608,0.0,184.3223962484842,-5.222096990793387,0.0,0.0041333131654837,4.430816798843313,0.0,5.130194529153895,0.0,0.0
CHE,2007,108.32,0.0,0.0,0,0,64989.1553256031,11.081975693813677,7551117.0,15.837206057301994,0.0,0.0,6.901737206656573,21.380255832581813,-1.041096499246977,0.5276709018633423,0.0044967943897875,0.0,159.16568790145058,-5.076208828806504,0.0,0.004370545109835,0.0,0.0,0.0,0.0,0.0049067643787264,0.0,196.63023503813335,-5.286397784935314,0.0,0.0040496298251516,4.694279361059867,0.0,4.430816798843313,0.0,0.0
CHE,2008,14.79,0.0,0.0,0,0,74175.1927898555,11.214185044277391,7647675.0,15.849912238040572,0.0,0.0,6.617317412816557,24.89913734268964,-1.2237853987648966,0.5403661747353641,0.0046061170006634,0.0,163.58870635018036,-5.103449673192658,0.0,0.0043718395409675,0.0,0.0,0.0,0.0,0.0049067643787264,0.0,200.67861440450815,-5.30667541258885,0.0,0.0041411381070843,2.7593768282675506,0.0,4.694279361059867,0.0,0.0
CHE,2009,36.05,0.0,0.0,0,0,71568.3123885672,11.17840769058272,7743831.0,15.86240708435331,0.0,0.0,4.323602714536165,35.96013628507059,-1.93768965799707,0.4485992560762751,0.0046099792118774,0.0,161.92479824067533,-5.093288733860613,0.0,0.0043930978861324,0.0,0.0,0.0,0.0,0.0049553940596712,0.0,204.406007481758,-5.324988544787092,0.0,0.0041208231436095,3.6122683517420957,0.0,2.7593768282675506,0.0,0.0
CHE,2010,41.91,0.0,0.0,0,0,76531.3729407691,11.245456039545951,7824909.0,15.872822664929895,0.0,0.0,4.592084946439436,22.52624192202947,-1.436764280138506,0.6521135094802561,0.0041452467732396,0.0,177.3465264611378,-5.183728435647413,0.0,0.0043362328161579,0.0,0.0,0.0,0.0,0.0048828057072608,0.0,197.65436948727665,-5.291566477927469,0.0,0.0040729849171995,3.7591048990034333,0.0,3.6122683517420957,0.0,0.0
CHE,2011,28.35,0.0,0.0,0,0,90476.7589651577,11.412848289692617,7912398.0,15.88394145435622,0.0,0.0,6.017461187133657,25.251978314056032,-1.3193398521722914,0.5091063215408143,0.0043689965992798,0.0,176.3253389799915,-5.177986118717461,0.0,0.0043720206150603,0.0,0.0,0.0,0.0,0.0049067643787264,0.0,212.9757257126422,-5.365862577338706,0.0,0.0041633339485703,3.3792925462741055,0.0,3.7591048990034333,0.0,0.0
CHE,2012,6.26,0.0,0.0,0,0,85836.2076767359,11.360196197353076,7996861.0,15.894559647644895,0.0,0.0,5.427040342242755,24.380316786378874,-1.373459800577352,0.5008341081574423,0.0041829491962921,0.0,199.21943934528335,-5.299413961794047,0.0,0.0043195946793263,0.0,0.0,0.0,0.0,0.0049067643787264,0.0,216.73161045728617,-5.383263159616519,0.0,0.0040565762748428,1.9823798288367047,0.0,3.3792925462741055,0.0,0.0
CHE,2013,2.1,0.0,0.0,0,0,87304.3305813557,11.377155346340276,8089346.0,15.90605844522302,0.0,0.0,2.5273273656719524,21.258278544527812,-1.8421735448498624,0.6019162458609317,0.0042789286960865,0.0,201.0896356698452,-5.308711339917137,0.0,0.004306898905777,0.0,0.0,0.0,0.0,0.0049067643787264,0.0,228.77594658309476,-5.437104688844412,0.0,0.0041140108184982,1.1314021114911006,0.0,1.9823798288367047,0.0,0.0
CHE,2014,5.35,0.0,0.0,0,0,88724.9909402638,11.393296875404394,8188649.0,15.918259484957348,0.0,0.0,1.1314021114911006,20.22349512643104,-2.2983287972277022,1.0,0.0040770605575677,0.0,211.02024258506904,-5.356681754005551,0.0,0.0043258252234115,0.0,0.0,0.0,0.0,0.0049553940596712,0.0,224.30227393893767,-5.4174429403252935,0.0,0.0040447541396252,1.8484548129046001,0.0,1.1314021114911006,0.0,0.0
CHE,2015,10.4,0.0,0.0,0,0,83806.4476003837,11.336265223849129,8282396.0,15.929642856482122,0.0,0.0,2.2192034840549946,35.672785422061196,-2.4329009745931343,0.6661307752924519,0.004214357343496,0.0,216.67555838789212,-5.383005689948059,0.0,0.0042890644316768,0.0,0.0,0.0,0.0,0.0049553940596712,0.0,227.56205440834057,-5.431807746368036,0.0,0.0041062475224812,2.4336133554004498,0.0,1.8484548129046001,0.0,0.0
CHE,2016,70.7,0.0,0.0,0,0,82153.0745447889,11.316339548751554,8373338.0,15.940563168220848,0.0,0.0,2.9932291433358724,37.950097648373465,-2.2776810666377103,0.6630944351347641,0.0041014907746288,0.0,218.55234533751047,-5.391590679426235,0.0,0.0042675731835062,0.0,0.0,0.0,0.0,0.0049309593253956,0.0,225.3874205411856,-5.422247781804719,0.0,0.0040666164639927,4.272490747605575,0.0,2.4336133554004498,0.0,0.0
CHE,2017,1.2,0.0,0.0,0,0,82254.3769269767,11.317571882129403,8451840.0,15.949894727108234,0.0,0.0,6.481730256908611,25.761430808517463,-1.2744976190063406,0.5376643175574216,0.004208446840797,0.0,211.78535779356915,-5.360283947739107,0.0,0.0042722535242612,0.0,0.0,0.0,0.0,0.0049309593253956,0.0,219.20332896360603,-5.394551342083506,0.0,0.0041494874573387,0.7884573603642702,0.0,4.272490747605575,0.0,0.0
CHE,2022,15.0,0.0,0.0,0,0,94394.5106803525,11.455238200870305,8777088.0,15.987655247728846,0.0,0.0,0.0,14.442906582025492,-2.7371497770109823,0.0,0.003847152597242,0.0,220.16762311863323,-5.398920889670385,0.0,0.0042199845631158,0.0,0.0,0.0,0.0,0.0049309593253956,0.0,197.8187306184648,-5.292393508186939,0.0,0.003925547582883,2.772588722239781,0.0,0.7884573603642702,0.0,0.0
CHE,2023,33.0,0.0,0.0,0,0,100623.549627296,11.519141600975209,8888822.0,16.000305090273624,0.0,0.0,2.772588722239781,20.232732420828142,-1.7277825435392569,1.0,0.0035895068775478,0.0,216.09484494567516,-5.3803343315340415,0.0,0.004272690149832,0.0,0.0,0.0,0.0,0.0050049972922252,0.0,191.7820305537164,-5.261560175310603,0.0,0.0041039317915833,3.5263605246161616,0.0,2.772588722239781,0.0,0.0
CHL,1992,169.69,147.81,0.0,1,0,3351.84108855522,8.11726505252926,13884577.0,16.446289213728914,0.0,0.0,,,,,,,,,,,,,,,,,,,,,5.139849045776241,5.002670324441959,,,
CHL,1993,85.09,160.17,0.0,1,0,3540.91377313015,8.172140100821386,14102276.0,16.46184676076156,0.0,0.0,19.583079635701004,2.6638893053164407,1.7259441264485675,0.1585219829562494,0.0064108842977412,30.430040283843727,0.0,3.44776413250906,0.0789819452594308,0.0053181765075773,1.0,0.0,0.6931471805599453,1.0,0.004903855349949,0.0,0.0,0.0,0.0,0.0048780487804878,4.455393260669863,5.082459708534627,5.139849045776241,5.002670324441959,0.0
CHL,1994,82.35,159.73000000000002,0.0,1,0,4012.10159912285,8.297070472570468,14316256.0,16.47690623279814,0.0,0.0,12.026757011420518,0.0,2.567005473852473,0.2563762182030618,0.005423217988505,30.6657287348167,0.0,3.4552349835932574,0.0791525472116218,0.005177838710246,1.0,0.0,0.6931471805599453,1.0,0.0048129590998554,0.0,0.0,0.0,0.0,0.0047846889952153,4.423048609196803,5.07972593858105,4.455393260669863,5.082459708534627,0.0
CHL,1995,331.23,192.69,5.768814905778324,1,0,5081.4682771561,8.533355529747373,14527381.0,16.491545771536636,0.0,0.0,13.91633933352036,0.0,2.702457211690439,0.1947420613318009,0.0063458612894377,29.00364174113319,0.0,3.4013187656659256,0.0852441516879091,0.0050705259723851,1.0,0.0,0.6931471805599453,1.0,0.0048275450220461,0.0,0.0,0.0,0.0,0.0048076923076922,5.805827500145709,5.266258942854148,4.423048609196803,5.07972593858105,0.0
CHL,1996,164.07,186.17,5.60708884649434,1,0,5333.50438729711,8.581763784657701,14734046.0,16.5056714282507,0.0,0.0,24.399359634713047,0.0,3.2347239624749125,0.1483322972341606,0.0099384748854248,29.362265484568777,0.0,3.413200570447289,0.0877529569901977,0.0050804651496598,1.0,0.0,0.6931471805599453,1.0,0.0048353657883067,37.16247907256586,0.0,3.641852809683927,0.07688692767817,0.0056096664475605,5.10636962635945,5.232017294790805,5.805827500145709,5.266258942854148,5.768814905778324
CHL,1997,282.14,120.45,5.664199972579653,1,0,5741.95842989596,8.655555620998927,14932434.0,16.519046183689326,0.0,0.0,20.941362784891545,3.3843902633457743,1.61032300148072,0.1458661900940425,0.0082182383357769,28.451948427690223,0.0,3.382760068441859,0.0895009093379352,0.0050699153190344,1.0,0.0,0.6931471805599453,1.0,0.0048501247301523,35.845344244662044,1.2257924575961427,2.8066162542995055,0.0753111927831792,0.005076409704482,5.645941474966351,4.799502655448181,5.10636962635945,5.232017294790805,5.60708884649434
CHL,1998,87.93,104.98,5.5030671163247264,1,0,5419.82417297191,8.597818653496404,15127799.0,16.532044602611325,0.0,0.0,18.786180876194855,0.0,2.984983758484378,0.199585786811017,0.0063619150230979,22.21598445545114,0.0,3.144841026579717,0.102471619833096,0.0050227403180484,1.0,0.0,0.6931471805599453,1.0,0.0049425960522034,39.57488439373154,0.0,3.703149264197126,0.0678788046364792,0.0049546352680496,4.487849543411548,4.663250397064616,5.645941474966351,4.799502655448181,5.664199972579653
CHL,1999,206.16,75.74,5.612328070486905,1,0,4933.55581516755,8.503815267736325,15319313.0,16.54462487792919,0.0,0.0,12.67961213624349,1.3046503720793805,1.7809775766300702,0.2299406869231463,0.0053267475981759,20.584703649040335,0.0,3.071984899426989,0.105993356544534,0.004896623917281,1.0,0.0,0.6931471805599453,1.0,0.0048959237956168,36.43156476798182,1.085642390202236,2.887437417611173,0.072287781725403,0.0048291319601428,5.333491441555691,4.340423084818807,4.487849543411548,4.663250397064616,5.5030671163247264
CHL,2000,229.89,62.82000000000001,5.765168842024348,1,0,5052.99245766325,8.527735912645484,15503635.0,16.556585070523898,0.0,0.0,14.095048872575695,0.7514160886839212,2.153942146571538,0.2467584773596194,0.0064447699967922,17.093784018498926,0.0,2.8955684548957943,0.1176060800358679,0.0048168520127724,1.0,0.0,0.6931471805599453,1.0,0.0049191492216854,38.73439012956701,1.1021306357469065,2.939265643996793,0.0686205478140848,0.0049567118506361,5.441941406630912,4.156066620850098,5.333491441555691,4.340423084818807,5.612328070486905
CHL,2001,59.9,61.38,5.848459245365493,1,0,4563.5952986689,8.425866034541322,15683849.0,16.568142014702005,0.0,0.0,18.931302327451967,0.7514160886839212,2.4318668229216707,0.1789937805109236,0.005780896951959,15.76753929435895,0.0,2.8194448324724712,0.1203248299622218,0.0049780595370198,1.0,0.0,0.6931471805599453,1.0,0.0051309053011509,41.50646539830563,0.9330716789983718,3.0905459101031143,0.0664290420863277,0.0050666893223483,4.109233174715851,4.133244711179657,5.441941406630912,4.156066620850098,5.765168842024348
CHL,2002,74.08,45.24,5.8759366075232125,1,0,4430.84741157984,8.396346134041393,15857925.0,16.579179933329215,0.0,0.0,11.003229203234795,0.0,2.4851757138565835,0.2297943984434649,0.0110674684816702,15.85762842954655,0.0,2.824803280138083,0.122325944271832,0.0049335766741141,1.0,0.0,0.6931471805599453,1.0,0.0051238848514917,43.479265381134304,0.0,3.795023134094032,0.0645274120521564,0.0052572726644094,4.3185542117183084,3.833845224364122,4.109233174715851,4.133244711179657,5.848459245365493
CHL,2003,187.4,65.99,5.830923755248052,1,0,4773.40177520754,8.470814490125202,16024752.0,16.589645084832224,0.0,0.0,12.369911614752024,0.7514160886839212,2.032582126129351,0.2227699708533809,0.0055566225960372,14.30476993391262,0.0,2.7281645401976644,0.1140678578822172,0.0049415390221842,1.0,0.0,0.6931471805599453,1.0,0.0050986191865079,43.74018370619066,2.4859714277075513,2.552125311370464,0.0651821757821873,0.0050907878519235,5.238567362142263,4.204543354520176,4.3185542117183084,3.833845224364122,5.8759366075232125
CHL,2004,63.8,59.89,5.987773330050229,1,0,6120.59152055344,8.719414024520908,16187322.0,16.599738901224576,0.0,0.0,10.47083338653346,0.0,2.4398075864384765,0.3450054751822075,0.0050667292238702,17.15134551497284,0.0,2.898744691019495,0.1063577857380375,0.0049168910401721,1.0,0.0,0.6931471805599453,1.0,0.0051238848514917,44.549030330546856,0.0,3.8187893354562537,0.0621175988340914,0.0052771259010729,4.1713056033582285,4.109068957620483,5.238567362142263,4.204543354520176,5.830923755248052
CHL,2005,446.38,93.7,6.010063364594861,1,0,7480.32330998636,8.920031293294633,16348778.0,16.609663712453198,0.0,0.0,11.233711437209276,0.0,2.5041953735885656,0.2513272914453355,0.0046667367057533,16.1281226478368,0.0,2.840721711924799,0.1091366077341605,0.004888839532791,1.0,0.0,0.6931471805599453,1.0,0.0051056050140542,46.13403835202989,0.0,3.852995422646353,0.0631497298183948,0.0050803518386343,6.103408345329966,4.550714000192032,4.1713056033582285,4.109068957620483,5.987773330050229
CHL,2006,1096.82,80.81,6.167476958430909,1,0,9318.65655296121,9.139773750611525,16509195.0,16.6194280563793,0.0,0.0,15.890149257934471,0.0,2.8267305678401335,0.2714463746549737,0.0052952707911901,21.343175403708717,0.0,3.106520923365962,0.0969193701680252,0.0048500602110014,1.0,0.0,0.6931471805599453,1.0,0.0050557456549814,47.42441796142192,0.0,3.8800041898387287,0.060348050933216,0.0051499847080299,7.00108167420453,4.404399485525607,6.103408345329966,4.550714000192032,6.010063364594861
CHL,2007,659.04,84.71,6.293788037182418,1,0,10346.4138184533,9.244395247680954,16671581.0,16.629216091261643,0.0,0.0,36.52970302326922,0.0,3.625132700066573,0.1203317714705651,0.0109219838364079,18.173313168994337,0.0,2.953519373057463,0.1130462700000553,0.0047817130292784,1.0,0.0,0.6931471805599453,1.0,0.0050671846546441,50.106494858015616,0.0,3.933911590072659,0.0609953868734633,0.0059978890183776,6.492300439244604,4.450969504910791,7.00108167420453,4.404399485525607,6.167476958430909
CHL,2008,394.56,88.18,6.0927671740471085,1,0,10683.2188772511,9.27642946010548,16838988.0,16.6392074699608,0.0,0.0,26.808414453892613,0.0,3.3253386530963627,0.1647100446868444,0.0067306824321595,18.95100187245546,0.0,2.993279361245632,0.1122444791578979,0.0047706578383772,1.0,0.0,0.6931471805599453,1.0,0.0050881090384595,52.29142794738621,0.0,3.975775491734757,0.0601112514144275,0.0062306180442328,5.98030248240179,4.49065679919933,6.492300439244604,4.450969504910791,6.293788037182418
CHL,2009,328.89,61.6,6.008550359322158,1,0,10098.8017167286,9.220172053882784,17009731.0,16.649296150020074,0.0,0.0,26.53434672718396,4.61512051684126,1.5899711459201489,0.1291524185605426,0.0107209654786751,20.375013698937007,0.0,3.062222655708561,0.0973379238120297,0.0048454749043401,1.0,0.0,0.6931471805599453,1.0,0.0051468608685582,47.86014465290427,3.42139112826355,2.4025076449118155,0.06110128525589,0.005093933466069,5.798759265559288,4.136765278106052,5.98030248240179,4.49065679919933,6.0927671740471085
CHL,2010,473.84,160.39,6.13798850742552,1,0,12632.8704724192,9.444057463664135,17181464.0,16.659341686256464,0.0,0.0,26.146225502299195,0.0,3.301238012858849,0.1278793442428185,0.0083537815370163,18.81498593000716,0.0,2.986438516574377,0.0953550544844978,0.0047234514047499,1.0,0.0,0.6931471805599453,1.0,0.0050557456549814,48.755513271511695,0.0,3.9071212769924446,0.058601802699103,0.0062737960007218,6.1629779051853335,5.083823796047731,5.798759265559288,4.136765278106052,6.008550359322158
CHL,2011,325.9,70.219379,6.04183922830126,1,0,14487.3927832032,9.58103408697891,17351816.0,16.669207727467665,0.0,0.0,31.942814455811103,0.0,3.494773162988163,0.1156375565886328,0.0081214239158058,30.86862308554056,0.0,3.461621923402434,0.0696924735711883,0.0050864435674033,1.0,0.0,0.6931471805599453,1.0,0.0050805530109706,51.81332680488527,0.0,3.9667635604719647,0.0562049076420934,0.0062126900686096,5.789654313730165,4.2657649583507915,6.1629779051853335,5.083823796047731,6.13798850742552
CHL,2012,60.7,112.290415,5.908328504462062,1,0,15241.9069981119,9.631803952522098,17519119.0,16.67880335682004,0.0,0.0,24.349100775622095,0.0,3.2327432570459855,0.149009520871161,0.0089791310502339,17.350161243254743,0.0,2.909638361560324,0.1061640935790182,0.0047208641592577,1.0,0.0,0.6931471805599453,1.0,0.0050881090384595,48.17021971510231,0.0,3.8952881498926586,0.0584542117328628,0.0050905060579333,4.122283930911342,4.729954566044015,5.789654313730165,4.2657649583507915,6.04183922830126
CHL,2013,54.58,60.174068,5.818698959609528,1,0,15683.5486369155,9.66036758442858,17687006.0,16.688340803649076,0.0,0.0,11.090001310832744,0.0,2.4923787730495857,0.2240295048427144,0.0048617374157498,21.07883191617291,0.0,3.0946193176622745,0.1012921260000879,0.0047352372624425,1.0,0.0,0.6931471805599453,1.0,0.0050963519775383,46.04626040588764,0.0,3.851131381594957,0.0580498201469812,0.0051789707719957,4.017823424314358,4.113723374231071,4.122283930911342,4.729954566044015,5.908328504462062
CHL,2014,135.25,187.441112,5.8642943603976265,1,0,14529.6767206336,9.58394850722071,17864195.0,16.698308988250883,0.0,0.0,8.942182718189509,0.0,2.29678658591735,0.3107550616237993,0.0045198074783399,17.83766336257445,0.0,2.9358582361153793,0.0945896842483506,0.0047102647081843,1.0,0.0,0.6931471805599453,1.0,0.0051385362246935,42.43912714382616,0.0,3.771360582049638,0.0630861978864835,0.0049764374843735,4.914491433543353,5.238785554897002,4.017823424314358,4.113723374231071,5.818698959609528
CHL,2015,134.7,32.866944000000004,5.868682588847271,1,0,13433.9202987032,9.505538153004624,18047625.0,16.708524655138525,0.0,0.0,14.953292276419411,3.044522437723423,1.372301739072424,0.21924032154318,0.0062538879404796,16.371818081020947,0.0,2.854849242652567,0.1472216826164655,0.0046223289497257,1.0,0.0,0.6931471805599453,1.0,0.0051468608685582,42.01177391717494,0.0,3.761473890241215,0.0652154601262827,0.005050299275838,4.9104465668408235,3.52243943541912,4.914491433543353,5.238785554897002,5.8642943603976265
CHL,2016,69.85,160.00932799999998,5.827763899246068,1,0,13649.8520452803,9.521483961380758,18267221.0,16.72061880950501,0.0,0.0,11.055917031219304,0.0,2.4895555793512187,0.3398444921608485,0.0052785152526665,13.782508617694988,0.0,2.693444631678684,0.0987718995322185,0.0046072461790234,1.0,0.0,0.6931471805599453,1.0,0.0051214818948413,44.30306299333089,0.0,3.8133746459499656,0.0586227789529606,0.0051320453133131,4.260564966136689,5.081462301194327,4.9104465668408235,3.52243943541912,5.868682588847271
CHL,2017,44.45,54.274546,5.743315993565845,1,0,14879.9086227187,9.607767167421905,18558868.0,16.73645829208297,0.0,0.0,7.7670946344061536,0.0,2.1710054669369376,0.4143311555728189,0.0042362457048154,15.618884542266546,0.0,2.810539671787873,0.1551981720994401,0.0046033366288335,1.0,0.0,0.6931471805599453,1.0,0.0050986191865079,43.25171312043699,0.0,3.789894085290695,0.0602246891170823,0.0052253559689958,3.816612820623488,4.012312513231715,4.260564966136689,5.081462301194327,5.827763899246068
CHL,2018,73.5,0.0,5.054708015474425,0,0,15659.4808675628,9.658831818775823,18893191.0,16.754312150568744,0.0,0.0,6.154178457595728,0.0,1.9676965856746704,0.431456271916234,0.0050073602584161,17.252884172205437,0.0,2.9043231043751705,0.0936459606201699,0.0047597603751454,1.0,0.0,0.6931471805599453,1.0,0.0051641265128303,42.159097437690605,0.0,3.764893228162253,0.0600041204476401,0.0051614098799358,4.310799125385514,0.0,3.816612820623488,4.012312513231715,5.743315993565845
CHL,2019,15.88,0.0,4.993098375844185,0,0,14495.716721687,9.581608486265589,19197744.0,16.770303330094343,0.0,0.0,8.51398806046729,0.3506568716131693,1.9521720973876864,0.3784231859517575,0.0055671054327562,0.0,0.0,0.0,0.0,0.0042945940030652,0.0,0.0,0.0,0.0,0.0050049972922252,10.554969307485988,0.0,2.4471155875121706,0.3583894314789501,0.0056643507828094,2.826129489167811,0.0,4.310799125385514,0.0,5.054708015474425
CHL,2020,304.07,0.0,4.3214801700864705,0,0,13114.815470545,9.48149782209486,19370624.0,16.779268249629396,0.0,0.0,3.403860499081639,0.0,1.482481542400892,0.6978738509468361,0.004228362578101,0.0,0.0,0.0,0.0,0.0043076294900464,0.0,0.0,0.0,0.0,0.0050556036067777,8.015722900307201,0.0,2.1989700420490204,0.5205304862044412,0.0041789029580716,5.7205412584711555,0.0,2.826129489167811,0.0,4.993098375844185
CHL,2021,65.65,0.0,5.279663798479339,0,0,16206.8325493421,9.693188194608824,19456334.0,16.78368323054147,0.0,0.0,16.255279568385355,0.0,2.848118158585352,0.2235494089576017,0.0077283469300394,0.0,0.0,0.0,0.0,0.004304049714852,0.0,0.0,0.0,0.0,0.0050556036067777,14.22075926676561,0.0,2.72266023731053,0.1843293893749577,0.0081794965815432,4.199455046624718,0.0,5.7205412584711555,0.0,4.3214801700864705
CHL,2022,206.8,0.0,4.245146019497604,0,1,15405.6165774073,9.642487434728825,19553036.0,16.78864112645641,0.0,0.0,10.268508372561758,0.0,2.422011965482187,0.2813314390055974,0.0045180378651322,0.0,0.0,0.0,0.0,0.0042199845631158,0.0,0.0,0.0,0.0,0.0049309593253956,13.01855543362996,0.0,2.640381840180167,0.2780879822258039,0.0041030802722416,5.336576078665127,0.0,4.199455046624718,0.0,5.279663798479339
CHL,2023,8.8,0.0,3.873050729931138,0,0,17067.0364799154,9.744904190869768,19658835.0,16.794037413552125,0.0,0.0,8.525375623823795,2.1972245773362196,1.0916762419232544,0.4431581112497599,0.005144998469401,0.0,0.0,0.0,0.0,0.004272690149832,0.0,0.0,0.0,0.0,0.0050049972922252,8.823954051777271,2.7421312295233222,0.9651683976627556,0.3342942934423877,0.0043174087685252,2.2823823856765264,0.0,5.336576078665127,0.0,4.245146019497604
CHL,2024,13.5,0.0,2.403034596177799,0,0,16709.8893972307,9.723756002610664,19764771.0,16.799411668508693,0.0,0.0,3.5322256440685593,0.0,1.5112131309970576,0.4198458350821146,0.0050158327615444,0.0,0.0,0.0,0.0,0.0042619861870278,0.0,0.0,0.0,0.0,0.0050301731721854,6.180739053983501,0.0,1.971402310072646,0.4854823774462233,0.0042151253536165,2.6741486494265287,0.0,2.2823823856765264,0.0,3.873050729931138
CHN,1992,1189.93,2059.61,0.0,0,0,367.822651903542,5.907600897830996,1164970000.0,20.87596117255955,0.0,0.0,,,,,,,,,,,,,,,,,,,,,7.082489793488654,7.630757334454642,,,
CHN,1993,1236.43,2240.24,0.0,0,0,378.939353053314,5.937376173949141,1178440000.0,20.887457366867896,0.0,0.0,20.47895334545507,40.086947510511294,-0.6486169507243331,0.2315569377956737,0.0065102344568318,60.692173286248064,0.0,4.122157071750765,0.0702285051703828,0.0062193592624376,0.0,0.0,0.0,0.0,0.0047214296003094,0.0,0.0,0.0,0.0,0.0048780487804878,7.120791927186382,7.714784563113516,7.082489793488654,7.630757334454642,0.0
CHN,1994,310.14,2397.98,0.0,0,0,475.677874448369,6.164740890791202,1191835000.0,20.898759973189456,0.0,0.0,21.1167014065478,32.94419591316817,-0.4283848366770195,0.2280315390487511,0.005876599463887,60.48401426316979,0.0,4.118777210344472,0.0688975955717532,0.0062160933420769,0.0,0.0,0.0,0.0,0.0046339151038011,0.0,0.0,0.0,0.0,0.0047846889952153,5.740242971658976,7.78279892599794,7.120791927186382,7.714784563113516,0.0
CHN,1995,706.85,2518.2200000000003,5.168424223331429,0,0,612.680277898627,6.417843230374998,1204855000.0,20.909625064698353,0.0,0.0,21.126081189230305,47.75633898898863,-0.7900781625241051,0.1786796931348176,0.0055278008845166,59.981954462907744,0.0,4.110577991930514,0.0702925460068519,0.0063133019567914,0.0,0.0,0.0,0.0,0.0046554881643127,0.0,0.0,0.0,0.0,0.0048076923076922,6.562232206840506,7.831704608783564,5.740242971658976,7.78279892599794,0.0
CHN,1996,1501.45,1731.08,5.096624625887311,0,0,713.337387811657,6.569954503179752,1217550000.0,20.920106479839568,0.0,0.0,18.134799466096272,44.62308325228758,-0.8689051612418175,0.2526542511536286,0.005185984372915,63.75712476371061,0.0,4.170643729487026,0.0626124103607415,0.0064199982436263,0.0,0.0,0.0,0.0,0.0046554881643127,27.39268949277769,164.07944671550388,-1.76029515345961,0.0841513658107987,0.0047452445402623,7.314852387985426,7.457078277432127,6.562232206840506,7.831704608783564,5.168424223331429
CHN,1997,939.1,1262.18,4.994181419883038,0,0,786.743548510999,6.667902335734217,1230075000.0,20.930340980081557,0.0,0.0,23.427312954662987,29.676688454349986,-0.2278011427741959,0.2055992580990595,0.005648893930161,61.46616761760548,0.0,4.134625092058496,0.0614250785939148,0.0064642818527319,0.0,0.0,0.0,0.0,0.004677263028346,27.158868257005224,156.83037139321155,-1.7236585167846612,0.0827122926189779,0.0048721656036975,6.845986252584505,7.141387630010519,7.314852387985426,7.457078277432127,5.096624625887311
CHN,1998,372.8,1764.41,4.8702108233846895,0,0,835.095348597432,6.727545908268725,1241935000.0,20.93993648414454,0.0,0.0,21.97286294930199,26.782987715562125,-0.1901102331365143,0.2030334300676477,0.0060207640050037,54.37127230638418,0.0,4.014060908833191,0.0666208997098978,0.0062996124487359,0.0,0.0,0.0,0.0,0.0047664382312931,26.68234253410991,169.1791724419059,-1.816057081278594,0.0808311542394397,0.0047940859476407,5.923720895021463,7.476138237008744,6.845986252584505,7.141387630010519,4.994181419883038
