recipient_iso3,year,arms_tiv_total,oda_total,econ_neocol_score_total,colonial_tie_flag,journalist_killings,gdp_per_capita,gdp_per_capita_log,population,population_log,armed_conflict,conflict_intensity,arms_tiv_in_strength_lag1,arms_tiv_out_strength_lag1,arms_tiv_dependency_balance_lag1,arms_tiv_in_concentration_lag1,arms_tiv_pagerank_lag1,bilateral_oda_in_strength_lag1,bilateral_oda_out_strength_lag1,bilateral_oda_dependency_balance_lag1,bilateral_oda_in_concentration_lag1,bilateral_oda_pagerank_lag1,colonial_tie_in_strength_lag1,colonial_tie_out_strength_lag1,colonial_tie_dependency_balance_lag1,colonial_tie_in_concentration_lag1,colonial_tie_pagerank_lag1,econ_neocol_score_in_strength_lag1,econ_neocol_score_out_strength_lag1,econ_neocol_score_dependency_balance_lag1,econ_neocol_score_in_concentration_lag1,econ_neocol_score_pagerank_lag1,arms_tiv_total_log,oda_total_log,arms_tiv_total_log_lag1,oda_total_log_lag1,econ_neocol_score_total_lag1
AFG,2007,39.96,4113.01,5.867744150009332,0,3,376.223152003876,5.9301824567167385,25909852.0,17.070133840441702,1.0,2.0,1.4724720573609429,0.0,0.9052184830801686,1.0,0.0069960035924329,88.2642830254123,0.0,4.491601441753867,0.0418631647562968,0.0109881366142669,0.0,0.0,0.0,0.0,0.0049067643787264,52.020106772001405,0.0,3.970671214664989,0.0479938529027914,0.0068244400588311,3.7125959807312525,8.322153500934304,1.4724720573609429,7.819825115397055,5.885483014079304
AFG,2008,130.29000000000002,4172.09,5.626797074950492,0,2,381.73323802844,5.944722034892284,26482622.0,17.091999302258,1.0,2.0,7.571534615066943,0.0,2.1484467848480677,0.349754661925498,0.005828753412596,104.42892939547691,0.0,4.658037070889447,0.0400208958484618,0.0123219890040656,0.0,0.0,0.0,0.0,0.0049067643787264,54.607766522772486,0.0,4.018322877162778,0.0462851077794827,0.007434751426655,4.87740861694602,8.336412047576813,3.7125959807312525,8.322153500934304,5.867744150009332
AFG,2009,326.27,5281.96,5.407360965362523,0,3,452.053705477043,6.113800990201086,27466101.0,17.12846311133932,1.0,2.0,12.968302043145636,0.0,2.6367906227999955,0.2631843136457548,0.0097228422214466,105.20455141404192,0.0,4.665366964895548,0.0402580382854601,0.0114997906250078,0.0,0.0,0.0,0.0,0.0049553940596712,49.966635210026034,0.0,3.931171207066442,0.0463356603147857,0.0064114433032742,5.790785518277775,8.57224182568004,4.87740861694602,8.336412047576813,5.626797074950492
AFG,2010,365.2,5667.75,5.9617703160305,0,3,560.621505463146,6.329045999506046,28284089.0,17.15780997835667,1.0,2.0,15.376249449403277,0.0,2.795832080864082,0.2549905746091083,0.0069506551139652,110.677854479107,0.0,4.7156184275034745,0.0394216536344979,0.0123065537887303,0.0,0.0,0.0,0.0,0.0048828057072608,35.50644250842324,0.0,3.597488752092993,0.062986392516001,0.0051350900647928,5.90317963224041,8.642723913863447,5.790785518277775,8.57224182568004,5.407360965362523
AFG,2011,632.41,6122.907733999999,6.580455496343079,0,2,606.694676337726,6.4080256601244,29347708.0,17.194725009195857,1.0,2.0,15.74673333367588,0.0,2.818203214396084,0.2760971886443144,0.0049361704103919,106.486699019321,0.0,4.677367109859695,0.0418576132935262,0.01258209926877,0.0,0.0,0.0,0.0,0.0049067643787264,46.704282117144025,0.0,3.8650211657129274,0.0534268446389532,0.0064183297838971,6.451117921791722,8.719955690367538,5.90317963224041,8.642723913863447,5.9617703160305
AFG,2012,517.99,5874.376438,6.050823379632457,0,1,651.417134470046,6.479150196564419,30560034.0,17.23520363482742,1.0,2.0,17.236372944194866,0.0,2.9034181131288532,0.2711769097526122,0.0079574198612054,111.56052725758848,0.0,4.723491097031023,0.040031727586876,0.0132801790126582,0.0,0.0,0.0,0.0,0.0049067643787264,60.64832853297675,0.0,4.121446117044543,0.0468415599275161,0.0132424905056546,6.251884615157525,8.678525411512865,6.451117921791722,8.719955690367538,6.580455496343079
AFG,2013,252.86,4424.20702,5.816582587910291,0,0,637.087099117099,6.456906379532865,31622704.0,17.26938590158588,1.0,2.0,13.898772690646322,0.0,2.7012788398035585,0.3506556073087252,0.0049811028120482,112.31239907042156,0.0,4.730148597795834,0.0397297294787492,0.0175796450519265,0.0,0.0,0.0,0.0,0.0049067643787264,54.30138081773615,0.0,4.01279787779587,0.0466754930302763,0.0118660463940542,5.536782933960031,8.395072340528476,6.251884615157525,8.678525411512865,6.050823379632457
AFG,2014,322.55,4186.252493999999,5.685984100501793,0,5,625.054941813938,6.437839552775117,32792523.0,17.30571109005108,1.0,2.0,12.994647438998909,0.0,2.638674930724329,0.3073645680315607,0.0082584951057021,105.271497182852,0.0,4.665997113766138,0.0411699436019683,0.0178172092573407,0.0,0.0,0.0,0.0,0.0049553940596712,49.49604416920593,0.0,3.921894999930051,0.0469617521994459,0.0224122895181394,5.779353661503275,8.33980006847605,5.536782933960031,8.395072340528476,5.816582587910291
AFG,2015,131.02,3708.081208,5.733196598022054,0,0,565.569730408751,6.337833595485375,33831764.0,17.33691068246577,1.0,2.0,12.750642480094418,0.0,2.6210855488460116,0.3533467549871862,0.0048722730213192,98.40011882283832,0.0,4.599153309062602,0.0440737407907943,0.0112616487007694,0.0,0.0,0.0,0.0,0.0049553940596712,44.691662672844885,0.0,3.821915845213898,0.0519800086230638,0.007605151207022,4.882953426260625,8.218539472100266,5.779353661503275,8.33980006847605,5.685984100501793
AFG,2016,171.0,3260.218753,6.021918839513563,0,6,522.082215583898,6.257825076599218,34700612.0,17.362267881649167,1.0,2.0,9.609800368774724,0.0,2.3617781370647823,0.3703540831502913,0.0075466380849033,90.85015117065257,0.0,4.520158457502486,0.0485957492464551,0.0097065689220193,0.0,0.0,0.0,0.0,0.0049309593253956,48.72425940467476,0.0,3.906492930806593,0.0489427869401481,0.0101204941693146,5.147494476813453,8.089856255109522,4.882953426260625,8.218539472100266,5.733196598022054
AFG,2017,235.94,2907.9688610000003,5.983809696761914,0,11,525.469770891619,6.264292664193559,35688935.0,17.390351254729715,1.0,2.0,12.59711900124304,0.0,2.6098579321572433,0.2906096465578425,0.0073513314501579,92.73349973376465,0.0,4.540455646520359,0.0450127492993334,0.0103385947672959,0.0,0.0,0.0,0.0,0.0049309593253956,52.04808161719168,0.0,3.971198702618989,0.0489995899040138,0.0099659900549748,5.467806944526613,7.975553954072148,5.147494476813453,8.089856255109522,6.021918839513563
AFG,2018,312.76,2711.767957,5.836104323519857,0,16,491.337221382603,6.197130697311605,36743039.0,17.419459350715854,1.0,2.0,6.377746835799372,0.0,1.998468285194518,0.7539421726690166,0.0042686076969517,89.82206273255693,0.0,4.508902237728081,0.0449953210944457,0.0106431025429336,0.0,0.0,0.0,0.0,0.0049800721639205,50.5605822759706,0.0,3.942757471179651,0.0513188600338622,0.0074349823089086,5.748628362448036,7.905724778960484,5.467806944526613,7.975553954072148,5.983809696761914
