recipient_iso3,year,arms_tiv_total,oda_total,econ_neocol_score_total,colonial_tie_flag,journalist_killings,gdp_per_capita,gdp_per_capita_log,population,population_log,armed_conflict,conflict_intensity,arms_tiv_stock_5yr,econ_neocol_score_mean
ERI,2006,0.0,64.02,0.0,1,0,447.997404727201,6.104787439378565,2703502.0,14.810058527585689,0.0,0.0,213.45,
ERI,2007,3.96,49.33,0.0,1,2,480.44762365456,6.174718218628331,2743222.0,14.824643699929544,0.0,0.0,199.16,
ERI,2008,0.0,59.93000000000001,0.0,1,0,490.066956003333,6.194542026674369,2816327.0,14.850944111677505,1.0,1.0,182.16,
ERI,2009,0.0,58.421848,0.0,1,0,642.92572288007,6.466029201048852,2887885.0,14.87603495825742,0.0,0.0,102.61999999999999,
ERI,2010,0.0,52.55,0.0,1,0,539.699512069686,6.291012525547268,2945186.0,14.895682530968186,0.0,0.0,3.96,
ERI,2011,0.0,37.879999999999995,0.0,1,0,688.68165957684,6.534779131699235,2998485.0,14.91361771907694,0.0,0.0,3.96,
ERI,2012,0.0,69.939258,0.0,1,0,,,3036988.0,14.92637679275238,0.0,0.0,0.0,
ERI,2013,0.0,16.344248,0.0,1,0,,,3074360.0,14.938607307479383,0.0,0.0,0.0,
ERI,2014,0.0,15.279148,0.0,1,0,,,3095173.0,14.945354359146108,0.0,0.0,0.0,
ERI,2015,0.0,47.601471,0.0,1,0,,,3105546.0,14.948700103301352,0.0,0.0,0.0,
ERI,2016,0.0,13.01244,0.0,1,0,,,3124698.0,14.954848196482692,1.0,1.0,0.0,
ERI,2017,0.0,34.764789,0.0,1,0,,,3150347.0,14.963023163464948,0.0,0.0,0.0,
ERI,2018,0.0,26.269445,0.0,1,0,,,3192760.0,14.97639630444976,0.0,0.0,0.0,
ERI,2019,0.0,216.754115,0.0,1,0,,,3240194.0,14.991143762519194,0.0,0.0,0.0,
ERI,2020,0.0,17.827323,0.0,1,0,,,3291271.0,15.006784370326802,0.0,0.0,0.0,
ERI,2021,0.0,15.214163,0.0,1,0,,,3350183.0,15.024525529174928,0.0,0.0,0.0,
ERI,2022,0.0,12.476561,0.0,1,0,,,3409447.0,15.042060666020731,0.0,0.0,0.0,
ERI,2023,0.0,20.996205,0.0,1,0,,,3470390.0,15.05977753753838,0.0,0.0,0.0,
ERI,2024,0.0,10.784948,0.0,1,0,,,3535603.0,15.078394422680844,0.0,0.0,0.0,
ESH,2016,0.3,0.0,0.0,0,0,,,,,,,0.3,
ESP,1992,207.43,0.0,0.0,0,0,16100.6799428032,9.686616782553036,39157685.0,17.483107257433787,0.0,0.0,207.43,
ESP,1993,298.75,0.0,0.0,0,0,13330.3798192211,9.497800906331792,39361262.0,17.48829269264245,0.0,0.0,506.18,
ESP,1994,837.7199999999999,0.0,0.0,0,0,13405.704414883,9.503435597956566,39549108.0,17.493053698194142,0.0,0.0,1343.8999999999999,
ESP,1995,355.15,0.0,9.832463832970816,0,0,15460.9110266653,9.64607024839134,39724050.0,17.49746735568952,0.0,0.0,1699.05,1.6387439721618027
ESP,1996,424.1,0.0,13.664229663584424,0,0,16100.6215831114,9.68661315787397,39889852.0,17.501632513671648,0.0,0.0,2123.15,2.277371610597404
ESP,1997,211.46,0.0,13.929709264725265,0,0,14722.3717633536,9.597123504531416,40057389.0,17.505823708843668,0.0,0.0,2127.18,2.3216182107875443
ESP,1998,86.25,0.0,14.022456367792827,0,0,15382.3348573373,9.640975042807776,40223509.0,17.50996218365481,0.0,0.0,1914.6799999999998,2.0032080525418325
ESP,1999,361.3,0.0,13.935894893584686,0,0,15707.9473068138,9.661922061147695,40386875.0,17.514015413910037,0.0,0.0,1438.2600000000002,2.3226491489307812
ESP,2000,319.82,0.0,15.431650107337472,0,1,14743.2671031455,9.598541789971568,40567864.0,17.518486784055394,0.0,0.0,1402.93,1.928956263417184
ESP,2001,144.05,0.0,12.195459974584852,0,0,15368.2337984435,9.640057917661894,40850412.0,17.52542746489874,0.0,0.0,1122.88,2.032576662430809
ESP,2002,271.23,0.0,15.430435539143213,0,0,17111.0685058941,9.747480814141166,41431558.0,17.53955341894632,0.0,0.0,1182.65,1.9288044423929016
ESP,2003,248.87,0.0,12.018439064860718,0,0,21522.0170990262,9.9768317412506,42187645.0,17.557637963628153,0.0,0.0,1345.27,1.5023048831075898
ESP,2004,297.87,0.0,14.027378624605088,0,0,24925.0267844576,10.123627669431572,42921895.0,17.574892626662635,0.0,0.0,1281.8400000000001,1.5585976249561209
ESP,2005,357.8,0.0,11.48116891565262,0,0,26450.9530130382,10.183047467376038,43653155.0,17.59178611713384,0.0,0.0,1319.8200000000002,1.9135281526087702
ESP,2006,312.22,0.0,8.971422305406032,0,0,28421.686527407,10.25490774286739,44397319.0,17.60868964269645,0.0,0.0,1487.99,2.242855576351508
ESP,2007,342.99,0.0,13.709270066734742,0,0,32652.015594702,10.393661866174403,45226803.0,17.62720045578097,0.0,0.0,1559.7500000000002,1.9584671523906774
ESP,2008,347.08,0.0,13.739585245953355,0,0,35603.248328071,10.480192157848068,45954106.0,17.643153760771607,0.0,0.0,1657.96,1.962797892279051
ESP,2009,227.82,0.0,10.162256722430149,0,0,32279.8208476151,10.382197572418518,46362946.0,17.65201112057734,0.0,0.0,1587.9100000000003,1.451750960347164
ESP,2010,271.54999999999995,0.0,14.140780415115245,0,0,30658.7422282912,10.330673128371387,46576897.0,17.65661520362785,0.0,0.0,1501.66,1.7675975518894056
ESP,2011,165.7,0.0,15.118975076299892,0,0,31824.6219134777,10.367995543181516,46742697.0,17.660168587592565,0.0,0.0,1355.1399999999999,2.159853582328556
ESP,2012,218.96999999999997,0.0,11.733130353335271,0,0,28456.4438151477,10.25612991004686,46773055.0,17.66081784721818,0.0,0.0,1231.12,1.9555217255558788
ESP,2013,154.6,0.0,10.32022708852362,0,0,29228.846559842,10.28291139649337,46604197.0,17.657201159418005,0.0,0.0,1038.64,1.72003784808727
ESP,2014,107.55,0.0,11.61483598973906,0,0,29707.765509467,10.299163755580002,46460733.0,17.654118062194566,0.0,0.0,918.3700000000001,2.322967197947812
ESP,2015,152.4,0.0,9.502081941786589,0,0,25982.4416197775,10.16517626655454,46422303.0,17.653290569816026,0.0,0.0,799.2200000000001,3.1673606472621962
ESP,2016,104.24,0.0,9.432533022955647,0,0,26755.6061149398,10.19449930475678,46458139.0,17.65406222854216,0.0,0.0,737.7600000000001,3.144177674318549
ESP,2017,82.24,0.0,9.279484698428336,0,0,28381.3425596906,10.253487256138124,46571232.0,17.656493569407864,0.0,0.0,601.0300000000002,3.093161566142779
ESP,2018,148.79,0.0,9.39199381062081,0,0,30602.4212881113,10.328834411872553,46782011.0,17.661009306652936,0.0,0.0,595.2200000000001,3.13066460354027
ESP,2019,34.8,0.0,6.279343572615879,0,0,29786.5245689007,10.301811374547729,47118501.0,17.668176284407693,0.0,0.0,522.4700000000001,2.093114524205293
ESP,2020,69.6,0.0,5.737969344617607,0,0,27233.9426461608,10.21221936571773,47359424.0,17.673276386303904,0.0,0.0,439.6700000000001,2.8689846723088035
ESP,2021,133.57,0.0,8.656388609136396,0,0,30799.4775937775,10.335253007576831,47443821.0,17.675056853255118,0.0,0.0,469.00000000000006,2.164097152284099
ESP,2022,197.58,0.0,11.04112105569494,0,0,30319.4987196616,10.319546306626943,47786102.0,17.68224540204672,0.0,0.0,584.3400000000001,1.8401868426158234
ESP,2023,178.12,0.0,6.347309031346829,0,0,33493.2225409111,10.419098385133672,48352528.0,17.694029063915565,0.0,0.0,613.6700000000001,3.1736545156734146
ESP,2024,148.17000000000002,0.0,10.948216954883131,0,0,35326.7683069278,10.472396264528529,48848840.0,17.7042411900094,0.0,0.0,727.0400000000002,2.7370542387207832
EST,1992,2.0,0.0,0.0,0,0,,,1533091.0,14.242796516822766,0.0,0.0,2.0,
EST,1993,2.65,0.0,0.0,0,0,2685.90889287357,7.89577445725012,1494128.0,14.2170533170424,0.0,0.0,4.65,
EST,1994,14.98,0.0,0.0,0,0,2819.12612100926,7.944182229740591,1462514.0,14.195667430691904,0.0,0.0,19.630000000000003,
EST,1995,17.2,0.0,12.070364896484165,0,0,3134.38975345407,8.050189778123572,1436634.0,14.177813435334286,0.0,0.0,36.83,4.023454965494721
EST,1996,1.0,0.0,0.5274937264635783,0,0,3380.92630243199,8.125905004905094,1415594.0,14.163059788959016,0.0,0.0,37.83,0.5274937264635783
EST,1997,12.88,0.0,12.700755076999524,0,0,3682.95230146695,8.211469965361188,1399535.0,14.151650596556689,0.0,0.0,48.71,3.175188769249881
EST,1998,3.5,0.0,13.176172833292652,0,0,4093.39247738765,8.317129361801845,1386156.0,14.1420450065108,0.0,0.0,49.56,4.392057611097551
EST,1999,1.1,0.0,2.524016692597292,0,0,4140.93660232167,8.328677273677508,1390244.0,14.144989829269951,0.0,0.0,35.68,2.524016692597292
EST,2000,26.8,0.0,7.750959551835458,0,0,4070.60902410208,8.311547904613604,1396985.0,14.149826900887252,0.0,0.0,45.28,3.875479775917729
EST,2002,1.6,0.0,7.691236592363985,0,0,5343.18310760735,8.583576841931535,1379350.0,14.137122931678464,0.0,0.0,45.88,3.8456182961819927
EST,2003,13.6,0.0,12.058021560185413,0,0,7205.40703313243,8.882586999986096,1370720.0,14.13084670719787,0.0,0.0,46.599999999999994,4.019340520061804
EST,2004,11.22,0.0,12.234693989515156,0,0,8916.0728274602,9.095610862648735,1362550.0,14.124868502093916,0.0,0.0,54.32,4.078231329838386
EST,2005,26.32,0.0,16.1481338618506,0,0,10414.6381183565,9.250967606894244,1354775.0,14.119145946847318,0.0,0.0,79.53999999999999,4.03703346546265
EST,2006,4.2,0.0,5.082450921570414,0,0,12641.4800976473,9.444738757178463,1346810.0,14.113249391248916,0.0,0.0,56.940000000000005,5.082450921570414
EST,2007,18.48,0.0,7.910789664191375,0,0,16745.4308011148,9.725880712046656,1340680.0,14.108687505898017,0.0,0.0,73.82,3.9553948320956875
EST,2008,28.2,0.0,9.31224398596342,0,0,18205.9064113446,9.809501348512892,1337090.0,14.106006168702605,0.0,0.0,88.42,3.1040813286544733
EST,2009,42.48,0.0,13.522986450353065,0,0,14712.4494217916,9.59644931379145,1334515.0,14.1040784879284,0.0,0.0,119.68,3.3807466125882657
EST,2010,12.9,0.0,10.66641660484705,0,0,14663.7041018705,9.59313061077466,1331475.0,14.101797908243109,0.0,0.0,106.26,2.6666041512117626
EST,2011,0.72,0.0,1.550127745154732,0,0,17555.5455239426,9.77312516325173,1327439.0,14.098762080006669,0.0,0.0,102.78,1.550127745154732
EST,2012,2.28,0.0,1.8744559178726696,0,0,17568.2137969714,9.773846513917094,1322696.0,14.09518263589223,0.0,0.0,86.58000000000001,1.8744559178726696
EST,2013,18.04,0.0,4.255042520068728,0,0,19310.3874900757,9.868398442029909,1317997.0,14.091623717865977,0.0,0.0,76.42,1.418347506689576
EST,2014,1.68,0.0,1.6210843408109354,0,0,20581.7898991695,9.932161978354891,1314545.0,14.089001156114996,0.0,0.0,35.62,1.6210843408109354
EST,2015,18.16,0.0,6.401972837824751,0,0,17722.1557669523,9.782570874036644,1315407.0,14.089656681410414,0.0,0.0,40.879999999999995,2.1339909459415836
EST,2016,32.160000000000004,0.0,2.6277773576038155,0,0,18666.3736521706,9.834478983720828,1315790.0,14.089947803665954,0.0,0.0,72.32000000000001,1.3138886788019077
EST,2017,35.86,0.0,5.306448308070124,0,0,20851.5223496861,9.945182238934962,1317384.0,14.09115850998062,0.0,0.0,105.9,1.7688161026900413
EST,2018,18.7,0.0,1.9155019820580057,0,0,23618.1361254581,10.069770175776512,1321977.0,14.094638901360426,0.0,0.0,106.56000000000002,0.9577509910290029
EST,2019,19.64,0.0,4.323600523887331,0,0,24021.2501413306,10.086694140130202,1326898.0,14.098354445250802,0.0,0.0,124.52000000000001,1.4412001746291103
EST,2020,24.84,0.0,6.287960076811622,0,0,23933.9939421065,10.083055068025152,1329522.0,14.100330037102578,0.0,0.0,131.20000000000002,1.5719900192029055
EST,2021,19.65,0.0,6.220954159542955,0,0,27951.1659277744,10.238214192481523,1330932.0,14.10139000666568,0.0,0.0,118.69,1.5552385398857387
EST,2022,18.0,0.0,3.5266174520663416,0,0,28340.3826549406,10.252043015445,1348840.0,14.114755521780507,0.0,0.0,100.83,1.1755391506887805
EST,2023,25.24,0.0,6.90075993850016,0,0,30264.0064885057,10.317714380709674,1370286.0,14.13053003514124,0.0,0.0,107.36999999999999,1.72518998462504
EST,2024,60.75,0.0,2.482406004540835,0,0,31428.3547816104,10.35546578294303,1372341.0,14.132028598660506,0.0,0.0,148.48,0.8274686681802783
ETH,1992,0.0,457.5,0.0,0,0,207.406400863847,5.334680157729255,51853747.0,17.7639377561811,1.0,1.0,0.0,
ETH,1993,0.0,417.54,0.0,0,0,168.520401400989,5.127056819026974,53708891.0,17.799089113744433,1.0,1.0,0.0,
ETH,1994,0.0,567.72,0.0,0,0,127.685923459033,4.8495735256315875,55611508.0,17.833900716221,1.0,1.0,0.0,
ETH,1995,0.0,526.1,49.54712392342879,0,0,136.523619088963,4.916497633275201,57537335.0,17.867944599408542,1.0,1.0,0.0,2.2521419965194904
ETH,1996,0.0,448.81,49.99847346461638,0,0,147.327458851964,4.992657720569184,59467635.0,17.900942772941782,1.0,1.0,0.0,2.27265788475529
ETH,1997,69.0,380.94,63.81486299932094,0,0,143.369531498844,4.965425433476064,61404539.0,17.93299431546648,0.0,0.0,69.0,2.2005125172179634
ETH,1998,207.78,378.12,67.4205033461312,0,2,126.465095781244,4.839966347415996,63363524.0,17.964398922610652,1.0,2.0,276.78,2.2473501115377066
ETH,1999,152.14999999999998,340.07,62.867223943602994,0,0,120.734631499865,4.7935950090690485,65374561.0,17.99564376522165,1.0,2.0,428.92999999999995,2.1678353084001034
ETH,2000,114.04,395.96,61.09633700089038,0,0,122.269202606069,4.8062251925520165,67411494.0,18.026326095467873,1.0,2.0,542.97,1.9708495806738833
ETH,2001,0.0,403.25,49.687766730067814,0,0,118.457204255261,4.774551749821212,69487762.0,18.05666120869907,1.0,1.0,542.97,1.774563097502422
ETH,2002,20.0,522.81,59.25362205601596,0,0,109.593813612988,4.696780927783857,71635517.0,18.087101556426024,1.0,1.0,493.96999999999997,1.911407163097289
ETH,2003,173.76,1065.85,63.522208057633115,0,0,116.800491132777,4.760467275289199,73832663.0,18.117311779733367,1.0,1.0,459.94999999999993,2.1174069352544374
ETH,2004,239.32,1062.08,63.63292550292055,0,0,133.169812538096,4.891625099824364,76077206.0,18.14725925102652,1.0,1.0,547.1199999999999,1.9885289219662672
ETH,2005,0.0,1214.51,59.559003210696815,0,0,158.243458082465,5.0641347210384575,78367470.0,18.176919475746686,1.0,1.0,433.08,2.0537587314033385
ETH,2006,0.0,1052.11,54.84791232841541,0,0,189.345737521418,5.243574642984934,80703490.0,18.206292378897388,1.0,1.0,433.08,1.8282637442805134
ETH,2007,0.0,1275.92,58.34727682756423,0,0,237.146255996319,5.4686770647071645,83103217.0,18.235593971471076,1.0,1.0,413.08,1.8233524008613822
ETH,2008,0.0,1875.35,53.13593906738318,0,0,316.410475118075,5.7570403425454515,85543668.0,18.264537540367424,1.0,1.0,239.32,1.7140625505607476
ETH,2009,0.0,1836.124,49.18621348843734,0,0,368.574712267445,5.90964343807342,88007636.0,18.29293414140522,1.0,1.0,0.0,1.4466533378952158
ETH,2010,58.0,1874.56,52.673827255938505,0,0,330.619412798644,5.800967903562083,90538514.0,18.321285887202095,1.0,1.0,58.0,1.8163388708944312
ETH,2011,76.47999999999999,1943.152294,62.311869764390714,0,0,343.024942351887,5.837803162749173,93149970.0,18.34972133295063,1.0,1.0,134.48,1.7308852712330753
ETH,2012,193.09,1817.973523,57.42334311539139,0,0,452.101031885754,6.113905676726077,95798767.0,18.37776037229459,1.0,1.0,327.57,1.5519822463619295
ETH,2013,153.76,1939.02267,52.22682807666388,0,0,484.039833104062,6.18216720313197,98438751.0,18.4049450954749,1.0,1.0,481.33,1.4921950879046821
ETH,2014,33.03,1923.663615,53.45048841931269,0,0,549.986577082588,6.309893872624317,101115610.0,18.431775073654595,1.0,1.0,514.36,1.4847357894253523
ETH,2015,9.66,1863.636134,52.730775820489534,0,0,597.912113218663,6.39344377528803,103867135.0,18.45862309226847,1.0,1.0,466.02,1.425156103256474
ETH,2016,54.72,2058.349762,51.97906827527216,0,0,641.651523286233,6.4640453577018855,106718162.0,18.485701917344596,1.0,1.0,444.26,1.4851162364363475
ETH,2017,51.4,2218.95618,47.37554945612891,0,0,696.348429076216,6.545850151556607,109666481.0,18.512954327050984,0.0,0.0,302.57,1.3535871273179687
ETH,2018,12.0,2104.840206,40.65732953554319,0,1,739.702022272086,6.6062474324985425,112664152.0,18.539921845003473,0.0,0.0,160.81,1.1958038098689174
ETH,2019,73.8,2216.181797,42.87943612146685,0,0,793.473247210264,6.6764198244772,115737383.0,18.566834242829625,1.0,1.0,201.57999999999998,1.2251267463276243
ETH,2020,24.5,2366.301493,39.591705489884426,0,0,829.790982547947,6.721173840821098,118917671.0,18.593941971307704,1.0,2.0,216.42,1.1311915854252692
ETH,2021,9.6,2516.843895,40.01608981648087,0,2,893.00983544905,6.794597594756551,122138588.0,18.6206669251881,1.0,2.0,171.29999999999998,1.0815159409859696
ETH,2022,44.95,2880.278363,35.8694792809571,0,0,982.103161506992,6.889696355287955,125384287.0,18.646893875281712,1.0,2.0,164.85,0.8967369820239275
ETH,2023,1.75,3109.542507,32.1244791572088,0,0,1055.81091592527,6.96206439134466,128691692.0,18.67293011725815,1.0,2.0,154.6,0.8237045937745847
ETH,2024,47.9,2804.075164,31.520618943462093,0,0,1133.88279681719,7.033403125169599,132059767.0,18.698765158379604,1.0,2.0,128.7,0.80822099855031
FIN,1992,442.45,0.0,0.0,0,0,22320.1124695857,10.013243455442485,5041992.0,15.433311800056789,0.0,0.0,442.45,
FIN,1993,405.8,0.0,0.0,0,0,17588.6781715509,9.77501068832188,5066447.0,15.43815034094537,0.0,0.0,848.25,
FIN,1994,234.46,0.0,0.0,0,0,20278.29109854,9.917306188796609,5088333.0,15.442460829973667,0.0,0.0,1082.71,
FIN,1995,195.2,0.0,1.88882161484096,0,0,26246.2743214462,10.175279327335094,5107790.0,15.44627738330824,0.0,0.0,1277.91,0.6296072049469866
FIN,1996,551.65,0.0,1.813920556198128,0,0,25756.6777073618,10.15644920091331,5124573.0,15.449557762444517,0.0,0.0,1829.56,0.3627841112396256
FIN,1997,397.0499999999999,0.0,0.0,0,0,24682.29083271,10.113841295134293,5139835.0,15.45253153574878,0.0,0.0,1784.1599999999999,0.0
FIN,1998,559.69,0.0,2.2188121762897444,0,0,25999.9861694953,10.16585128506099,5153498.0,15.455186265373142,0.0,0.0,1938.05,0.4437624352579489
FIN,1999,767.64,0.0,0.0,0,0,26180.4128562349,10.172766809249207,5165474.0,15.457507427864332,0.0,0.0,2471.23,0.0
FIN,2000,472.0,0.0,1.4610157573696212,0,0,24335.9225082659,10.09970883025115,5176209.0,15.459583493018464,0.0,0.0,2748.03,0.4870052524565404
FIN,2001,6.6000000000000005,0.0,0.9279594237731952,0,0,24965.202996776,10.125238254156448,5188008.0,15.461860366437328,0.0,0.0,2202.98,0.3093198079243984
FIN,2002,15.2,0.0,0.468785312014596,0,0,26989.389260959,10.203199077410677,5200598.0,15.464284176939662,0.0,0.0,1821.13,0.117196328003649
FIN,2003,241.6,0.0,0.0,0,0,32920.0857192568,10.401838258653251,5213014.0,15.466668749340345,0.0,0.0,1503.04,0.0
FIN,2004,67.3,0.0,0.0,0,0,37768.1334202029,10.539220994845463,5228172.0,15.469572252955532,0.0,0.0,802.7,0.0
FIN,2005,92.55,0.0,0.0,0,0,39049.8703780223,10.57259483587749,5246096.0,15.4729947388984,0.0,0.0,423.25,0.0
FIN,2006,131.7,0.0,0.0,0,0,41214.0187765069,10.62653373902748,5266268.0,15.476832510261453,0.0,0.0,548.3499999999999,0.0
FIN,2007,139.91,0.0,0.0,0,0,48473.0240091455,10.788762716188636,5288720.0,15.481086808582456,0.0,0.0,673.0600000000001,0.0
FIN,2008,134.16,0.0,0.4127700967474918,0,0,53769.4726240385,10.892461161759316,5313399.0,15.485742301427535,0.0,0.0,565.62,0.06879501612458197
FIN,2009,36.5,0.0,0.0,0,0,47478.3495310999,10.76802908676937,5338871.0,15.490524765362364,0.0,0.0,534.8199999999999,0.0
FIN,2010,44.1,0.0,2.3077678202334955,0,0,46506.2919016566,10.74734289213496,5363352.0,15.495099710717025,0.0,0.0,486.37,0.3846279700389159
FIN,2011,59.82,0.0,1.0043642751719415,0,0,51060.3242589767,10.840763041323228,5388272.0,15.499735297792014,0.0,0.0,414.49,0.1434806107388488
FIN,2012,86.9,0.0,0.0,0,0,47551.6740841369,10.76957227417055,5413971.0,15.504493392658846,0.0,0.0,361.48,0.0
FIN,2013,253.65,0.0,1.0852434386795573,0,0,49691.0145200739,10.81357940137474,5438972.0,15.5091006303867,0.0,0.0,480.97,0.18087390644659287
FIN,2014,182.39,0.0,1.194514958147264,0,0,50073.7760815871,10.821252718529616,5461512.0,15.513236232461892,0.0,0.0,626.86,0.19908582635787733
FIN,2015,267.55,0.0,0.0,0,0,42560.3456767103,10.658678246085698,5479531.0,15.516530071320078,0.0,0.0,850.31,0.0
FIN,2016,111.9,0.0,0.0,0,0,43451.2562442158,10.679395042685613,5495303.0,15.519404285336954,0.0,0.0,902.3900000000001,0.0
FIN,2017,46.92,0.0,0.0,0,0,46085.0174739036,10.738243175594528,5508214.0,15.52175099065401,0.0,0.0,862.41,0.0
FIN,2018,81.84,0.0,1.1690880300634618,0,0,49654.2497035329,10.812839259033648,5515525.0,15.523077401061927,0.0,0.0,690.6,0.29227200751586546
FIN,2019,85.69999999999999,0.0,1.1387278429753969,0,0,48358.1807773701,10.78639068568719,5521606.0,15.52417931796684,0.0,0.0,593.91,0.37957594765846564
FIN,2020,113.7,0.0,0.997385994974356,0,0,48828.6846862799,10.796073220102286,5529543.0,15.525615729938966,0.0,0.0,440.06,0.16623099916239267
FIN,2021,38.3,0.0,1.1115508781615298,0,0,53099.1351400148,10.879915919715373,5541017.0,15.52768861588304,0.0,0.0,366.46,0.27788771954038244
FIN,2022,30.3,0.0,1.147886719273406,0,0,50440.560224974,10.828550896777168,5556106.0,15.5304080611481,0.0,0.0,349.84000000000003,0.3826289064244686
FIN,2023,37.3,0.0,2.9054787496606753,0,0,52834.2916752703,10.87491572243096,5583911.0,15.535399984901913,0.0,0.0,305.29999999999995,0.9684929165535584
FIN,2024,64.05,0.0,3.2628176223545555,0,0,53149.7671934051,10.880869003579976,5619911.0,15.541826385445546,0.0,0.0,283.65,0.8157044055886389
FJI,1992,3.25,55.120000000000005,0.0,1,0,1951.25592930351,7.576228510545594,785346.0,13.573879663987691,0.0,0.0,3.25,
FJI,1993,0.0,51.33,0.0,1,0,2070.04734110195,7.635326756095458,790369.0,13.580255203998872,0.0,0.0,3.25,
FJI,1994,6.0,36.18,0.0,1,0,2297.18005884304,7.73943758831649,794771.0,13.585809301827544,0.0,0.0,9.25,
FJI,1995,12.0,40.45,0.0,1,0,2466.74347815903,7.81065412983352,798746.0,13.590798276836615,0.0,0.0,21.25,
FJI,1996,0.0,42.42999999999999,0.0,1,0,2648.32766264,7.881683649069451,803789.0,13.59709207590733,0.0,0.0,21.25,
FJI,1997,0.0,40.1,0.0,1,0,2573.72338605678,7.85310891775693,812139.0,13.607426786759811,0.0,0.0,18.0,
FJI,1998,0.0,36.19,0.0,1,0,2010.49636073149,7.606136916204624,822258.0,13.619809493405008,0.0,0.0,18.0,
FJI,1999,0.0,38.5,0.0,1,0,2327.95720514091,7.752746426010934,831828.0,13.631380967662365,0.0,0.0,12.0,
FJI,2000,0.0,28.99,0.0,1,0,1995.72071163264,7.5987605230493855,840909.0,13.642238728582123,0.0,0.0,0.0,
FJI,2001,0.0,24.21,0.0,1,0,1944.997414609,7.573015926801792,849596.0,13.6525162213608,0.0,0.0,0.0,
FJI,2002,0.0,31.589999999999996,0.0,1,0,2136.56794118683,7.6669560548063265,858049.0,13.66241648639652,0.0,0.0,0.0,
FJI,2003,0.0,43.25,0.0,1,0,2655.58079586044,7.884418665255533,866286.0,13.67197038706428,0.0,0.0,0.0,
FJI,2004,0.0,36.89,0.0,0,0,3097.19096651759,8.038250839847327,874366.0,13.681254331282434,0.0,0.0,0.0,
FJI,2005,0.0,39.25,0.0,0,0,3377.69126953493,8.124947698737179,882379.0,13.6903769479075,0.0,0.0,0.0,
FJI,2006,0.0,40.26,0.0,1,0,3455.10599907349,8.147608415636649,890365.0,13.699386769994785,0.0,0.0,0.0,
FJI,2007,0.0,33.23,0.0,1,0,3762.74692789299,8.232904535579541,897832.0,13.707738247376897,0.0,0.0,0.0,
FJI,2008,0.0,34.449999999999996,0.0,1,0,3899.92231512129,8.268711912719679,903399.0,13.71391959527265,0.0,0.0,0.0,
FJI,2009,0.0,50.97,0.0,1,0,3164.13275408169,8.05963428568171,907239.0,13.718161200449597,0.0,0.0,0.0,
FJI,2010,0.0,63.09,0.0,1,0,3449.14452883369,8.145881516620681,910419.0,13.721660212083703,0.0,0.0,0.0,
FJI,2011,0.0,64.574098,0.0,1,0,4139.60288609702,8.328355140986021,912989.0,13.724479111311757,0.0,0.0,0.0,
FJI,2012,0.0,87.252556,0.0,1,0,4341.40338748749,8.375952935996727,914918.0,13.726589722755431,0.0,0.0,0.0,
FJI,2013,0.0,67.285109,0.0,1,0,4572.44377544245,8.427803083949389,916352.0,13.728155849315804,0.0,0.0,0.0,
FJI,2014,0.0,73.157657,0.0,1,0,5293.35676680464,8.574207873101425,917585.0,13.72950049767153,0.0,0.0,0.0,
FJI,2015,0.0,70.16320400000001,0.0,1,0,5097.53106864695,8.536511597309282,918578.0,13.730582101098683,0.0,0.0,0.0,
FJI,2016,0.0,94.852332,0.0,1,0,5363.79026679243,8.587426143486585,919166.0,13.731222016146772,0.0,0.0,0.0,
FJI,2017,1.4,95.560817,0.0,1,0,5826.84814459328,8.670231506153632,918759.0,13.730779125379572,0.0,0.0,1.4,
FJI,2018,0.0,84.922894,0.0,1,0,6085.41979485376,8.713650991514301,917180.0,13.72905902423316,0.0,0.0,1.4,
FJI,2019,0.0,83.17793,0.0,1,0,5842.07344577597,8.672841054894672,914899.0,13.726568955651398,0.0,0.0,1.4,
FJI,2020,7.0,122.324457,0.0,1,0,4620.6457238014,8.43828974136586,914963.0,13.726638906281584,0.0,0.0,8.4,
FJI,2021,0.0,408.244468,0.0,1,0,4536.73312110335,8.419962455166226,916711.0,13.728547543441524,0.0,0.0,8.4,
FJI,2022,0.0,164.32033800000002,0.0,1,0,5414.12092119088,8.596765804832636,919422.0,13.731500490717098,0.0,0.0,7.0,
FJI,2023,0.0,160.956173,0.0,1,0,5926.20586394763,8.687139466637046,924145.0,13.736624264719088,0.0,0.0,7.0,
FJI,2024,15.96,167.678481,0.0,1,0,6425.74151715712,8.768067314334736,928784.0,13.741631482688586,0.0,0.0,22.96,
FRA,1992,423.85,0.0,0.0,0,0,23615.0168565483,10.069638096136794,58846584.0,17.890444344106477,0.0,0.0,423.85,
FRA,1993,96.03,0.0,0.0,0,0,22238.8250618434,10.009594917015884,59103094.0,17.894793832951866,0.0,0.0,519.88,
FRA,1994,79.8,0.0,0.0,0,0,23359.8985104774,10.058776092346998,59324863.0,17.898539050970328,0.0,0.0,599.6800000000001,
FRA,1995,97.4,0.0,1.2977936726272776,0,0,26791.8151982369,10.195851716803077,59541294.0,17.902180646604286,0.0,0.0,697.08,0.3244484181568194
FRA,1996,64.0,0.0,1.492734231746665,0,0,26757.6351494145,10.194575137744197,59754504.0,17.905755126688046,0.0,0.0,761.08,0.37318355793666624
