recipient_iso3,year,arms_tiv_total,oda_total,econ_neocol_score_total,colonial_tie_flag,journalist_killings,gdp_per_capita,gdp_per_capita_log,population,population_log,armed_conflict,conflict_intensity,arms_tiv_stock_5yr,econ_neocol_score_mean
AGO,1999,359.94,251.87,70.76608081790202,1,1,392.725539027496,5.973110993916721,15667235.0,16.56708214694399,1.0,2.0,561.62,2.6209659562185936
AGO,2000,149.01,197.74,73.78461817630112,1,0,563.733795571487,6.334582146406409,16194869.0,16.60020502163852,1.0,2.0,709.67,2.732763636159301
AGO,2001,157.35,180.61,77.83661398991411,1,0,533.586202412447,6.279620636719214,16747208.0,16.633742115774435,1.0,2.0,823.32,2.8828375551820042
AGO,2002,148.4,286.53,61.13652308312634,1,0,999.065855913758,6.906820698311399,17327699.0,16.66781687734258,1.0,1.0,964.42,2.26431566974542
AGO,2003,47.85,372.69,62.51628937535733,1,0,1133.66331960607,7.0332095439143245,17943712.0,16.702750305120254,1.0,1.0,862.5500000000001,2.232724620548476
AGO,2004,8.36,1016.13,60.46632593826472,1,0,1451.47117872493,7.280332927067017,18600423.0,16.73869488036032,1.0,1.0,510.96999999999997,2.085045722009128
AGO,2005,38.48,248.32,60.70202296584502,1,0,2145.88621096327,7.671307898002573,19291161.0,16.775157569695963,0.0,0.0,400.44,2.167929391637322
AGO,2006,6.6,243.01,61.533362409694625,1,0,2930.4442860732,7.982909323988002,20015279.0,16.812006489856998,0.0,0.0,249.69,2.121840083092918
AGO,2007,34.85,191.19,66.7364744397932,1,0,3515.05678986535,8.164810960548206,20778561.0,16.84943229195936,1.0,1.0,136.14,2.152789498057845
AGO,2008,29.2,221.31,62.19775094120482,1,0,4578.15526451517,8.429051415296763,21578655.0,16.887215189623912,0.0,0.0,117.49000000000001,2.3036204052298084
AGO,2009,20.0,154.78,54.44666147243326,1,0,3645.14846562976,8.20115237492458,22414773.0,16.925230808373396,1.0,1.0,129.13,2.1778664588973307
AGO,2010,0.0,167.17,56.617293107005395,1,2,4101.63715566712,8.319141479251144,23294825.0,16.96374179086311,0.0,0.0,90.65,2.264691724280216
AGO,2011,0.0,129.518074,58.563005955384845,1,0,5184.15269149912,8.553361691977027,24218352.0,17.002621250834476,0.0,0.0,84.05000000000001,2.0194139984615465
AGO,2012,0.0,136.47281,61.57102996773311,1,0,5702.45306277434,8.648651723133758,25177394.0,17.041457086387343,0.0,0.0,49.2,2.198965355990468
AGO,2013,30.6,156.64111,70.70754301325641,1,0,5688.57916215215,8.6462157880563,26165620.0,17.079956893284507,0.0,0.0,50.6,2.3569181004418804
AGO,2014,2.36,118.279133,65.6823758537487,1,0,5649.68762469139,8.639355534946827,27160769.0,17.11728417395056,0.0,0.0,32.96,2.18941252845829
AGO,2015,50.84,305.90719,55.04755583592462,1,0,3641.72893919944,8.200213831158477,28157798.0,17.15333489017392,0.0,0.0,83.80000000000001,1.8981915805491247
AGO,2016,154.43,94.679038,63.35028207365171,1,0,2051.81462126253,7.626479861694373,29183070.0,17.18909930457212,1.0,1.0,238.23000000000002,2.0435574862468293
AGO,2017,112.26,96.394282,54.896343298614696,1,0,2790.71886869768,7.93405450065845,30234839.0,17.22450542672075,1.0,1.0,350.49,1.8929773551246447
AGO,2018,273.22,98.410149,53.18677075617072,1,0,2860.0936483682,7.958609647462504,31297155.0,17.259037756810528,0.0,0.0,593.11,1.9698803983766933
AGO,2019,166.68,85.55686399999999,45.64147984980828,1,0,2493.67884440177,7.821514346657859,32375632.0,17.29291659902896,1.0,1.0,757.4300000000001,1.825659193992331
AGO,2020,50.64,79.950071,53.53463902636369,1,0,1759.35619918264,7.472703225193596,33451132.0,17.325596185520457,1.0,1.0,757.2300000000001,1.7844879675454564
AGO,2021,0.0,146.82641,47.75176640543558,1,0,2303.90812662776,7.742362145425139,34532429.0,17.357409411519967,0.0,0.0,602.8000000000001,1.7685839409420585
AGO,2022,45.8,130.610753,50.37725194784394,1,0,3682.1131513698,8.21124209227407,35635029.0,17.388839672724426,1.0,1.0,536.34,1.799187569565855
AGO,2023,15.0,128.05854,54.29495117761165,1,0,2916.13663284275,7.978014948286916,36749906.0,17.41964622579672,0.0,0.0,278.12,1.8098317059203883
AGO,2024,15.5,170.611264,48.54167094042814,1,0,2665.87444776753,7.888287405769062,37885849.0,17.450088223021286,1.0,1.0,126.94,1.7978396644603014
AIA,1992,0.0,3.48,0.0,0,0,,,,,,,0.0,
AIA,1993,0.0,3.55,0.0,0,0,,,,,,,0.0,
AIA,1994,0.0,5.2,0.0,0,0,,,,,,,0.0,
AIA,1995,0.0,2.52,0.0,0,0,,,,,,,0.0,
AIA,1996,0.0,2.34,0.0,0,0,,,,,,,0.0,
AIA,1997,0.0,1.79,0.0,0,0,,,,,,,0.0,
AIA,1998,0.0,3.21,0.0,0,0,,,,,,,0.0,
AIA,1999,0.0,2.72,0.0,0,0,,,,,,,0.0,
AIA,2000,0.0,3.77,0.0,0,0,,,,,,,0.0,
AIA,2001,0.0,3.02,0.0,0,0,,,,,,,0.0,
AIA,2002,0.0,1.8,0.0,0,0,,,,,,,0.0,
AIA,2003,0.0,1.8,0.0,0,0,,,,,,,0.0,
AIA,2004,0.0,1.38,0.0,0,0,,,,,,,0.0,
AIA,2005,0.0,4.3,0.0,0,0,,,,,,,0.0,
AIA,2006,0.0,0.31,0.0,0,0,,,,,,,0.0,
AIA,2007,0.0,2.62,0.0,0,0,,,,,,,0.0,
AIA,2008,0.0,0.08,0.0,0,0,,,,,,,0.0,
AIA,2009,0.0,1.54,0.0,0,0,,,,,,,0.0,
AIA,2010,0.0,0.3,0.0,0,0,,,,,,,0.0,
AIA,2011,0.0,0.39,0.0,0,0,,,,,,,0.0,
AIA,2012,0.0,0.55,0.0,0,0,,,,,,,0.0,
AIA,2013,0.0,2.841394,0.0,0,0,,,,,,,0.0,
ALB,1992,0.0,214.47,0.0,0,0,200.852219772323,5.302569412635298,3247039.0,14.993254062100007,0.0,0.0,0.0,
ALB,1993,0.0,119.7,0.0,0,0,367.279225077581,5.906122390043241,3227287.0,14.987152404172706,0.0,0.0,0.0,
ALB,1994,0.0,69.3,0.0,0,0,586.416135130865,6.374029665764947,3207536.0,14.98101359910341,0.0,0.0,0.0,
ALB,1995,25.5,80.58,34.35182788831743,0,0,911.320465445326,6.814894608668249,3187784.0,14.97483656251904,0.0,0.0,25.5,1.7175913944158716
ALB,1996,0.0,122.78,31.65574485308737,0,0,1020.97618050188,6.928514488315524,3168033.0,14.968621448528866,0.0,0.0,25.5,1.6660918343730196
ALB,1997,0.0,118.92,34.59803292895373,0,0,728.545523729675,6.5910501133598345,3148281.0,14.962367147559869,0.0,0.0,25.5,1.6475253775692251
ALB,1998,0.0,97.7,37.747973216439725,0,0,831.175344077295,6.722840776300421,3128530.0,14.956073803634608,0.0,0.0,25.5,1.7158169643836239
ALB,1999,0.0,262.68,44.149945982530774,0,0,1056.34481153033,6.96256993703856,3108778.0,14.949740280894735,0.0,0.0,25.5,1.8395810826054488
ALB,2000,0.0,143.28,40.87975555372109,0,0,1160.42047054038,7.056537693026137,3089027.0,14.9433667125553,0.0,0.0,0.0,1.5722982905277343
ALB,2001,0.0,152.51999999999998,45.6762616960054,0,0,1326.41652388077,7.190236241994002,3060173.0,14.93398200827818,0.0,0.0,0.0,1.6917133961483481
ALB,2002,0.0,185.48,40.66140952831881,0,0,1479.83884572006,7.299688472802442,3051010.0,14.930983241307333,0.0,0.0,0.0,1.5639003664738005
ALB,2003,1.96,239.85,42.250884126162,0,0,1908.69900687608,7.554177140721403,3039616.0,14.92724174961442,0.0,0.0,1.96,1.4569270388331723
ALB,2004,0.0,178.54000000000002,45.26617791687177,0,0,2446.90949947798,7.802581078483289,3026939.0,14.92306243583516,0.0,0.0,1.96,1.5609026867886817
ALB,2005,7.34,188.09,41.5546789647342,0,0,2741.72136549578,7.916341237707155,3011487.0,14.91794453467094,0.0,0.0,9.3,1.4840956773119358
ALB,2006,0.0,203.66,44.903523475545526,0,0,3057.77257038113,8.025442011709254,2992547.0,14.911635422222425,0.0,0.0,9.3,1.6630934620572417
ALB,2007,4.75,213.49,46.41590097195039,0,0,3743.05529896187,8.2276574817632,2970017.0,14.904078234668225,0.0,0.0,14.05,1.6577107489982283
ALB,2008,0.0,279.64,38.608547936186454,0,0,4498.50486763601,8.411500368914165,2947314.0,14.896404805076802,0.0,0.0,12.09,1.2869515978728818
ALB,2009,0.0,259.561,36.21376184805223,0,0,4213.65007574693,8.346084552412908,2927519.0,14.889665864612285,0.0,0.0,12.09,1.168185866066201
ALB,2010,0.0,234.58,58.314533478468086,0,0,4149.14469936847,8.330657495446216,2913021.0,14.884701244978409,0.0,0.0,4.75,2.010845982016141
ALB,2011,0.0,211.13,59.47783992769126,0,0,4465.70914328865,8.40418330338464,2905195.0,14.882011071660765,0.0,0.0,4.75,1.8586824977403518
ALB,2012,14.5,188.426267,56.49184701618771,0,0,4280.93316338873,8.361926293640154,2860708.0,14.866579704607537,0.0,0.0,14.5,1.765370219255866
ALB,2013,7.25,165.264217,55.76302602902231,0,0,4542.92903556739,8.421327245027097,2816902.0,14.851148257470973,0.0,0.0,21.75,1.7425945634069473
ALB,2014,7.25,178.38388,56.45932995280549,0,0,4793.59751131525,8.475036454714497,2773767.0,14.835716882097046,0.0,0.0,29.0,1.9468734466484652
ALB,2015,6.74,263.059615,62.29073533164747,0,0,4199.53912925398,8.342730067120554,2731293.0,14.8202856814092,0.0,0.0,35.74,1.9465854791139834
ALB,2016,0.0,121.116744,63.30266662886168,0,0,4457.63412207495,8.402373438364819,2689469.0,14.804854334323002,0.0,0.0,35.74,2.0420215041568284
ALB,2017,0.62,137.39746200000002,65.02197589595197,0,0,5006.36012951959,8.518464408980618,2648285.0,14.789422818646306,0.0,0.0,21.86,1.857770739884342
ALB,2018,0.88,172.578171,68.63832806845548,0,0,5897.65452588774,8.68231001286951,2607733.0,14.773991819487154,0.0,0.0,15.49,1.9610950876701565
ALB,2019,4.74,164.812124,71.16676711498954,0,0,6069.43903131027,8.711021463194774,2567801.0,14.758560448577477,0.0,0.0,12.98,1.7357748076826718
ALB,2020,1.3,254.338885,68.49355019383421,0,0,6027.91350716348,8.70415621113042,2528480.0,14.74312888964293,0.0,0.0,7.54,1.8511770322657894
ALB,2021,1.04,319.191443,73.22991807207805,0,0,7242.45513146613,8.887715534452225,2489762.0,14.72769768154329,0.0,0.0,8.58,1.9271031071599487
ALB,2022,0.0,250.173727,74.24552610267645,0,0,7756.96188744253,8.95634602716728,2451636.0,14.712266114773712,0.0,0.0,7.96,2.0623757250743457
ALB,2023,0.78,243.846095,67.64804423321837,0,1,9730.86921906893,9.183058505112822,2414095.0,14.696835033634953,0.0,0.0,7.86,1.8791123398116214
ALB,2024,12.4,289.72727299999997,58.61505584247764,0,0,11377.7757431099,9.339417235423078,2377128.0,14.681403594282491,0.0,0.0,15.52,1.5841906984453415
ARE,1992,204.5,3.37,0.0,1,0,25648.2727760844,10.15223151016725,2114730.0,14.56443770273887,0.0,0.0,204.5,
ARE,1993,582.44,2.43,0.0,1,0,25032.7822702907,10.127941535671011,2222093.0,14.61396010249127,0.0,0.0,786.94,
ARE,1994,571.31,4.0,0.0,1,0,25472.6396578979,10.145360200526428,2328188.0,14.66060084058662,0.0,0.0,1358.25,
ARE,1995,425.95,5.01,29.2760005907343,1,0,27003.2006807782,10.20371068169324,2434662.0,14.705318495829054,0.0,0.0,1784.2,2.6614545991576635
ARE,1996,480.8,0.0,15.94540350305093,1,0,28323.1650870532,10.251435303111288,2597564.0,14.770084640728015,0.0,0.0,2265.0,2.6575672505084884
ARE,1997,689.6500000000001,0.0,17.526080119124153,1,0,27982.7957040564,10.239345161171409,2817410.0,14.851328581173806,0.0,0.0,2750.15,2.5037257313034504
