recipient_iso3,year,arms_tiv_total,oda_total,econ_neocol_score_total,colonial_tie_flag,journalist_killings,gdp_per_capita,gdp_per_capita_log,population,population_log,armed_conflict,conflict_intensity
ABW,1992,0.0,29.85,0.0,0,0,13892.6051427736,9.539111973437375,69005.0,11.14193424472214,0.0,0.0
ABW,1993,0.0,22.97,0.0,0,0,14700.9598081521,9.5956680637069,73685.0,11.207554529647362,0.0,0.0
ABW,1994,0.0,15.93,0.0,0,0,16055.2877874337,9.683793531460047,77595.0,11.259258271105724,0.0,0.0
ABW,1995,0.0,17.98,0.0,0,0,16548.7173868987,9.71406387852094,79805.0,11.28734143811666,0.0,0.0
ABW,1996,0.0,20.33,0.0,0,0,16620.9545555513,9.718419500908857,83021.0,11.326848866824776,0.0,0.0
ABW,1997,0.0,23.73,0.0,0,0,17750.0095644198,9.78414133374397,86301.0,11.3655964644899,0.0,0.0
ABW,1998,0.0,10.69,0.0,0,0,18828.0870594071,9.84310502644316,88451.0,11.39020400534652,0.0,0.0
ABW,1999,0.0,0.01,0.0,0,0,19216.1972354472,9.863508808393192,89659.0,11.403768864401638,0.0,0.0
AFG,1992,0.0,130.62,0.0,0,0,,,13278974.0,16.401692439991784,1.0,2.0
AFG,1993,0.0,107.58,0.0,0,0,,,14943172.0,16.519765031063496,1.0,2.0
AFG,1994,0.0,135.02,0.0,0,1,,,16250794.0,16.603652327084795,1.0,2.0
AFG,1995,0.0,106.05,0.0,0,0,,,17065836.0,16.652589128282113,1.0,2.0
AFG,1996,0.0,84.58,0.0,0,0,,,17763266.0,16.692643175017825,1.0,2.0
AFG,1997,0.0,124.36,0.0,0,0,,,18452091.0,16.730688255362406,1.0,2.0
AFG,1998,0.0,98.46,0.0,0,1,,,19159996.0,16.7683351217387,1.0,2.0
AFG,1999,0.0,104.6,0.0,0,0,,,19887785.0,16.805616282135176,1.0,2.0
AFG,2000,0.0,87.69,4.297021584084753,0,0,174.930991430166,5.16439156146838,20130327.0,16.81773804189536,1.0,2.0
AFG,2001,0.0,329.91,4.226442734898529,0,9,138.706821676113,4.932362509068179,20284307.0,16.825358090864352,1.0,2.0
AFG,2002,34.4,1019.27,5.488853232082333,0,0,178.954088379235,5.187129283440217,21378117.0,16.877878386717132,1.0,1.0
AFG,2003,0.0,1230.89,5.366944596406939,0,0,198.871115728727,5.29265695524774,22733049.0,16.939330326735984,1.0,1.0
AFG,2004,0.0,1761.1,5.455880350765493,0,0,221.763653873013,5.401612192565894,23560654.0,16.975088675275803,1.0,1.0
AFG,2005,33.400000000000006,2233.69,5.366192460362761,0,0,254.184249149336,5.538059394401834,24404567.0,17.01028084488006,1.0,2.0
AFG,2006,3.36,2488.4700000000003,5.885483014079304,0,3,274.218553561575,5.613925429177434,25424094.0,17.051207865045694,1.0,2.0
AFG,2007,39.96,4113.01,5.867744150009332,0,3,376.223152003876,5.9301824567167385,25909852.0,17.070133840441702,1.0,2.0
AFG,2008,130.29000000000002,4172.09,5.626797074950492,0,2,381.73323802844,5.944722034892284,26482622.0,17.091999302258,1.0,2.0
AFG,2009,326.27,5281.96,5.407360965362523,0,3,452.053705477043,6.113800990201086,27466101.0,17.12846311133932,1.0,2.0
AFG,2010,365.2,5667.75,5.9617703160305,0,3,560.621505463146,6.329045999506046,28284089.0,17.15780997835667,1.0,2.0
AFG,2011,632.41,6122.907733999999,6.580455496343079,0,2,606.694676337726,6.4080256601244,29347708.0,17.194725009195857,1.0,2.0
AFG,2012,517.99,5874.376438,6.050823379632457,0,1,651.417134470046,6.479150196564419,30560034.0,17.23520363482742,1.0,2.0
AFG,2013,252.86,4424.20702,5.816582587910291,0,0,637.087099117099,6.456906379532865,31622704.0,17.26938590158588,1.0,2.0
AFG,2014,322.55,4186.252493999999,5.685984100501793,0,5,625.054941813938,6.437839552775117,32792523.0,17.30571109005108,1.0,2.0
AFG,2015,131.02,3708.081208,5.733196598022054,0,0,565.569730408751,6.337833595485375,33831764.0,17.33691068246577,1.0,2.0
AFG,2016,171.0,3260.218753,6.021918839513563,0,6,522.082215583898,6.257825076599218,34700612.0,17.362267881649167,1.0,2.0
AFG,2017,235.94,2907.9688610000003,5.983809696761914,0,11,525.469770891619,6.264292664193559,35688935.0,17.390351254729715,1.0,2.0
AFG,2018,312.76,2711.767957,5.836104323519857,0,16,491.337221382603,6.197130697311605,36743039.0,17.419459350715854,1.0,2.0
AFG,2019,380.75,3059.4105870000003,5.55083433444629,0,2,496.6025042585,6.207789915869446,37856121.0,17.44930324207805,1.0,2.0
AFG,2020,231.26,2393.369029,5.42007109148248,0,6,510.787063366811,6.235952797617645,39068979.0,17.480839334107248,1.0,2.0
AFG,2021,64.83,3581.803974,5.50984678961176,0,4,356.496214115892,5.876323620207197,40000412.0,17.504400312025165,1.0,2.0
AFG,2022,0.0,3048.7120269999996,5.501750527368681,0,0,357.261152798144,5.878467034791953,40578842.0,17.518757355730035,1.0,1.0
AFG,2023,0.0,2254.1264149999997,5.134812127287922,0,1,413.757894705303,6.0252810073679735,41454761.0,17.540113294228174,1.0,1.0
AFG,2024,0.0,1588.221379,0.0,0,0,,,42647492.0,17.568479025952527,1.0,1.0
AGO,1992,0.0,194.17,0.0,1,1,668.706017459877,6.505344527763092,12423712.0,16.33511746260186,1.0,2.0
AGO,1993,102.88,154.31,0.0,1,3,449.727894936295,6.108642721953597,12827135.0,16.367073406901117,1.0,2.0
AGO,1994,113.46,223.84,0.0,1,1,334.973590276074,5.81405169372063,13249764.0,16.399490298917126,1.0,2.0
AGO,1995,0.96,241.88,7.919457744195372,1,1,404.29481849612,6.002144360576769,13699778.0,16.432890186287498,1.0,1.0
AGO,1996,43.7,294.59000000000003,7.812523930550343,1,1,531.115366543271,6.27497926043715,14170973.0,16.466706275505636,1.0,1.0
AGO,1997,7.300000000000001,227.18,7.757513391552283,1,0,521.70291489053,6.257098297305301,14660413.0,16.500661425922274,1.0,1.0
AGO,1998,149.72,214.59,7.654028919755295,1,1,429.188126933192,6.061895347124123,15159370.0,16.534129380586762,1.0,2.0
AGO,1999,359.94,251.87,7.746717026948097,1,1,392.725539027496,5.973110993916721,15667235.0,16.56708214694399,1.0,2.0
AGO,2000,149.01,197.74,8.729716061085275,1,0,563.733795571487,6.334582146406409,16194869.0,16.60020502163852,1.0,2.0
AGO,2001,157.35,180.61,8.706408113707528,1,0,533.586202412447,6.279620636719214,16747208.0,16.633742115774435,1.0,2.0
AGO,2002,148.4,286.53,7.947429292031219,1,0,999.065855913758,6.906820698311399,17327699.0,16.66781687734258,1.0,1.0
AGO,2003,47.85,372.69,7.723944900734988,1,0,1133.66331960607,7.0332095439143245,17943712.0,16.702750305120254,1.0,1.0
AGO,2004,8.36,1016.13,7.017291327973077,1,0,1451.47117872493,7.280332927067017,18600423.0,16.73869488036032,1.0,1.0
AGO,2005,38.48,248.32,7.16846823067499,1,0,2145.88621096327,7.671307898002573,19291161.0,16.775157569695963,0.0,0.0
AGO,2006,6.6,243.01,7.244492803509544,1,0,2930.4442860732,7.982909323988002,20015279.0,16.812006489856998,0.0,0.0
AGO,2007,34.85,191.19,7.356046439044714,1,0,3515.05678986535,8.164810960548206,20778561.0,16.84943229195936,1.0,1.0
AGO,2008,29.2,221.31,7.221123606639667,1,0,4578.15526451517,8.429051415296763,21578655.0,16.887215189623912,0.0,0.0
AGO,2009,20.0,154.78,6.799988808124896,1,0,3645.14846562976,8.20115237492458,22414773.0,16.925230808373396,1.0,1.0
AGO,2010,0.0,167.17,7.125588889312523,1,2,4101.63715566712,8.319141479251144,23294825.0,16.96374179086311,0.0,0.0
AGO,2011,0.0,129.518074,7.097769283301888,1,0,5184.15269149912,8.553361691977027,24218352.0,17.002621250834476,0.0,0.0
AGO,2012,0.0,136.47281,7.2498372919764575,1,0,5702.45306277434,8.648651723133758,25177394.0,17.041457086387343,0.0,0.0
AGO,2013,30.6,156.64111,7.363933744602164,1,0,5688.57916215215,8.6462157880563,26165620.0,17.079956893284507,0.0,0.0
AGO,2014,2.36,118.279133,7.2676808614936785,1,0,5649.68762469139,8.639355534946827,27160769.0,17.11728417395056,0.0,0.0
AGO,2015,50.84,305.90719,6.510491252745944,1,0,3641.72893919944,8.200213831158477,28157798.0,17.15333489017392,0.0,0.0
AGO,2016,154.43,94.679038,6.843396950497374,1,0,2051.81462126253,7.626479861694373,29183070.0,17.18909930457212,1.0,1.0
AGO,2017,112.26,96.394282,6.831163939171179,1,0,2790.71886869768,7.93405450065845,30234839.0,17.22450542672075,1.0,1.0
AGO,2018,273.22,98.410149,7.083536552914861,1,0,2860.0936483682,7.958609647462504,31297155.0,17.259037756810528,0.0,0.0
AGO,2019,166.68,85.55686399999999,6.851916665849036,1,0,2493.67884440177,7.821514346657859,32375632.0,17.29291659902896,1.0,1.0
AGO,2020,50.64,79.950071,6.793254999363071,1,0,1759.35619918264,7.472703225193596,33451132.0,17.325596185520457,1.0,1.0
AGO,2021,0.0,146.82641,6.848456159989155,1,0,2303.90812662776,7.742362145425139,34532429.0,17.357409411519967,0.0,0.0
AGO,2022,45.8,130.610753,6.718884236489183,1,0,3682.1131513698,8.21124209227407,35635029.0,17.388839672724426,1.0,1.0
AGO,2023,15.0,128.05854,6.799484803390932,1,0,2916.13663284275,7.978014948286916,36749906.0,17.41964622579672,0.0,0.0
AGO,2024,15.5,170.611264,6.500212259784385,1,0,2665.87444776753,7.888287405769062,37885849.0,17.450088223021286,1.0,1.0
AIA,1992,0.0,3.48,0.0,0,0,,,,,,
AIA,1993,0.0,3.55,0.0,0,0,,,,,,
AIA,1994,0.0,5.2,0.0,0,0,,,,,,
AIA,1995,0.0,2.52,0.0,0,0,,,,,,
AIA,1996,0.0,2.34,0.0,0,0,,,,,,
AIA,1997,0.0,1.79,0.0,0,0,,,,,,
AIA,1998,0.0,3.21,0.0,0,0,,,,,,
AIA,1999,0.0,2.72,0.0,0,0,,,,,,
AIA,2000,0.0,3.77,0.0,0,0,,,,,,
AIA,2001,0.0,3.02,0.0,0,0,,,,,,
AIA,2002,0.0,1.8,0.0,0,0,,,,,,
AIA,2003,0.0,1.8,0.0,0,0,,,,,,
AIA,2004,0.0,1.38,0.0,0,0,,,,,,
AIA,2005,0.0,4.3,0.0,0,0,,,,,,
AIA,2006,0.0,0.31,0.0,0,0,,,,,,
AIA,2007,0.0,2.62,0.0,0,0,,,,,,
AIA,2008,0.0,0.08,0.0,0,0,,,,,,
AIA,2009,0.0,1.54,0.0,0,0,,,,,,
AIA,2010,0.0,0.3,0.0,0,0,,,,,,
AIA,2011,0.0,0.39,0.0,0,0,,,,,,
AIA,2012,0.0,0.55,0.0,0,0,,,,,,
AIA,2013,0.0,2.841394,0.0,0,0,,,,,,
ALB,1992,0.0,214.47,0.0,0,0,200.852219772323,5.302569412635298,3247039.0,14.993254062100007,0.0,0.0
ALB,1993,0.0,119.7,0.0,0,0,367.279225077581,5.906122390043241,3227287.0,14.987152404172706,0.0,0.0
ALB,1994,0.0,69.3,0.0,0,0,586.416135130865,6.374029665764947,3207536.0,14.98101359910341,0.0,0.0
ALB,1995,25.5,80.58,5.930411318245391,0,0,911.320465445326,6.814894608668249,3187784.0,14.97483656251904,0.0,0.0
ALB,1996,0.0,122.78,6.063918013217043,0,0,1020.97618050188,6.928514488315524,3168033.0,14.968621448528866,0.0,0.0
ALB,1997,0.0,118.92,6.002445957497158,0,0,728.545523729675,6.5910501133598345,3148281.0,14.962367147559869,0.0,0.0
ALB,1998,0.0,97.7,6.102688158727579,0,0,831.175344077295,6.722840776300421,3128530.0,14.956073803634608,0.0,0.0
ALB,1999,0.0,262.68,6.063994831225592,0,0,1056.34481153033,6.96256993703856,3108778.0,14.949740280894735,0.0,0.0
ALB,2000,0.0,143.28,5.993311328230294,0,0,1160.42047054038,7.056537693026137,3089027.0,14.9433667125553,0.0,0.0
ALB,2001,0.0,152.51999999999998,6.103728354357091,0,0,1326.41652388077,7.190236241994002,3060173.0,14.93398200827818,0.0,0.0
ALB,2002,0.0,185.48,6.009333974779638,0,0,1479.83884572006,7.299688472802442,3051010.0,14.930983241307333,0.0,0.0
ALB,2003,1.96,239.85,5.916303798512701,0,0,1908.69900687608,7.554177140721403,3039616.0,14.92724174961442,0.0,0.0
ALB,2004,0.0,178.54000000000002,5.919942172486255,0,0,2446.90949947798,7.802581078483289,3026939.0,14.92306243583516,0.0,0.0
ALB,2005,7.34,188.09,5.850307222118348,0,0,2741.72136549578,7.916341237707155,3011487.0,14.91794453467094,0.0,0.0
ALB,2006,0.0,203.66,5.979141992191503,0,0,3057.77257038113,8.025442011709254,2992547.0,14.911635422222425,0.0,0.0
ALB,2007,4.75,213.49,6.112873786548927,0,0,3743.05529896187,8.2276574817632,2970017.0,14.904078234668225,0.0,0.0
ALB,2008,0.0,279.64,5.5061920036278025,0,0,4498.50486763601,8.411500368914165,2947314.0,14.896404805076802,0.0,0.0
ALB,2009,0.0,259.561,5.424205529135513,0,0,4213.65007574693,8.346084552412908,2927519.0,14.889665864612285,0.0,0.0
ALB,2010,0.0,234.58,6.304820415565482,0,0,4149.14469936847,8.330657495446216,2913021.0,14.884701244978409,0.0,0.0
ALB,2011,0.0,211.13,6.466558461632711,0,0,4465.70914328865,8.40418330338464,2905195.0,14.882011071660765,0.0,0.0
ALB,2012,14.5,188.426267,6.3998229312271615,0,0,4280.93316338873,8.361926293640154,2860708.0,14.866579704607537,0.0,0.0
ALB,2013,7.25,165.264217,6.382147657109115,0,0,4542.92903556739,8.421327245027097,2816902.0,14.851148257470973,0.0,0.0
ALB,2014,7.25,178.38388,6.493580298701449,0,0,4793.59751131525,8.475036454714497,2773767.0,14.835716882097046,0.0,0.0
ALB,2015,6.74,263.059615,6.576174647419103,0,0,4199.53912925398,8.342730067120554,2731293.0,14.8202856814092,0.0,0.0
ALB,2016,0.0,121.116744,6.56789131825411,0,0,4457.63412207495,8.402373438364819,2689469.0,14.804854334323002,0.0,0.0
ALB,2017,0.62,137.39746200000002,6.516854042956421,0,0,5006.36012951959,8.518464408980618,2648285.0,14.789422818646306,0.0,0.0
ALB,2018,0.88,172.578171,6.4940435342583855,0,0,5897.65452588774,8.68231001286951,2607733.0,14.773991819487154,0.0,0.0
ALB,2019,4.74,164.812124,6.469461151473327,0,0,6069.43903131027,8.711021463194774,2567801.0,14.758560448577477,0.0,0.0
ALB,2020,1.3,254.338885,6.384986055698623,0,0,6027.91350716348,8.70415621113042,2528480.0,14.74312888964293,0.0,0.0
ALB,2021,1.04,319.191443,6.4865456013200005,0,0,7242.45513146613,8.887715534452225,2489762.0,14.72769768154329,0.0,0.0
ALB,2022,0.0,250.173727,6.593282415360302,0,0,7756.96188744253,8.95634602716728,2451636.0,14.712266114773712,0.0,0.0
ALB,2023,0.78,243.846095,6.346577165851399,0,1,9730.86921906893,9.183058505112822,2414095.0,14.696835033634953,0.0,0.0
ALB,2024,12.4,289.72727299999997,6.022571818359438,0,0,11377.7757431099,9.339417235423078,2377128.0,14.681403594282491,0.0,0.0
ARE,1992,204.5,3.37,0.0,1,0,25648.2727760844,10.15223151016725,2114730.0,14.56443770273887,0.0,0.0
ARE,1993,582.44,2.43,0.0,1,0,25032.7822702907,10.127941535671011,2222093.0,14.61396010249127,0.0,0.0
ARE,1994,571.31,4.0,0.0,1,0,25472.6396578979,10.145360200526428,2328188.0,14.66060084058662,0.0,0.0
ARE,1995,425.95,5.01,6.190690805158035,1,0,27003.2006807782,10.20371068169324,2434662.0,14.705318495829054,0.0,0.0
ARE,1996,480.8,0.0,4.903647335820135,1,0,28323.1650870532,10.251435303111288,2597564.0,14.770084640728015,0.0,0.0
ARE,1997,689.6500000000001,0.0,4.854059112146972,1,0,27982.7957040564,10.239345161171409,2817410.0,14.851328581173806,0.0,0.0
ARE,1998,757.44,0.0,4.918542662976704,1,0,24889.4269192279,10.122198370557712,3040421.0,14.927506550636092,0.0,0.0
ARE,1999,436.76,0.0,4.888274040966106,1,0,25855.8605046587,10.160292566220358,3266009.0,14.999079308173172,0.0,0.0
ARE,2000,245.65,0.0,4.447823483887979,0,0,29865.502347066,10.30445932561982,3493575.0,15.06643612518559,0.0,0.0
ARE,2001,183.02,0.0,4.807798887752883,1,0,27745.1708087672,10.2308170791212,3723590.0,15.130198814647764,0.0,0.0
ARE,2002,220.84999999999997,0.0,4.532606901575057,0,0,27753.6089526346,10.2311211630657,3956826.0,15.190952746694135,0.0,0.0
ARE,2003,676.4,0.0,4.6257380025363215,0,0,29659.5428567811,10.297539202787611,4192457.0,15.248797516216648,0.0,0.0
ARE,2004,1143.96,0.0,4.831616657856874,1,0,33376.7152295209,10.415613787026816,4428967.0,15.303676931985729,0.0,0.0
ARE,2005,2071.71,0.0,4.608369542229952,0,0,38719.3138307623,10.564093819920531,4664790.0,15.355553375173155,0.0,0.0
ARE,2006,1925.14,0.0,4.888762142362932,0,0,44342.6048322482,10.699701228225296,5009100.0,15.426766816205156,0.0,0.0
ARE,2007,820.61,0.0,4.8062865939461945,0,0,45854.7325158162,10.733233689715018,5624635.0,15.542666615060494,0.0,0.0
ARE,2008,729.55,0.0,4.722283585462475,0,0,50054.1700681803,10.820861099318172,6302664.0,15.656482959125732,0.0,0.0
ARE,2009,603.96,0.0,4.945745736377287,0,0,37803.0663738777,10.540145499319603,6707058.0,15.71867096272601,0.0,0.0
ARE,2010,646.11,0.0,4.783589488983963,0,0,44795.2949302268,10.709858389008817,6869838.0,15.742651083134474,0.0,0.0
ARE,2011,1216.86,0.0,5.089267594570937,0,0,51921.904511613,10.85749603236186,7104538.0,15.776244292768602,0.0,0.0
ARE,2012,1138.98,0.0,5.03156543892897,0,0,53141.6124340099,10.880715561984998,7391448.0,15.81583421419064,0.0,0.0
ARE,2013,2302.44,0.0,5.656199706498458,1,0,53247.2409495441,10.882701269075222,7693031.0,15.855825412070285,0.0,0.0
ARE,2014,734.44,0.0,5.507084783806619,0,0,52725.2358407934,10.872849478372409,8059440.0,15.90235463316085,0.0,0.0
ARE,2015,1182.02,0.0,5.53210065021981,0,0,44910.334995523,10.712423225317446,8505237.0,15.95619264938505,0.0,0.0
ARE,2016,940.67,0.0,5.455899946317414,0,0,42721.0999383185,10.662448220922428,8935095.0,16.005497338863854,0.0,0.0
ARE,2017,819.75,0.0,4.962122465939979,0,0,43733.6192287435,10.68587240404526,9223225.0,16.037235317453195,0.0,0.0
ARE,2018,1054.63,0.0,5.018334459384994,1,0,47135.3591943971,10.760778724346396,9346701.0,16.05053400477963,0.0,0.0
ARE,2019,702.8000000000001,0.0,4.980254122085465,1,0,45938.6073581994,10.735061161421376,9445785.0,16.061079168222147,0.0,0.0
ARE,2020,651.23,0.0,5.056649031770745,1,0,37991.7492971665,10.54512429137497,9401038.0,16.0563306666757,0.0,0.0
ARE,2021,538.34,0.0,4.694046104150548,1,0,44118.5047192771,10.69463458157093,9575152.0,16.074681967578613,0.0,0.0
ARE,2022,713.8,0.0,4.3448429614495945,0,0,50759.7589231191,10.83485917246951,10074977.0,16.125565382916005,0.0,0.0
ARE,2023,943.05,0.0,4.510631472470632,0,0,49850.6872175164,10.816787561002412,10483751.0,16.16533709266647,0.0,0.0
ARE,2024,927.27,0.0,5.235970441372434,1,0,50273.5060469837,10.825233498574942,10986400.0,16.21216870219821,0.0,0.0
ARG,1992,26.69,264.88,0.0,1,0,6789.99611136495,8.823205647852276,33693527.0,17.332816299722076,0.0,0.0
ARG,1993,0.0,239.23,0.0,1,1,6931.85596375876,8.843882872165894,34152717.0,17.34635270157763,0.0,0.0
ARG,1994,208.98,146.03,0.0,1,0,7437.56242327594,8.914298442864169,34613491.0,17.359754077326315,0.0,0.0
ARG,1995,42.91,116.89,3.8440667771582366,1,0,7357.6162773788,8.90349128390783,35070020.0,17.372857192404194,0.0,0.0
ARG,1996,21.0,94.9,4.017811118831169,1,0,7663.21271287469,8.944186589018488,35513793.0,17.385431714196653,0.0,0.0
ARG,1997,104.92,79.34,4.085075538829043,1,1,8146.78710021431,9.005378907676848,35947791.0,17.39757819379001,0.0,0.0
ARG,1998,171.07,53.24,4.05226140279232,1,0,8218.99212764682,9.014202868324318,36372860.0,17.409333450110164,0.0,0.0
ARG,1999,275.76,64.08,3.940985439398279,1,1,7705.54288252851,8.949695203744362,36794682.0,17.420863881826893,0.0,0.0
ARG,2000,208.14,73.69,3.8914625546030384,1,0,7637.01489203628,8.940762084871592,37213984.0,17.432195162583913,0.0,0.0
ARG,2001,5.54,40.150000000000006,3.879177955181536,1,0,7141.47507662826,8.873674627361462,37624825.0,17.443174629859705,0.0,0.0
ARG,2002,14.71,84.97,4.625390570211654,1,0,2569.69963519124,7.851544297592586,38029349.0,17.45386876169324,0.0,0.0
ARG,2003,11.21,107.4,4.589302809203644,1,0,3320.47775133903,8.107863952563509,38424282.0,17.464200161462887,0.0,0.0
ARG,2004,161.0,81.34,4.503793608475085,1,0,4242.02099089422,8.352795083460856,38815916.0,17.474340926667512,0.0,0.0
ARG,2005,3.1,79.66,4.30764783083819,1,0,5067.65342293276,8.53063315373026,39216789.0,17.484615503886683,0.0,0.0
ARG,2006,9.3,82.5,4.360095295315767,1,0,5869.38028970204,8.677504334796174,39622115.0,17.49489797994014,0.0,0.0
ARG,2007,24.02,82.3,4.685772016697258,1,0,7185.25155147027,8.87978580854331,40016763.0,17.50480899929081,0.0,0.0
ARG,2008,20.92,90.02,4.3120240067475955,1,0,8944.1102657357,9.098750523777706,40424148.0,17.51493788713855,0.0,0.0
ARG,2009,14.92,81.33,4.292692722224096,1,0,8150.23527028221,9.00580207333754,40854831.0,17.5255356342118,0.0,0.0
ARG,2010,10.9,110.54,4.606293752086995,1,1,10260.1313108254,9.236020916968926,41288694.0,17.536099267427428,0.0,0.0
ARG,2011,15.9,68.666025,4.673115764229545,1,0,12704.2831819684,9.449694474010553,41730660.0,17.546746668402406,0.0,0.0
ARG,2012,4.5,64.600106,4.547520825560447,1,0,12949.717486654,9.468829251187325,42161721.0,17.55702328204735,0.0,0.0
ARG,2013,8.399999999999999,46.238025,4.494696661357808,1,0,12963.675773326,9.469906554177475,42582455.0,17.566952871944164,0.0,0.0
ARG,2014,5.5,48.803613,4.49813440701955,1,0,12233.1444119186,9.411904302087889,43024071.0,17.577270307731148,0.0,0.0
ARG,2015,21.35,75.52474600000001,4.433141750418691,1,0,13679.6264980954,9.52366288803301,43477012.0,17.58774289660472,0.0,0.0
ARG,2016,16.83,26.367491,4.653570971332679,1,0,12699.9623137756,9.449354305023036,43900313.0,17.59743200786053,0.0,0.0
ARG,2017,46.74,44.819142,4.569186871520142,1,0,14532.5009308511,9.584142863628564,44288894.0,17.606244503810657,0.0,0.0
ARG,2018,19.2,88.294849,4.853342910288431,1,0,11752.7998922979,9.371846779892264,44654882.0,17.614474198615387,0.0,0.0
ARG,2019,51.3,31.72592,4.936134648008319,1,0,9955.97478680428,9.205928131021867,44973465.0,17.621583207146163,0.0,0.0
ARG,2020,7.0,71.094925,4.952564277857323,1,0,8535.59938004389,9.052000858895653,45191965.0,17.62642986351358,0.0,0.0
ARG,2021,77.44,81.873371,5.157317667546637,1,0,10738.0179223384,9.281545800038526,45312281.0,17.629088657464038,0.0,0.0
ARG,2022,49.5,147.360071,5.036159414437106,1,0,13962.1894087223,9.544108198454824,45407904.0,17.631196744774766,0.0,0.0
ARG,2023,21.32,56.735646,4.759189026290182,1,0,14261.8465667948,9.565343178347431,45538401.0,17.634066505993967,0.0,0.0
ARG,2024,43.38,40.269185,4.698962085818221,1,0,13969.7836603737,9.54465196611633,45696159.0,17.637524804192147,0.0,0.0
ARM,1992,0.0,17.29,0.0,0,0,356.350780006933,5.875915582824208,3571861.0,15.08859730644757,0.0,0.0
ARM,1993,1.75,70.41,0.0,0,0,347.870644720878,5.851830700100786,3453332.0,15.05485012002704,0.0,0.0
ARM,1994,181.34,99.83,0.0,0,0,390.879964297655,5.968400516171049,3364610.0,15.02882261538428,0.0,0.0
ARM,1995,47.09,90.69,5.397594926899941,0,0,443.924860857976,6.095655315808967,3307581.0,15.011727664467296,0.0,0.0
ARM,1996,68.05,118.5,4.473733518028289,0,0,487.068624404558,6.188405025690378,3278735.0,15.002968235238535,0.0,0.0
ARM,1997,0.0,47.97,3.359036352477228,0,0,505.035887057966,6.2246294902315915,3246289.0,14.993023055749076,0.0,0.0
ARM,1998,0.0,67.47,4.372880313605337,0,0,590.239947333459,6.380529144619334,3208401.0,14.981283240156694,0.0,0.0
ARM,1999,2.4,76.02,4.529248267200524,0,0,582.669886150895,6.367620792962704,3167286.0,14.96838562772696,0.0,0.0
ARM,2000,0.0,140.27,4.719377903528083,0,0,593.450581742282,6.385953944773804,3221100.0,14.985233474090336,0.0,0.0
ARM,2001,0.0,125.16,4.991406156720305,0,0,659.588988535629,6.491616896391499,3211800.0,14.982342085609528,0.0,0.0
ARM,2002,0.0,172.7,5.448024008129328,0,1,742.651118319819,6.610226376324834,3199800.0,14.978598865816748,0.0,0.0
ARM,2003,0.0,128.0,5.72621516087348,0,0,882.030167695474,6.782226259158222,3182500.0,14.973177609413698,0.0,0.0
ARM,2004,117.6,133.87,5.647326499434091,0,0,1130.08791444158,7.0300507090708715,3164900.0,14.967632017484643,0.0,0.0
ARM,2005,0.0,127.29,5.67111368297907,0,0,1557.48458908655,7.350827355965176,3146400.0,14.961769500099736,0.0,0.0
ARM,2006,0.0,136.95999999999998,5.629015812775557,0,0,2041.65267068997,7.621514891549062,3127100.0,14.955616615461745,0.0,0.0
ARM,2007,1.4,232.68,4.566129072945897,0,0,2962.70234594569,7.993857085539807,3107400.0,14.949296921640038,0.0,0.0
ARM,2008,0.0,211.34,4.912268126821318,0,0,3777.66859313767,8.236862324027914,3087100.0,14.94274269686957,0.0,0.0
ARM,2009,45.8,237.407226,5.218210956512061,0,0,2820.5926553347,7.944702303317538,3066000.0,14.935884338413896,0.0,0.0
ARM,2010,51.64,207.9,5.379705917248735,0,0,3041.34450723339,8.020054968743029,3044800.0,14.928945775524022,0.0,0.0
ARM,2011,5.1,185.636638,5.032714479478494,0,0,3349.55309771906,8.1165822122541,3027900.0,14.92337986789506,0.0,0.0
ARM,2012,0.0,109.467107,5.115555243441588,0,0,3511.56399687426,8.163816800372278,3024100.0,14.922124084517868,0.0,0.0
ARM,2013,16.0,99.973829,5.73380841087644,0,0,3680.16692158886,8.21071338926169,3022000.0,14.92142942181482,0.0,0.0
ARM,2014,0.0,100.596836,5.240548205511012,0,0,3852.11800610384,8.256378407470539,3013800.0,14.918712298966192,0.0,0.0
ARM,2015,0.0,72.112699,5.650709515761588,0,0,3512.39350276709,8.164052993685441,3004600.0,14.91565500561046,0.0,0.0
ARM,2016,110.4,150.74514499999998,5.882699542114241,0,0,3524.42476874707,8.167472515759012,2992300.0,14.911552880429744,0.0,0.0
ARM,2017,17.8,151.936185,6.039962360552168,0,0,3869.05373867752,8.26076524415627,2979400.0,14.90723249592763,0.0,0.0
ARM,2018,0.0,136.379288,5.940492588689162,0,0,4196.00562301769,8.341888309605302,2969000.0,14.903735753745895,0.0,0.0
ARM,2019,248.3,119.20694,5.849994391180516,0,0,4597.22887399548,8.433208982253502,2962500.0,14.901544064425524,0.0,0.0
ARM,2020,0.0,76.425439,5.888211693108926,0,0,4268.68093304583,8.359060143521052,2961500.0,14.901206454699157,0.0,0.0
ARM,2021,32.0,156.290099,5.925821141951928,0,0,4685.17997128509,8.452159608296522,2962300.0,14.90147655159806,0.0,0.0
ARM,2022,29.0,340.72804,4.894813581649183,0,0,6571.97445545099,8.790569592273615,2969200.0,14.903803114225529,0.0,0.0
ARM,2023,7.44,138.232405,4.599243030861339,0,0,8159.08720967996,9.006887580142353,2964300.0,14.902151474851165,0.0,0.0
