recipient_iso3,year,arms_tiv_total,oda_total,econ_neocol_score_total,colonial_tie_flag,journalist_killings,gdp_per_capita,gdp_per_capita_log,population,population_log,armed_conflict,conflict_intensity
CAN,2021,345.8,0.0,5.269093403619397,0,0,52886.6616372703,10.875906443090257,38239864.0,17.459389089655794,0.0,0.0
CAN,2022,203.3,0.0,5.397588157116661,0,0,56256.8007264015,10.937682214561326,38935934.0,17.47742813540461,0.0,0.0
CAN,2023,75.84,0.0,5.3030429612878915,0,0,54220.3285039875,10.90081118175779,40083484.0,17.50647493711073,0.0,0.0
CAN,2024,148.8,0.0,5.095970984300945,0,0,54340.3477224733,10.903022281974833,41288599.0,17.53609696655278,0.0,0.0
CHE,1992,386.16,0.0,0.0,0,0,40713.6881521435,10.61431963312287,6875364.0,15.743455145569891,0.0,0.0
CHE,1993,102.43,0.0,0.0,0,0,39237.1186558781,10.577378482233993,6938265.0,15.752562301227778,0.0,0.0
CHE,1994,117.53,0.0,0.0,0,0,43091.7770970073,10.6710874712774,6993795.0,15.760533885338026,0.0,0.0
CHE,1995,93.0,0.0,0.0,0,0,50113.8321221345,10.822052339229218,7040687.0,15.76721630860037,0.0,0.0
CHE,1996,187.0,0.0,0.0,0,0,48092.6433036512,10.780884498526405,7071850.0,15.771632672667431,0.0,0.0
CHE,1997,376.6,0.0,0.0,0,0,41584.441782159,10.635481380674372,7088906.0,15.77404158476899,0.0,0.0
CHE,1998,431.4,0.0,0.0,0,0,42680.5867322391,10.66149945256204,7110001.0,15.77701294242639,0.0,0.0
CHE,1999,502.4,0.0,0.0,0,0,41695.6912912021,10.638153076098288,7143991.0,15.781782141739246,0.0,0.0
CHE,2000,17.9,0.0,0.0,0,0,38865.021939688,10.567849946174336,7184250.0,15.787401687913247,0.0,0.0
CHE,2001,63.0,0.0,0.0,0,0,39638.7911061864,10.587563491162197,7229854.0,15.793729400293431,0.0,0.0
CHE,2002,59.85,0.0,0.0,0,0,42458.7384679187,10.656288023744708,7284753.0,15.801294091751814,0.0,0.0
CHE,2003,117.0,0.0,0.0,0,0,49335.7456291067,10.806404160769976,7339001.0,15.808713287785537,0.0,0.0
CHE,2004,202.8,0.0,0.0,0,0,54659.4571488233,10.908877528017142,7389625.0,15.815587547387867,0.0,0.0
CHE,2005,168.05,0.0,0.0,0,0,56242.8933645639,10.937434971899542,7437115.0,15.8219935627903,0.0,0.0
CHE,2006,83.0,0.0,0.0,0,0,59011.0324592016,10.985479696241176,7483934.0,15.828269147523764,0.0,0.0
CHE,2007,108.32,0.0,0.0,0,0,64989.1553256031,11.081975693813677,7551117.0,15.837206057301994,0.0,0.0
CHE,2008,14.79,0.0,0.0,0,0,74175.1927898555,11.214185044277391,7647675.0,15.849912238040572,0.0,0.0
CHE,2009,36.05,0.0,0.0,0,0,71568.3123885672,11.17840769058272,7743831.0,15.86240708435331,0.0,0.0
CHE,2010,41.91,0.0,0.0,0,0,76531.3729407691,11.245456039545951,7824909.0,15.872822664929895,0.0,0.0
CHE,2011,28.35,0.0,0.0,0,0,90476.7589651577,11.412848289692617,7912398.0,15.88394145435622,0.0,0.0
CHE,2012,6.26,0.0,0.0,0,0,85836.2076767359,11.360196197353076,7996861.0,15.894559647644895,0.0,0.0
CHE,2013,2.1,0.0,0.0,0,0,87304.3305813557,11.377155346340276,8089346.0,15.90605844522302,0.0,0.0
CHE,2014,5.35,0.0,0.0,0,0,88724.9909402638,11.393296875404394,8188649.0,15.918259484957348,0.0,0.0
CHE,2015,10.4,0.0,0.0,0,0,83806.4476003837,11.336265223849129,8282396.0,15.929642856482122,0.0,0.0
CHE,2016,70.7,0.0,0.0,0,0,82153.0745447889,11.316339548751554,8373338.0,15.940563168220848,0.0,0.0
CHE,2017,1.2,0.0,0.0,0,0,82254.3769269767,11.317571882129403,8451840.0,15.949894727108234,0.0,0.0
CHE,2022,15.0,0.0,0.0,0,0,94394.5106803525,11.455238200870305,8777088.0,15.987655247728846,0.0,0.0
CHE,2023,33.0,0.0,0.0,0,0,100623.549627296,11.519141600975209,8888822.0,16.000305090273624,0.0,0.0
CHL,1992,169.69,147.81,0.0,1,0,3351.84108855522,8.11726505252926,13884577.0,16.446289213728914,0.0,0.0
CHL,1993,85.09,160.17,0.0,1,0,3540.91377313015,8.172140100821386,14102276.0,16.46184676076156,0.0,0.0
CHL,1994,82.35,159.73000000000002,0.0,1,0,4012.10159912285,8.297070472570468,14316256.0,16.47690623279814,0.0,0.0
CHL,1995,331.23,192.69,5.768814905778324,1,0,5081.4682771561,8.533355529747373,14527381.0,16.491545771536636,0.0,0.0
CHL,1996,164.07,186.17,5.60708884649434,1,0,5333.50438729711,8.581763784657701,14734046.0,16.5056714282507,0.0,0.0
CHL,1997,282.14,120.45,5.664199972579653,1,0,5741.95842989596,8.655555620998927,14932434.0,16.519046183689326,0.0,0.0
CHL,1998,87.93,104.98,5.5030671163247264,1,0,5419.82417297191,8.597818653496404,15127799.0,16.532044602611325,0.0,0.0
CHL,1999,206.16,75.74,5.612328070486905,1,0,4933.55581516755,8.503815267736325,15319313.0,16.54462487792919,0.0,0.0
CHL,2000,229.89,62.82000000000001,5.765168842024348,1,0,5052.99245766325,8.527735912645484,15503635.0,16.556585070523898,0.0,0.0
CHL,2001,59.9,61.38,5.848459245365493,1,0,4563.5952986689,8.425866034541322,15683849.0,16.568142014702005,0.0,0.0
CHL,2002,74.08,45.24,5.8759366075232125,1,0,4430.84741157984,8.396346134041393,15857925.0,16.579179933329215,0.0,0.0
CHL,2003,187.4,65.99,5.830923755248052,1,0,4773.40177520754,8.470814490125202,16024752.0,16.589645084832224,0.0,0.0
CHL,2004,63.8,59.89,5.987773330050229,1,0,6120.59152055344,8.719414024520908,16187322.0,16.599738901224576,0.0,0.0
CHL,2005,446.38,93.7,6.010063364594861,1,0,7480.32330998636,8.920031293294633,16348778.0,16.609663712453198,0.0,0.0
CHL,2006,1096.82,80.81,6.167476958430909,1,0,9318.65655296121,9.139773750611525,16509195.0,16.6194280563793,0.0,0.0
CHL,2007,659.04,84.71,6.293788037182418,1,0,10346.4138184533,9.244395247680954,16671581.0,16.629216091261643,0.0,0.0
CHL,2008,394.56,88.18,6.0927671740471085,1,0,10683.2188772511,9.27642946010548,16838988.0,16.6392074699608,0.0,0.0
CHL,2009,328.89,61.6,6.008550359322158,1,0,10098.8017167286,9.220172053882784,17009731.0,16.649296150020074,0.0,0.0
CHL,2010,473.84,160.39,6.13798850742552,1,0,12632.8704724192,9.444057463664135,17181464.0,16.659341686256464,0.0,0.0
CHL,2011,325.9,70.219379,6.04183922830126,1,0,14487.3927832032,9.58103408697891,17351816.0,16.669207727467665,0.0,0.0
CHL,2012,60.7,112.290415,5.908328504462062,1,0,15241.9069981119,9.631803952522098,17519119.0,16.67880335682004,0.0,0.0
CHL,2013,54.58,60.174068,5.818698959609528,1,0,15683.5486369155,9.66036758442858,17687006.0,16.688340803649076,0.0,0.0
CHL,2014,135.25,187.441112,5.8642943603976265,1,0,14529.6767206336,9.58394850722071,17864195.0,16.698308988250883,0.0,0.0
CHL,2015,134.7,32.866944000000004,5.868682588847271,1,0,13433.9202987032,9.505538153004624,18047625.0,16.708524655138525,0.0,0.0
CHL,2016,69.85,160.00932799999998,5.827763899246068,1,0,13649.8520452803,9.521483961380758,18267221.0,16.72061880950501,0.0,0.0
CHL,2017,44.45,54.274546,5.743315993565845,1,0,14879.9086227187,9.607767167421905,18558868.0,16.73645829208297,0.0,0.0
CHL,2018,73.5,0.0,5.054708015474425,0,0,15659.4808675628,9.658831818775823,18893191.0,16.754312150568744,0.0,0.0
CHL,2019,15.88,0.0,4.993098375844185,0,0,14495.716721687,9.581608486265589,19197744.0,16.770303330094343,0.0,0.0
CHL,2020,304.07,0.0,4.3214801700864705,0,0,13114.815470545,9.48149782209486,19370624.0,16.779268249629396,0.0,0.0
CHL,2021,65.65,0.0,5.279663798479339,0,0,16206.8325493421,9.693188194608824,19456334.0,16.78368323054147,0.0,0.0
CHL,2022,206.8,0.0,4.245146019497604,0,1,15405.6165774073,9.642487434728825,19553036.0,16.78864112645641,0.0,0.0
CHL,2023,8.8,0.0,3.873050729931138,0,0,17067.0364799154,9.744904190869768,19658835.0,16.794037413552125,0.0,0.0
CHL,2024,13.5,0.0,2.403034596177799,0,0,16709.8893972307,9.723756002610664,19764771.0,16.799411668508693,0.0,0.0
CHN,1992,1189.93,2059.61,0.0,0,0,367.822651903542,5.907600897830996,1164970000.0,20.87596117255955,0.0,0.0
CHN,1993,1236.43,2240.24,0.0,0,0,378.939353053314,5.937376173949141,1178440000.0,20.887457366867896,0.0,0.0
CHN,1994,310.14,2397.98,0.0,0,0,475.677874448369,6.164740890791202,1191835000.0,20.898759973189456,0.0,0.0
CHN,1995,706.85,2518.2200000000003,5.168424223331429,0,0,612.680277898627,6.417843230374998,1204855000.0,20.909625064698353,0.0,0.0
CHN,1996,1501.45,1731.08,5.096624625887311,0,0,713.337387811657,6.569954503179752,1217550000.0,20.920106479839568,0.0,0.0
CHN,1997,939.1,1262.18,4.994181419883038,0,0,786.743548510999,6.667902335734217,1230075000.0,20.930340980081557,0.0,0.0
CHN,1998,372.8,1764.41,4.8702108233846895,0,0,835.095348597432,6.727545908268725,1241935000.0,20.93993648414454,0.0,0.0
CHN,1999,1720.0300000000002,1869.24,4.882839394094938,0,0,881.146614068925,6.781224029875662,1252735000.0,20.94859499807447,0.0,0.0
CHN,2000,2472.3,1295.39,5.048554498531327,0,0,969.199513696287,6.87647048718439,1262645000.0,20.95647456400401,0.0,0.0
CHN,2001,2754.4,1143.1799999999998,4.929803408725851,0,1,1065.40597574519,6.971111203388879,1271850000.0,20.96373837038239,0.0,0.0
CHN,2002,2819.1,1271.78,5.051668963467925,0,0,1163.55957673426,7.059239186187989,1280400000.0,20.970438366059984,0.0,0.0
CHN,2003,2315.35,1202.73,5.169885636407108,0,0,1306.97245408557,7.175468637721614,1288400000.0,20.976666975421317,0.0,0.0
CHN,2004,3227.45,1640.51,5.139227192050847,0,0,1530.92726215723,7.333628884507642,1296075000.0,20.98260630357244,0.0,0.0
CHN,2005,3458.6699999999996,1748.5800000000002,4.959514112080127,0,0,1777.64496828464,7.483044715755226,1303720000.0,20.98848755346801,0.0,0.0
CHN,2006,2822.7999999999997,1251.05,4.899638292733523,0,1,2129.25696999613,7.663528357467109,1311020000.0,20.99407129714174,0.0,0.0
CHN,2007,1690.5,1415.07,4.737719518279514,0,1,2734.72709877693,7.913786928808856,1317885000.0,20.999294015805663,0.0,0.0
CHN,2008,1772.85,1471.61,4.432000029149574,0,0,3523.44302065213,8.167193921400939,1324655000.0,21.00441788512204,1.0,1.0
CHN,2009,1376.27,1217.91578,4.285360500288958,0,0,3898.24459158811,8.268281626069204,1331260000.0,21.009391699130887,0.0,0.0
CHN,2010,939.2,974.16,4.357954622552004,0,1,4629.24551710077,8.440149178531815,1337705000.0,21.01422129601767,0.0,0.0
CHN,2011,1032.45,1019.65634,4.336735215193877,0,1,5703.76027973346,8.64888093451629,1345035000.0,21.019685871966473,0.0,0.0
CHN,2012,1542.25,977.591505,3.93723196436708,0,0,6405.0574241349,8.764843179807412,1354190000.0,21.026469326554945,0.0,0.0
CHN,2013,1221.35,681.397792,3.873032749709155,0,0,7147.03518622344,8.874452890423676,1363240000.0,21.03313005633184,0.0,0.0
CHN,2014,1033.35,643.664402,3.672497606395183,0,0,7781.06597484974,8.95944862254895,1371860000.0,21.03943332022726,0.0,0.0
CHN,2015,1196.3,770.1438389999998,3.616771191062384,0,0,8175.33285077393,9.008876710627591,1379860000.0,21.045247881693836,0.0,0.0
CHN,2016,1208.65,821.2378769999999,3.5558997938005654,0,0,8254.86859320357,9.018558437778536,1387790000.0,21.050978390754533,0.0,0.0
CHN,2017,1537.05,650.65738,3.393190817326065,0,0,8979.67652709856,9.102719139166227,1396215000.0,21.05703084088936,0.0,0.0
CHN,2018,2007.6,763.8330020000001,3.4011101016084986,0,0,10085.6638148819,9.21887027022332,1402760000.0,21.061707561423983,0.0,0.0
CHN,2019,1323.45,741.961997,3.340192856589764,0,0,10342.9009524335,9.244055665042044,1407745000.0,21.06525497032569,0.0,0.0
CHN,2020,774.75,571.29417,3.1634188187421053,0,0,10627.4637989619,9.271196853872112,1411100000.0,21.06763537902799,1.0,1.0
CHN,2021,686.25,489.698085,3.081433434163801,0,0,12887.4357242941,9.464008140867122,1412360000.0,21.068527901028403,0.0,0.0
CHN,2022,645.75,483.644771,3.118942232255847,0,0,12970.6056414327,9.47044097178179,1412175000.0,21.068396906014875,0.0,0.0
CHN,2023,431.45,269.500774,2.923830195082454,0,0,12951.1782397043,9.468942046749865,1410710000.0,21.067358960698986,0.0,0.0
CHN,2024,72.0,192.05433,2.6779044162797265,0,0,13303.1481543868,9.495755989537384,1408975000.0,21.066128326625343,0.0,0.0
CIV,1992,0.28,527.7099999999999,0.0,0,0,844.902223806738,6.739220909190769,13200310.0,16.39575087212932,0.0,0.0
CIV,1993,0.0,708.89,0.0,0,0,804.149657211252,6.689785392666931,13735951.0,16.435527114284593,0.0,0.0
CIV,1994,0.0,820.76,0.0,0,0,581.888468577405,6.366278794620427,14287201.0,16.474874659482147,0.0,0.0
CIV,1995,1.5,729.5600000000001,6.66594723363551,0,0,740.4730999133,6.60728930612472,14855565.0,16.513885100487432,0.0,0.0
CIV,1996,0.0,449.55,6.461415738455556,0,0,1170.23622049666,7.064960905273565,15442312.0,16.552621832283492,0.0,0.0
CIV,1997,0.36,233.51,6.180981656408066,0,0,1124.65674867927,7.025233155797204,16047170.0,16.59104306800586,0.0,0.0
CIV,1998,0.0,490.1,6.216515324436806,0,0,1177.37133815342,7.071039552959501,16663948.0,16.628758141418796,0.0,0.0
CIV,1999,2.0,367.29,6.156715817199411,0,1,1096.13520587572,6.99954582292466,17215935.0,16.6613459663789,0.0,0.0
CIV,2000,0.16,250.71,5.9508032479064505,0,0,936.636541348798,6.842295310881395,17699004.0,16.689018924774334,0.0,0.0
CIV,2001,0.0,158.75,6.045328773725585,0,0,924.727294962066,6.829498877788343,18178913.0,16.71577285394696,0.0,0.0
CIV,2002,27.84,831.55,6.28967557600292,0,0,967.815864415991,6.8750418464711895,18654771.0,16.7416124890327,1.0,1.0
CIV,2003,61.28,282.4,6.148862564534311,0,2,1111.17135087887,7.013170008961324,19125542.0,16.766535277144587,1.0,1.0
CIV,2004,9.4,197.17,6.323605771465045,0,1,1199.82524528546,7.089931196242386,19595000.0,16.79078498961587,1.0,1.0
CIV,2005,0.0,129.78,6.295241909814924,0,0,1197.74616979415,7.088196877923971,20068458.0,16.81465988672968,0.0,0.0
CIV,2006,0.0,200.17,6.368012306235815,0,0,1230.43056838584,7.115119442709541,20546802.0,16.838215866358446,0.0,0.0
CIV,2007,0.0,151.2,6.373652404490736,0,0,1367.53817722326,7.22076745143717,21030558.0,16.861487080850413,0.0,0.0
CIV,2008,0.0,202.74,6.4748644873891825,0,0,1583.97066701372,7.367690053903486,21514439.0,16.88423484908337,0.0,0.0
CIV,2009,0.0,1723.3,6.370779079628859,0,0,1540.45393569596,7.339832415412403,21997940.0,16.906459370574794,0.0,0.0
CIV,2010,0.0,445.24,6.517258752101487,0,0,1553.54887048143,7.348297186646269,22488065.0,16.928495281994778,0.0,0.0
CIV,2011,0.0,722.750721,6.527724035318251,0,2,1596.62826565998,7.3756493507127505,22982000.0,16.950221858799715,1.0,1.0
CIV,2012,0.0,2109.918469,6.400869703240004,0,0,1546.9460184731,7.344037955635286,23467078.0,16.97110906071563,0.0,0.0
CIV,2013,0.0,727.039571,6.295503018534422,0,0,1786.15862031324,7.487822570658096,23939775.0,16.991051859553693,0.0,0.0
CIV,2014,6.3,249.774382,6.1785310837066625,0,0,1991.36539423404,7.596575810196303,24527395.0,17.015301214101335,0.0,0.0
CIV,2015,5.0,145.052971,6.256766735690375,0,0,1814.71855088017,7.503685666289025,25246342.0,17.044191831903657,0.0,0.0
CIV,2016,5.32,214.048419,6.222300457867173,0,0,1862.59597081287,7.529726476879414,25989405.0,17.07319951293507,0.0,0.0
CIV,2017,13.9,292.980828,6.093223612855894,0,0,1964.29930338343,7.582890872101584,26733372.0,17.101423230551628,0.0,0.0
CIV,2018,10.35,576.93227,6.242105117881438,0,0,2130.86619381144,7.664283839799413,27464173.0,17.128392913255084,0.0,0.0
CIV,2019,15.3,625.9618290000001,6.306570449921414,0,0,2141.76836170115,7.669387104030772,28193009.0,17.154584597372704,0.0,0.0
CIV,2020,3.4,663.72196,6.231151020578857,0,0,2179.72934832935,7.686955995933119,28915449.0,17.179886577726418,0.0,0.0
CIV,2021,7.199999999999999,747.90375,6.7653434545306705,0,0,2455.98127641148,7.806281665627012,29639736.0,17.204626451469903,0.0,0.0
CIV,2022,20.52,1061.232064,6.8796814805075455,0,0,2333.37128301259,7.755069403385334,30395002.0,17.229788744965255,0.0,0.0
CIV,2023,65.35,1119.798037,6.385020165531877,0,0,2591.9659048119,7.860171903377896,31165654.0,17.25482721308432,0.0,0.0
CIV,2024,0.0,987.432118,6.320345816128536,0,0,2727.8935220697,7.911284986702227,31934230.0,17.279189033210702,0.0,0.0
CMR,1992,3.12,579.25,0.0,1,0,1005.44897647465,6.913189463494185,12006353.0,16.30094648432738,0.0,0.0
CMR,1993,0.0,528.36,0.0,1,0,1309.93629975506,7.177733788871732,12353131.0,16.329420111174127,0.0,0.0
CMR,1994,0.0,397.27,0.0,1,0,700.70950185009,6.552093395795591,12704903.0,16.357498539917803,0.0,0.0
CMR,1995,0.0,348.57,6.177647454745191,1,0,832.006674487689,6.723840463009811,13058516.0,16.384951045953493,0.0,0.0
CMR,1996,4.8,284.64,6.2588125300217765,1,0,826.965322327363,6.717762762255,13414757.0,16.411865927626366,1.0,1.0
CMR,1997,6.2,330.8,6.333909928614754,1,0,783.251601945462,6.66345397508455,13775214.0,16.43838144827278,0.0,0.0
CMR,1998,8.8,303.5,6.57824844184094,1,0,798.745621406677,6.683042523869743,14144860.0,16.464861865178545,0.0,0.0
CMR,1999,4.0,259.74,6.340488228248489,1,0,796.262649784591,6.679929093459824,14525140.0,16.491391499210014,0.0,0.0
CMR,2000,0.0,219.09,6.364777786151548,1,0,708.565731625965,6.563242830587337,14912631.0,16.517719129926423,0.0,0.0
CMR,2001,6.0,358.06,6.430694600391214,1,0,715.470296470585,6.572940083768003,15309490.0,16.543983455517953,0.0,0.0
CMR,2002,9.88,441.04,6.2824361034472505,1,0,789.623811072554,6.671556643531556,15725528.0,16.5707959370936,0.0,0.0
CMR,2003,0.0,757.77,6.05435660082412,1,0,988.241276791846,6.89592687521332,16160340.0,16.598070650439855,0.0,0.0
CMR,2004,0.0,578.62,5.974173263502763,1,0,1133.39326749673,7.032971303623232,16610487.0,16.6255448008466,0.0,0.0
CMR,2005,4.8,340.2,6.083065423346767,1,0,1142.62466252106,7.041083230619873,17074594.0,16.653102185686024,0.0,0.0
CMR,2006,2.8,1512.18,6.2790763595250985,1,0,1191.45458990968,7.082930184112721,17550407.0,16.680587698490434,0.0,0.0
CMR,2007,0.0,1706.07,6.044302681584836,1,0,1325.67248215933,7.189675143373808,18049896.0,16.70865048095371,0.0,0.0
CMR,2008,0.6,308.40999999999997,5.705915570036792,1,0,1492.14269801453,7.307968418291184,18574056.0,16.737276326280703,0.0,0.0
CMR,2009,0.0,268.694,5.534130486588717,1,0,1461.38999232337,7.287143311327217,19113974.0,16.765930248547843,0.0,0.0
CMR,2010,10.0,267.76,5.9581102438455185,1,1,1398.58702025047,7.243217734696508,19668066.0,16.794506863213034,0.0,0.0
CMR,2011,0.0,327.516917,5.844175853735315,1,0,1513.96056994878,7.322484390031291,20232304.0,16.822791092920912,0.0,0.0
CMR,2012,9.1,258.597824,6.069902142270999,1,0,1449.09874362279,7.27869708604632,20809529.0,16.850921564764327,0.0,0.0
CMR,2013,139.25,365.181551,5.911589140650173,1,0,1575.92882118897,7.362600105177694,21402376.0,16.879012501866306,0.0,0.0
CMR,2014,124.0,448.811435,5.967821106624534,1,0,1649.4433905949,7.408193170949621,22059893.0,16.90927172136989,0.0,0.0
CMR,2015,8.92,395.815449,5.872251017766749,1,0,1415.00009710569,7.254884878703265,22763414.0,16.94066515597353,1.0,1.0
CMR,2016,23.38,475.800484,5.747584074992233,1,0,1441.7201725688,7.273592243929721,23454161.0,16.97055847848031,1.0,1.0
CMR,2017,7.92,553.275179,5.757935064654279,1,0,1496.08951771242,7.31060999478726,24128601.0,16.99890845829923,1.0,1.0
CMR,2018,2.28,653.544264,6.058628171366327,1,0,1610.69641591017,7.384421920918873,24806383.0,17.02661155705117,1.0,1.0
CMR,2019,4.0,684.919886,5.935555222642128,1,1,1555.22660476477,7.3493765405330835,25506095.0,17.05442800117586,1.0,1.0
CMR,2020,1.88,586.115175,5.803290923753778,1,0,1555.60370660749,7.349618985029776,26210558.0,17.081672864657097,1.0,1.0
CMR,2021,3.76,549.428707,5.9785796478856,1,0,1672.32657340872,7.421971093596723,26915758.0,17.108222472315166,1.0,1.0
CMR,2022,1.92,614.518665,6.114652551830828,1,0,1604.87726954895,7.380802565069575,27632771.0,17.134512981411294,1.0,1.0
CMR,2023,2.3,506.743526,6.0450263398007476,1,2,1720.47510154506,7.450355753493796,28372687.0,17.160937515024777,1.0,1.0
CMR,2024,0.0,489.560058,6.273903919717608,1,0,1830.00833684727,7.512075801479336,29123744.0,17.187064344456733,1.0,1.0
COD,1992,0.0,164.41,0.0,1,0,209.726548794417,5.345804533587279,39228910.0,17.484924532941204,0.0,0.0
COD,1993,0.0,99.32,0.0,1,0,263.335582841074,5.5734291991909295,40656336.0,17.52066524897074,0.0,0.0
COD,1994,0.0,97.49,0.0,1,2,136.542547670676,4.9166362706023214,42626876.0,17.567995504329673,0.0,0.0
COD,1995,0.0,117.83,0.0,1,0,127.008078734668,4.8442506965194285,44433704.0,17.609508838531553,0.0,0.0
COD,1996,60.8,109.19,0.0,1,0,127.416132828292,4.847458366426271,45296124.0,17.62873202387864,1.0,2.0
COD,1997,6.239999999999999,113.19,0.0,1,0,132.323520768553,4.885249838906227,46029902.0,17.644801786744882,1.0,2.0
COD,1998,10.4,82.2,0.0,1,0,131.461338858019,4.8787128073113255,47297600.0,17.671970112217128,1.0,2.0
COD,1999,46.0,88.72,0.0,1,0,96.3192243479286,4.567667928661897,48912971.0,17.70555317489477,1.0,2.0
COD,2000,88.6,102.8,0.0,1,0,377.925421481395,5.934696878485576,50507442.0,17.73763124972487,1.0,2.0
COD,2001,0.0,143.59,0.0,1,0,142.678142604412,4.960591342494631,52132646.0,17.76930191317724,1.0,1.0
COD,2002,18.0,351.3,0.0,1,0,162.38052907429,5.089942525676868,53750524.0,17.799863973761735,0.0,0.0
COD,2003,0.0,5009.75,0.0,1,0,161.491553524396,5.084452841136471,55343867.0,17.829076407005,0.0,0.0
COD,2004,0.0,1165.36,0.0,1,0,180.664764963633,5.196643186684586,56997741.0,17.858522193434524,0.0,0.0
COD,2005,19.06,990.81,0.0,1,1,214.539740473519,5.36849499148047,58775724.0,17.889239470477023,1.0,1.0
COD,2006,17.2,1501.23,0.0,1,1,255.445229568751,5.543008020984117,60615908.0,17.920067924841106,1.0,1.0
COD,2007,0.0,790.31,0.0,1,2,294.101615124419,5.683925337297399,62477752.0,17.95032108333498,1.0,1.0
COD,2008,0.0,991.12,0.0,1,1,352.900363371995,5.866185760354809,64390664.0,17.98047921162147,1.0,1.0
COD,2009,28.0,1101.927,0.0,1,1,280.178991035792,5.635428652632895,66412044.0,18.011388983540463,0.0,0.0
COD,2010,155.59,2384.95,0.0,1,1,352.400398754692,5.864768025601373,68563038.0,18.043264142823997,0.0,0.0
COD,2011,0.0,4240.446654,0.0,1,1,372.514273875789,5.92027535621509,70849311.0,18.076065799283036,1.0,1.0
COD,2012,15.2,1654.701939,0.0,1,0,409.931424783784,6.015989889084487,73254618.0,18.10945184824284,1.0,1.0
COD,2013,1.2,1191.139916,0.0,1,0,460.370334930107,6.132031241518356,75789395.0,18.143468933172898,1.0,2.0
COD,2014,0.0,1167.710371,0.0,1,2,489.175952097319,6.19272224499501,78403242.0,18.17737583650648,1.0,1.0
COD,2015,2.7,1410.468248,0.0,1,1,495.826633014883,6.206226335413076,81035531.0,18.21039827077702,0.0,0.0
COD,2016,42.9,975.463409,0.0,1,1,459.765036590388,6.1307155689645825,83956415.0,18.24580835310084,1.0,1.0
COD,2017,0.0,1192.457223,0.0,1,0,431.052559128788,6.066230029603368,87083398.0,18.28237681515864,1.0,2.0
COD,2018,0.56,1365.0316309999998,0.0,1,0,518.169626875371,6.250302653664887,90047644.0,18.315849466001332,1.0,1.0
COD,2019,0.0,1515.498528,0.0,1,1,504.00419142286,6.222584584351987,92947442.0,18.347544751580905,1.0,1.0
COD,2020,6.2,1583.306693,0.0,1,0,486.425572682256,6.187083904685741,95989998.0,18.379754556504217,1.0,1.0
COD,2021,0.0,1720.510841,0.0,1,1,595.743074403567,6.389809490906777,99148932.0,18.41213364131382,1.0,1.0
COD,2022,0.0,1335.470582,0.0,1,0,687.738587554685,6.533408805780686,102396968.0,18.444367660756317,1.0,1.0
COD,2023,25.55,1963.904489,0.0,1,0,660.21205238997,6.492561074917365,105789731.0,18.476964012186304,1.0,1.0
COD,2024,34.4,1874.474776,0.0,1,0,649.383338556725,6.476023202666871,109276265.0,18.509389774944975,1.0,1.0
COG,1992,0.0,101.82,0.0,1,0,1164.22442980292,7.059810418815133,2519465.0,14.739557135361132,0.0,0.0
COG,1993,0.0,116.48,0.0,1,1,1034.37200809816,6.941549766088166,2595124.0,14.769144857640883,1.0,1.0
COG,1994,0.0,253.0,0.0,1,0,661.904273689712,6.495120943804006,2673144.0,14.79876586572388,0.0,0.0
COG,1995,0.0,105.06,7.730418524904022,1,0,769.606794842829,6.645879728370251,2749461.0,14.826915450432244,0.0,0.0
COG,1996,0.0,394.62,8.127312909379064,1,0,898.794050151577,6.8010539205202125,2826785.0,14.854650581431285,0.0,0.0
COG,1997,17.1,260.34,8.514015090211085,1,0,804.304050086499,6.68997736943943,2887862.0,14.876026993919648,1.0,2.0
COG,1998,1.8,59.75000000000001,8.537934819206262,1,1,660.379775085784,6.492815086328349,2952061.0,14.898014128445643,1.0,2.0
COG,1999,1.68,121.48,8.126386768752873,1,0,776.416349733937,6.654688909463054,3032874.0,14.925021242781076,1.0,1.0
COG,2000,0.24,23.43,7.6914274971652015,1,0,1024.30159109181,6.9317662847867965,3151345.0,14.963339903797015,0.0,0.0
COG,2001,0.0,29.74,7.564970506901093,1,0,854.598314408095,6.75063155083271,3272537.0,15.001076083042994,0.0,0.0
COG,2002,0.0,41.46,7.902011258357565,1,0,905.538135544704,6.8085293918918595,3350771.0,15.024701026574704,1.0,1.0
COG,2003,2.9,35.45,7.711151932531189,1,0,1016.82363412143,6.924438963233587,3445753.0,15.052653016194048,0.0,0.0
COG,2004,0.0,50.33,7.899907990276667,1,0,1306.10136324599,7.1748019203360816,3565554.0,15.086829999476745,0.0,0.0
COG,2005,3.6,1344.01,7.895527154573485,1,0,1799.05158366154,7.495014907058933,3696393.0,15.122868037259783,0.0,0.0
COG,2006,0.52,171.99,8.071805885298106,1,0,2103.5821381211,7.651396950578692,3837409.0,15.160307957241375,0.0,0.0
COG,2007,0.13,49.66,7.855608430036837,1,0,2206.47101863414,7.699149694081825,3980430.0,15.196900411625704,0.0,0.0
COG,2008,0.0,384.19,7.898199983252443,1,0,2832.09177777643,7.948770861695433,4113517.0,15.229788938316265,0.0,0.0
COG,2009,4.07,226.549,7.727010761433816,1,1,2271.15219175966,7.728042555166016,4281219.0,15.269748340090544,0.0,0.0
COG,2010,28.43,1219.7,7.819869475429246,1,0,2946.55798067708,7.988392981897728,4462290.0,15.311172645139202,0.0,0.0
