sender_iso3,recipient_iso3,year,arms_tiv,bilateral_debt,ucdp_troops,ucdp_weapons,ucdp_training,ucdp_funding,colonial_tie,journalist_killings,oda_received,us_intervention
GBR,BRA,2013,41.05,,0,0,0,0,0,4.0,1161510875.02483,0
GBR,BRA,2015,2.0,,0,0,0,0,0,8.0,972285173.891578,0
GBR,BRA,2016,2.0,,0,0,0,0,0,3.0,643309031.217592,0
GBR,BRA,2017,2.0,,0,0,0,0,0,1.0,237359395.998297,0
GBR,BRA,2018,138.0,,0,0,0,0,0,3.0,401905693.87551,0
GBR,BRA,2019,2.0,,0,0,0,0,0,2.0,243859150.951263,0
GBR,BRA,2020,14.5,,0,0,0,0,0,1.0,473863569.120876,0
GBR,BRA,2021,20.0,,0,0,0,0,0,0.0,1072141043.17129,0
GBR,BRA,2022,12.0,,0,0,0,0,0,2.0,536509923.152626,0
GBR,BRA,2023,7.5,,0,0,0,0,0,0.0,640641653.966159,0
GBR,BRA,2024,8.0,,0,0,0,0,0,0.0,,0
GBR,BWA,1992,2.0,27607607.3,0,0,0,0,1,0.0,98130000.6341188,0
GBR,BWA,1995,8.270000000000001,17437499.4,0,0,0,0,1,0.0,77110000.0217557,0
GBR,BWA,1996,12.68,14755619.7,0,0,0,0,1,0.0,70560000.9225309,0
GBR,CAF,1992,0.6,384048.0,0,0,0,0,0,0.0,128509996.231645,0
GBR,CAN,1992,53.0,,0,0,0,0,1,0.0,,0
GBR,CAN,1993,1.92,,0,0,0,0,1,0.0,,0
GBR,CAN,1995,25.0,,0,0,0,0,1,1.0,,0
GBR,CAN,1996,25.0,,0,0,0,0,1,0.0,,0
GBR,CAN,1997,26.0,,0,0,0,0,1,0.0,,1
GBR,CAN,2000,320.0,,0,0,0,0,1,0.0,,0
GBR,CAN,2001,380.0,,0,0,0,0,1,0.0,,0
GBR,CAN,2002,280.0,,0,0,0,0,1,0.0,,0
GBR,CAN,2003,20.0,,0,0,0,0,1,0.0,,0
GBR,CAN,2004,270.0,,0,0,0,0,1,0.0,,0
GBR,CAN,2005,16.0,,0,0,0,0,1,0.0,,0
GBR,CAN,2006,4.0,,0,0,0,0,1,0.0,,0
GBR,CAN,2008,2.0,,0,0,0,0,1,0.0,,0
GBR,CAN,2009,2.0,,0,0,0,0,1,0.0,,0
GBR,CAN,2010,11.0,,0,0,0,0,1,0.0,,0
GBR,CAN,2011,12.0,,0,0,0,0,1,0.0,,0
GBR,CHE,1992,5.0,,0,0,0,0,0,0.0,,0
GBR,CHE,1993,5.0,,0,0,0,0,0,0.0,,0
GBR,CHE,1994,5.0,,0,0,0,0,0,0.0,,0
GBR,CHE,2004,35.0,,0,0,0,0,0,0.0,,0
GBR,CHE,2005,70.0,,0,0,0,0,0,0.0,,0
GBR,CHE,2006,70.0,,0,0,0,0,0,0.0,,0
GBR,CHE,2007,105.0,,0,0,0,0,0,0.0,,0
GBR,CHL,1992,50.0,,0,0,0,0,0,0.0,130960001.939908,0
GBR,CHL,1994,6.0,,0,0,0,0,0,0.0,149149999.607354,0
GBR,CHL,1995,3.98,,0,0,0,0,0,0.0,155369998.166338,0
GBR,CHL,1996,2.4,,0,0,0,0,0,0.0,193069998.12834,0
GBR,CHL,1999,22.0,,0,0,0,0,0,0.0,67900000.6727875,0
GBR,CHL,2000,33.0,,0,0,0,0,0,0.0,46430001.9834191,0
GBR,CHL,2001,33.0,,0,0,0,0,0,0.0,47579999.3555992,0
GBR,CHL,2002,33.0,,0,0,0,0,0,0.0,-6650000.76033174,0
GBR,CHL,2003,167.0,,0,0,0,0,0,0.0,71979999.7974188,0
GBR,CHL,2004,22.0,,0,0,0,0,0,0.0,39459999.3284791,0
GBR,CHL,2006,124.0,,0,0,0,0,0,0.0,91280001.282692,0
GBR,CHL,2007,149.0,,0,0,0,0,0,0.0,95060000.4885346,0
GBR,CHL,2008,149.0,,0,0,0,0,0,0.0,93690001.104027,0
GBR,CHL,2012,5.8,,0,0,0,0,0,0.0,112803834.972903,0
GBR,CHL,2013,0.6,,0,0,0,0,0,0.0,65198532.7769071,0
GBR,CHL,2020,26.25,,0,0,0,0,0,0.0,,0
GBR,CHL,2021,26.25,,0,0,0,0,0,0.0,,0
GBR,CHL,2022,200.0,,0,0,0,0,0,1.0,,0
GBR,CHN,1998,20.0,,0,0,0,0,0,0.0,1779800020.94432,0
GBR,CHN,1999,40.0,,0,0,0,0,0,0.0,1893589966.87644,1
GBR,CHN,2000,70.0,,0,0,0,0,0,0.0,1298240003.93227,1
GBR,CHN,2001,70.0,,0,0,0,0,0,1.0,1119580012.17246,1
GBR,CHN,2002,60.0,,0,0,0,0,0,0.0,1269150018.12577,1
GBR,CHN,2003,60.0,,0,0,0,0,0,0.0,1211249963.13453,0
GBR,CHN,2004,60.0,,0,0,0,0,0,0.0,1659589999.28832,0
GBR,CHN,2005,70.0,,0,0,0,0,0,0.0,1757790020.70427,0
GBR,CHN,2006,50.0,,0,0,0,0,0,1.0,1218430025.33913,0
GBR,CHN,2007,50.0,,0,0,0,0,0,1.0,1459939995.76941,0
GBR,CHN,2008,60.0,,0,0,0,0,0,0.0,1449549982.97989,0
GBR,CHN,2009,70.0,,0,0,0,0,0,0.0,1233250017.9559,1
GBR,CHN,2010,70.0,,0,0,0,0,0,1.0,790820002.228022,0
GBR,CHN,2011,70.0,,0,0,0,0,0,1.0,751260007.774457,0
GBR,CHN,2012,70.0,,0,0,0,0,0,0.0,278441044.31197,0
GBR,CHN,2013,70.0,,0,0,0,0,0,0.0,-124121719.470248,0
GBR,CHN,2014,70.0,,0,0,0,0,0,0.0,-300909662.822261,0
GBR,CHN,2015,70.0,,0,0,0,0,0,0.0,39557120.4451846,0
GBR,CHN,2016,60.0,,0,0,0,0,0,0.0,-101906762.69075,0
GBR,CHN,2017,40.0,,0,0,0,0,0,0.0,-356417044.9058,0
GBR,CHN,2018,20.0,,0,0,0,0,0,0.0,-199790849.786251,0
GBR,CIV,2003,2.0,43533375.6,0,0,0,0,0,2.0,287760000.796989,0
GBR,CIV,2016,0.32,,0,0,0,0,0,0.0,319310703.969794,0
GBR,COG,2015,2.24,,0,0,0,0,0,0.0,53377301.2774636,0
GBR,COL,2017,0.6,,0,0,0,0,0,1.0,810742375.972215,1
GBR,COL,2018,10.2,,0,0,0,0,0,3.0,1722991552.2011,0
GBR,CZE,2003,1.28,,0,0,0,0,0,0.0,260599999.573082,0
GBR,CZE,2004,1.6,,0,0,0,0,0,0.0,277129998.669028,0
GBR,CZE,2005,1.6,,0,0,0,0,0,0.0,,0
GBR,CZE,2006,1.28,,0,0,0,0,0,0.0,,0
GBR,DEU,1999,54.0,,0,0,0,0,0,0.0,,0
GBR,DEU,2000,40.5,,0,0,0,0,0,0.0,,0
GBR,DEU,2002,6.0,,0,0,0,0,0,0.0,,0
GBR,DEU,2003,12.0,,0,0,0,0,0,0.0,,0
GBR,DEU,2004,22.0,,0,0,0,0,0,0.0,,0
GBR,DEU,2005,20.0,,0,0,0,0,0,0.0,,0
GBR,DEU,2006,10.0,,0,0,0,0,0,0.0,,0
GBR,DEU,2018,10.0,,0,0,0,0,0,0.0,,0
GBR,DEU,2019,10.0,,0,0,0,0,0,0.0,,0
GBR,DEU,2020,10.0,,0,0,0,0,0,0.0,,0
GBR,DEU,2021,10.0,,0,0,0,0,0,0.0,,0
GBR,DEU,2022,10.0,,0,0,0,0,0,0.0,,0
GBR,DEU,2023,10.0,,0,0,0,0,0,0.0,,0
GBR,DJI,2012,0.56,,0,0,0,0,0,0.0,103324728.345499,0
GBR,DJI,2020,0.8,,0,0,0,0,0,0.0,107594784.344954,0
GBR,DNK,1992,18.0,,0,0,0,0,0,0.0,,0
GBR,DNK,1993,6.0,,0,0,0,0,0,0.0,,0
GBR,DNK,2005,37.5,,0,0,0,0,0,0.0,,0
GBR,DNK,2006,62.5,,0,0,0,0,0,0.0,,0
GBR,DNK,2009,62.5,,0,0,0,0,0,0.0,,0
GBR,DNK,2010,12.5,,0,0,0,0,0,0.0,,0
GBR,DZA,1992,9.3,,0,0,0,0,0,1.0,252060001.306236,0
GBR,DZA,1993,9.3,,0,0,0,0,0,8.0,187869997.017086,0
GBR,DZA,1997,9.3,266737685.9,0,0,0,0,0,0.0,226570000.845939,0
GBR,DZA,1998,9.3,273624654.0,0,0,0,0,0,0.0,393260005.686432,0
GBR,DZA,2001,9.3,226116492.0,0,0,0,0,0,2.0,161249994.784594,0
GBR,DZA,2003,9.3,250658619.8,0,0,0,0,0,0.0,225110000.563785,0
GBR,DZA,2005,9.3,200391170.5,0,0,0,0,0,0.0,323720003.100112,0
GBR,DZA,2006,9.3,0.0,0,0,0,0,0,0.0,192819998.394698,0
GBR,DZA,2010,47.0,,0,0,1,0,0,0.0,195089997.177944,0
GBR,DZA,2011,42.25,,0,0,0,0,0,0.0,186510004.308075,0
GBR,DZA,2012,4.75,,0,0,1,0,0,0.0,144048863.384523,0
GBR,DZA,2015,37.5,,0,0,0,0,0,0.0,81695306.0596715,0
GBR,DZA,2016,37.5,,0,0,0,0,0,0.0,148484849.093947,0
GBR,ECU,1992,4.0,99858110.2,0,0,0,0,0,0.0,211719999.754801,0
GBR,ECU,2007,2.0,92635713.0,0,0,0,0,0,0.0,218919998.059049,0
GBR,ECU,2011,4.0,55219981.3,0,0,0,0,0,0.0,156810000.628233,0
GBR,ECU,2012,4.0,49583126.0,0,0,0,0,0,1.0,156302457.28977,0
GBR,EGY,1992,7.5,223030913.3,0,0,0,0,1,1.0,3062929984.32927,0
GBR,EGY,1993,7.5,218484399.8,0,0,0,0,1,0.0,1873440008.28639,0
GBR,EGY,2023,104.0,50475034.2,0,0,0,0,1,0.0,748140624.850057,0
GBR,ERI,1997,2.4,,0,0,0,0,1,0.0,88339999.6496737,0
GBR,ESP,1996,30.8,,0,0,0,0,0,0.0,,0
GBR,ESP,1997,23.6,,0,0,0,0,0,0.0,,0
GBR,ESP,1998,11.0,,0,0,0,0,0,0.0,,0
GBR,ESP,1999,102.2,,0,0,0,0,0,0.0,,0
GBR,ESP,2000,98.0,,0,0,0,0,0,1.0,,0
GBR,ESP,2002,3.0,,0,0,0,0,0,0.0,,0
GBR,ESP,2003,6.0,,0,0,0,0,0,0.0,,0
GBR,ESP,2004,51.0,,0,0,0,0,0,0.0,,0
GBR,ESP,2005,45.0,,0,0,0,0,0,0.0,,0
GBR,ESP,2012,12.0,,0,0,0,0,0,0.0,,0
GBR,ESP,2024,10.0,,0,0,0,0,0,0.0,,0
GBR,EST,2004,0.42,,0,0,0,0,0,0.0,134800003.055483,0
GBR,EST,2007,18.0,,0,0,0,0,0,0.0,,0
GBR,EST,2008,18.0,,0,0,0,0,0,0.0,,0
GBR,EST,2009,18.0,,0,0,0,0,0,0.0,,0
GBR,FIN,1993,54.5,,0,0,0,0,0,0.0,,0
GBR,FIN,1994,42.5,,0,0,0,0,0,0.0,,0
GBR,FIN,1997,2.5,,0,0,0,0,0,0.0,,0
GBR,FIN,2016,0.04,,0,0,0,0,0,0.0,,0
GBR,FIN,2017,0.92,,0,0,0,0,0,0.0,,0
GBR,FIN,2018,0.16,,0,0,0,0,0,0.0,,0
GBR,FRA,1992,20.0,,0,0,0,0,0,0.0,,0
GBR,FRA,1993,20.0,,0,0,0,0,0,0.0,,0
GBR,FRA,1994,60.0,,0,0,0,0,0,0.0,,0
GBR,FRA,1995,40.0,,0,0,0,0,0,0.0,,0
GBR,FRA,1996,30.0,,0,0,0,0,0,0.0,,0
GBR,FRA,1997,20.0,,0,0,0,0,0,0.0,,0
GBR,FRA,1998,10.0,,0,0,0,0,0,0.0,,0
GBR,FRA,2000,15.0,,0,0,0,0,0,0.0,,0
GBR,FRA,2017,10.0,,0,0,0,0,0,0.0,,0
GBR,FRA,2018,32.0,,0,0,0,0,0,0.0,,0
GBR,FRA,2019,32.0,,0,0,0,0,0,0.0,,0
GBR,FRA,2020,32.0,,0,0,0,0,0,0.0,,0
GBR,FRA,2021,86.0,,0,0,0,0,0,0.0,,0
GBR,FRA,2022,86.0,,0,0,0,0,0,0.0,,0
GBR,FRA,2023,86.0,,0,0,0,0,0,0.0,,0
GBR,FRA,2024,20.0,,0,0,0,0,0,0.0,,0
GBR,GHA,1994,0.8,45386250.0,0,0,0,0,1,0.0,376480001.043528,0
GBR,GHA,2000,1.44,64136248.2,0,0,0,0,1,0.0,392050005.808472,0
GBR,GHA,2001,1.44,46846469.6,0,0,0,0,1,0.0,404819995.062426,0
GBR,GHA,2002,0.72,40117702.0,0,0,0,0,1,0.0,447409999.446944,0
GBR,GHA,2022,4.48,,0,0,0,0,1,0.0,512992482.973728,0
GBR,GRC,1994,26.0,,0,0,0,0,0,0.0,,0
GBR,GRC,1997,13.0,,0,0,0,0,0,0.0,,0
GBR,GRC,2000,22.0,,0,0,0,0,0,0.0,,0
GBR,GRC,2001,22.0,,0,0,0,0,0,0.0,,0
GBR,GRC,2005,53.0,,0,0,0,0,0,0.0,,0
GBR,GRC,2006,106.0,,0,0,0,0,0,0.0,,0
GBR,GRC,2010,53.0,,0,0,0,0,0,1.0,,0
GBR,GRC,2015,53.0,,0,0,0,0,0,0.0,,0
GBR,GRC,2020,53.0,,0,0,0,0,0,0.0,,0
GBR,GRC,2022,67.4,,0,0,0,0,0,0.0,,0
GBR,GRC,2023,14.4,,0,0,0,0,0,0.0,,0
GBR,GUY,2001,7.0,50857026.4,0,0,0,0,1,0.0,54749999.1580844,0
GBR,GUY,2019,2.0,91850.5,0,0,0,0,1,0.0,62882633.8935178,0
GBR,IDN,1992,29.7,60292510.6,0,0,0,0,0,0.0,1880769956.98363,0
GBR,IDN,1993,13.0,68192965.9,0,0,0,0,0,0.0,1842290023.77205,0
GBR,IDN,1994,13.1,66342187.5,0,0,0,0,0,0.0,1481069995.31947,0
GBR,IDN,1995,26.15,59306098.1,0,0,0,0,0,0.0,1243669978.87567,0
GBR,IDN,1996,191.25,53809618.4,0,0,0,0,0,1.0,1038140033.01598,0
GBR,IDN,1997,46.4,41389652.9,0,1,1,0,0,2.0,783659991.6704,0
GBR,IDN,1998,66.6,40606033.9,0,1,1,0,0,0.0,1252419973.66399,0
GBR,IDN,1999,128.0,34388910.0,0,1,1,0,0,0.0,2112499959.78735,0
GBR,IDN,2000,66.0,24794395.2,0,0,0,0,0,0.0,1585449987.54561,0
GBR,IDN,2014,600.75,429657992.8,0,0,0,0,0,0.0,-282844749.194716,0
GBR,IDN,2015,18.0,297805855.5,0,0,0,0,0,0.0,54788174.9528461,0
GBR,IDN,2016,14.52,188855292.4,0,0,0,0,0,0.0,7092510.30674439,0
GBR,IDN,2017,26.34,168533325.0,0,0,0,0,0,0.0,143516969.725955,0
GBR,IDN,2018,16.62,127296592.8,0,0,0,0,0,1.0,1106578355.0907,0
GBR,IDN,2019,16.5,92164880.4,0,0,0,0,0,0.0,-549706836.901605,0
GBR,IDN,2020,14.52,49684766.6,0,0,0,0,0,0.0,1301606236.32907,0
GBR,IDN,2021,16.5,25505000.0,0,0,0,0,0,1.0,557391657.342669,0
GBR,IDN,2022,16.5,21072000.0,0,0,0,0,0,0.0,645176171.923405,0
GBR,IDN,2023,16.5,17609000.0,0,0,0,0,0,0.0,1094223408.66178,0
GBR,IND,1992,153.62,180103387.7,0,0,0,0,1,3.0,1275390007.61881,0
GBR,IND,1993,12.02,140367397.5,0,0,0,0,1,2.0,844990004.941821,0
GBR,IND,1994,9.52,114137500.0,0,0,0,0,1,1.0,1434480024.94872,0
GBR,IND,1995,89.0,85020597.4,0,0,0,0,1,1.0,1126260015.47649,0
GBR,IND,1996,39.0,64890766.0,0,0,0,0,1,2.0,1130560030.44546,0
GBR,IND,1997,96.5,39085909.3,0,0,0,0,1,7.0,1021889992.58913,0
GBR,IND,1998,51.5,20411144.4,0,0,0,0,1,0.0,965280016.034842,0
GBR,IND,1999,44.0,11638080.0,0,0,0,0,1,3.0,916330013.299361,0
GBR,IND,2002,18.18,59994160.0,0,0,0,0,1,3.0,883040019.903333,0
GBR,IND,2004,104.0,41509000.0,0,0,0,0,1,3.0,155639977.911486,0
GBR,IND,2005,117.0,39791000.0,0,0,0,0,1,0.0,1051559990.74318,0
GBR,IND,2007,164.0,36354000.0,0,0,0,0,1,3.0,1003910002.86117,0
GBR,IND,2008,224.0,34635000.0,0,0,0,0,1,5.0,1678669995.39733,0
GBR,IND,2009,112.0,32917000.0,0,0,0,0,1,1.0,1677310044.2756,0
GBR,IND,2010,120.0,31586000.0,0,0,0,0,1,3.0,2319450036.30966,0
GBR,IND,2011,140.0,30643000.0,0,0,0,0,1,2.0,2139180019.55748,0
GBR,IND,2012,160.0,29699000.0,0,0,0,0,1,4.0,1608161294.91665,0
GBR,IND,2013,140.0,28756000.0,0,0,0,0,1,6.0,1972791591.29225,0
GBR,IND,2014,150.0,27813000.0,0,0,0,0,1,2.0,1932242817.42889,0
GBR,IND,2015,150.0,26870000.0,0,0,0,0,1,4.0,2374978579.03922,0
GBR,IND,2016,130.0,25927000.0,0,0,0,0,1,5.0,1963541680.74075,0
GBR,IND,2018,6.0,24041000.0,0,0,0,0,1,5.0,2645879101.93215,0
GBR,IND,2019,13.0,23098000.0,0,0,0,0,1,1.0,3058472736.69415,0
GBR,IND,2020,28.0,22154000.0,0,0,0,0,1,2.0,2251386656.43334,0
GBR,IND,2021,141.68,21211000.0,0,0,0,0,1,5.0,3603985340.48722,0
GBR,IND,2022,142.42000000000002,20268000.0,0,0,0,0,1,2.0,3971494003.53432,0
GBR,IND,2023,21.6,19325000.0,0,0,0,0,1,1.0,3995633098.3378,0
GBR,IND,2024,21.42,18382000.0,0,0,0,0,1,1.0,,0
GBR,IRL,1998,2.88,,0,0,0,0,0,0.0,,0
GBR,IRL,2014,34.85,,0,0,0,0,0,0.0,,0
GBR,IRL,2015,34.85,,0,0,0,0,0,0.0,,0
GBR,IRL,2016,34.85,,0,0,0,0,0,0.0,,0
GBR,IRL,2019,34.85,,0,0,0,0,0,0.0,,0
GBR,IRQ,2005,4.75,,0,1,1,1,1,27.0,22028320132.7175,1
GBR,IRQ,2007,4.8,,0,1,1,1,1,51.0,9142370101.28797,1
GBR,ITA,1992,38.8,,0,0,0,0,0,0.0,,0
GBR,ITA,1993,11.6,,0,0,0,0,0,0.0,,0
GBR,ITA,1994,27.799999999999997,,0,0,0,0,0,0.0,,0
GBR,ITA,1995,185.56,,0,0,0,0,0,0.0,,0
GBR,ITA,1996,80.36,,0,0,0,0,0,0.0,,0
GBR,ITA,1997,232.36,,0,0,0,0,0,0.0,,0
GBR,ITA,1998,22.0,,0,0,0,0,0,0.0,,0
GBR,ITA,1999,1.6,,0,0,0,0,0,0.0,,0
GBR,ITA,2002,33.3,,0,0,0,0,0,0.0,,0
GBR,ITA,2003,35.199999999999996,,0,0,0,0,0,0.0,,0
GBR,ITA,2004,8.4,,0,0,0,0,0,0.0,,0
GBR,ITA,2005,15.6,,0,0,0,0,0,0.0,,0
GBR,ITA,2006,32.0,,0,0,0,0,0,0.0,,0
GBR,ITA,2007,39.04,,0,0,0,0,0,0.0,,0
GBR,ITA,2008,40.96,,0,0,0,0,0,0.0,,0
GBR,ITA,2011,30.0,,0,0,0,0,0,0.0,,0
GBR,ITA,2012,10.0,,0,0,0,0,0,0.0,,0
GBR,ITA,2017,8.0,,0,0,0,0,0,0.0,,0
GBR,ITA,2024,24.0,,0,0,0,0,0,0.0,,0
GBR,JOR,1999,18.2,195177429.2,0,0,0,0,1,0.0,339119998.52024,0
GBR,JOR,2000,83.2,189836502.4,0,0,0,0,1,0.0,465529994.977638,0
GBR,JOR,2001,114.4,511166154.4,0,0,0,0,1,0.0,347620005.475358,0
GBR,JOR,2002,116.96,553007385.2,0,0,0,0,1,0.0,436519997.619093,0
GBR,JOR,2003,122.3,554775826.7,0,0,0,0,1,0.0,1135300001.75908,0
GBR,JOR,2004,68.7,623372477.8,0,0,0,0,1,0.0,488780000.157654,0
GBR,JOR,2010,0.96,,0,0,0,0,1,0.0,541450000.876561,0
GBR,JOR,2015,0.51,,0,0,0,0,1,0.0,1679997293.02153,0
GBR,JOR,2016,20.0,,0,0,0,0,1,0.0,2078728940.95909,1
GBR,JPN,1992,22.25,,0,0,0,0,0,0.0,,0
GBR,JPN,1993,25.25,,0,0,0,0,0,0.0,,0
GBR,JPN,1994,9.25,,0,0,0,0,0,0.0,,0
GBR,JPN,1995,37.75,,0,0,0,0,0,0.0,,0
GBR,JPN,1996,19.25,,0,0,0,0,0,0.0,,0
GBR,JPN,1997,19.25,,0,0,0,0,0,0.0,,0
GBR,JPN,1998,9.25,,0,0,0,0,0,0.0,,0
GBR,JPN,1999,20.0,,0,0,0,0,0,0.0,,0
GBR,JPN,2000,20.0,,0,0,0,0,0,0.0,,0
GBR,JPN,2001,10.0,,0,0,0,0,0,0.0,,0
GBR,JPN,2002,20.0,,0,0,0,0,0,0.0,,0
GBR,JPN,2003,20.0,,0,0,0,0,0,1.0,,0
GBR,JPN,2004,20.0,,0,0,0,0,0,0.0,,0
GBR,JPN,2005,20.0,,0,0,0,0,0,0.0,,0
GBR,JPN,2006,35.0,,0,0,0,0,0,0.0,,0
GBR,JPN,2008,20.0,,0,0,0,0,0,0.0,,0
GBR,JPN,2009,22.5,,0,0,0,0,0,0.0,,0
GBR,JPN,2010,32.5,,0,0,0,0,0,0.0,,0
GBR,JPN,2011,12.5,,0,0,0,0,0,0.0,,0
GBR,JPN,2012,8.0,,0,0,0,0,0,0.0,,0
GBR,JPN,2013,33.0,,0,0,0,0,0,0.0,,0
GBR,JPN,2014,16.0,,0,0,0,0,0,0.0,,0
GBR,JPN,2015,12.5,,0,0,0,0,0,0.0,,0
GBR,JPN,2016,12.5,,0,0,0,0,0,0.0,,0
GBR,JPN,2017,12.5,,0,0,0,0,0,0.0,,0
GBR,JPN,2018,12.5,,0,0,0,0,0,0.0,,0
GBR,JPN,2019,25.0,,0,0,0,0,0,0.0,,0
GBR,JPN,2021,10.0,,0,0,0,0,0,0.0,,0
GBR,JPN,2022,46.0,,0,0,0,0,0,0.0,,0
GBR,JPN,2023,12.0,,0,0,0,0,0,0.0,,0
GBR,JPN,2024,44.0,,0,0,0,0,0,0.0,,0
GBR,KOR,1992,89.5,,0,0,0,0,0,0.0,3060001.17212535,0
GBR,KOR,1993,99.0,,0,0,0,0,0,0.0,-34759999.8787045,0
GBR,KOR,1995,4.5,,0,0,0,0,0,0.0,60499999.7019769,0
GBR,KOR,1997,7.0,,0,0,0,0,0,0.0,-158220001.930371,0
GBR,KOR,1999,55.5,,0,0,0,0,0,0.0,-53770001.6852469,0
GBR,KOR,2000,109.5,,0,0,0,0,0,0.0,9999.99977648258,0
GBR,KOR,2001,40.5,,0,0,0,0,0,0.0,,0
GBR,KOR,2016,112.0,,0,0,0,0,0,0.0,,0
GBR,KOR,2018,12.0,,0,0,0,0,0,0.0,,0
GBR,KOR,2019,48.0,,0,0,0,0,0,0.0,,0
GBR,KOR,2021,36.0,,0,0,0,0,0,0.0,,0
GBR,KOR,2023,48.0,,0,0,0,0,0,0.0,,0
GBR,KOR,2024,12.0,,0,0,0,0,0,0.0,,0
GBR,KWT,1995,105.7,,0,0,0,0,1,0.0,2120000.0345707,0
GBR,KWT,1996,92.8,,0,0,0,0,1,0.0,,0
GBR,KWT,1997,57.6,,0,0,0,0,1,0.0,,0
GBR,KWT,1999,8.0,,0,0,0,0,1,0.0,,0
GBR,KWT,2000,32.0,,0,0,0,0,1,0.0,,0
GBR,KWT,2010,3.0,,0,0,0,0,1,0.0,,0
GBR,KWT,2011,3.0,,0,0,0,0,1,0.0,,0
GBR,KWT,2017,0.8,,0,0,0,0,1,0.0,,0
GBR,LKA,2000,42.96,34084762.2,0,0,0,0,1,1.0,256379994.761198,0
GBR,LKA,2001,6.0,19473087.2,0,0,0,0,1,0.0,297800002.597272,0
GBR,LTU,2013,72.6,,0,0,0,0,0,0.0,,0
GBR,LVA,2015,0.63,,0,0,0,0,0,0.0,,0
GBR,LVA,2016,3.82,,0,0,0,0,0,0.0,,0
GBR,LVA,2017,8.14,,0,0,0,0,0,0.0,,0
GBR,LVA,2018,4.16,,0,0,0,0,0,0.0,,0
GBR,LVA,2019,3.66,,0,0,0,0,0,0.0,,0
GBR,LVA,2020,8.77,,0,0,0,0,0,0.0,,0
GBR,LVA,2021,8.64,,0,0,0,0,0,0.0,,0
GBR,LVA,2022,3.56,,0,0,0,0,0,0.0,,0
GBR,MAR,2018,4.0,,0,0,0,0,0,0.0,596978240.698577,0
GBR,MLT,1998,0.4,,0,0,0,0,0,0.0,24749999.9701977,0
GBR,MLT,2000,0.38,,0,0,0,0,0,0.0,21849999.9400229,0
GBR,MLT,2001,0.1,,0,0,0,0,0,0.0,2769999.99955297,0
GBR,MOZ,2013,6.8,,0,0,0,0,0,0.0,1756582384.25851,0
GBR,MRT,2016,0.32,,0,0,0,0,0,0.0,95049807.7257071,0
GBR,MUS,1993,3.5,5804822.8,0,0,0,0,1,0.0,22900000.9354204,0
GBR,MWI,2016,0.32,,0,0,0,0,1,0.0,783157983.245532,0
GBR,MYS,1992,13.0,,0,0,0,0,1,0.0,198059996.673838,0
GBR,MYS,1994,257.0,,0,0,0,0,1,0.0,66200001.3962389,0
GBR,MYS,1995,70.5,,0,0,0,0,1,0.0,107640001.147985,0
GBR,MYS,1996,15.93,,0,0,0,0,1,0.0,-454610009.972006,0
GBR,MYS,1997,35.93,,0,0,0,0,1,0.0,-243000004.658476,0
GBR,MYS,1998,0.25,,0,0,0,0,1,0.0,199450005.874038,0
GBR,MYS,1999,394.25,,0,0,0,0,1,0.0,141910000.121221,0
GBR,MYS,2002,20.0,,0,0,0,0,1,0.0,85970000.9953231,0
GBR,MYS,2003,67.5,,0,0,0,0,1,0.0,103980001.211166,0
GBR,MYS,2004,13.5,,0,0,0,0,1,0.0,294159999.467432,0
GBR,MYS,2005,32.0,,0,0,0,0,1,0.0,20029999.9378622,0
GBR,MYS,2006,37.0,,0,0,0,0,1,0.0,232479996.174574,0
GBR,MYS,2007,49.5,,0,0,0,0,1,0.0,192780000.690371,0
GBR,MYS,2009,3.2,,0,0,0,0,1,0.0,132969998.594373,0
GBR,MYS,2010,7.75,,0,0,0,0,1,0.0,-13609998.7048656,0
GBR,MYS,2015,10.0,,0,0,0,0,1,0.0,-14549326.3300159,0
GBR,MYS,2016,31.91,,0,0,0,0,1,0.0,-62845937.5915118,0
GBR,MYS,2017,13.6,,0,0,0,0,1,0.0,-46175807.2808152,0
GBR,MYS,2018,3.6,,0,0,0,0,1,0.0,-50538208.1214339,0
GBR,MYS,2020,1.89,,0,0,0,0,1,0.0,-31018197.7764588,0
GBR,NGA,1992,41.0,3117361020.6,0,0,0,0,1,0.0,192889998.992905,0
GBR,NGA,1993,34.44,3070557564.7,0,0,0,0,1,0.0,203559997.113422,0
GBR,NGA,1994,29.52,3193210744.6,0,0,0,0,1,0.0,74179999.5172769,0
GBR,NLD,1992,10.0,,0,0,0,0,0,0.0,,0
GBR,NLD,1993,20.0,,0,0,0,0,0,0.0,,0
GBR,NLD,1994,20.0,,0,0,0,0,0,0.0,,0
GBR,NLD,1995,12.5,,0,0,0,0,0,0.0,,0
GBR,NLD,1996,2.5,,0,0,0,0,0,0.0,,0
GBR,NLD,2002,12.0,,0,0,0,0,0,0.0,,0
GBR,NLD,2003,12.0,,0,0,0,0,0,0.0,,0
GBR,NLD,2004,12.0,,0,0,0,0,0,0.0,,0
GBR,NLD,2005,12.0,,0,0,0,0,0,0.0,,0
GBR,NLD,2006,0.6,,0,0,0,0,0,0.0,,0
GBR,NOR,1992,10.75,,0,0,0,0,0,0.0,,0
GBR,NOR,1993,4.0,,0,0,0,0,0,0.0,,0
GBR,NOR,1994,4.0,,0,0,0,0,0,0.0,,0
